id,pub_author,pub_year,abstract,strand_raw,strand_info,strand_CLEAN,pub_eppi,pub_type_raw,pub_eppi_CLEAN,pubtype_ht,pubtype_info,pub_type_CLEAN,loc_country_raw,loc_country_CLEAN,int_setting_raw,int_setting_ht,int_setting_info,int_Setting_CLEAN,eco_valid_raw,eco_valid_ht,eco_valid_info,eco_valid_CLEAN,part_age_raw,part_age_ht,part_age_info,part_age_CLEAN,school_treat_info,school_treat_ht,school_treat_CLEAN,school_na_CLEAN,school_cont_info,school_cont_ht,school_cont_CLEAN,school_total_info,school_total_ht,school_total_CLEAN,school_na_raw,school_na_info,school_na_ht,class_treat_info,class_treat_ht,class_treat_CLEAN,class_cont_info,class_cont_CLEAN,class_cont_ht,class_total_info,class_total_ht,class_na_raw,class_na_info,class_total_CLEAN,class_na_ht,class_na_CLEAN,treat_group_raw,treat_group_ht,treat_group_info,treat_group_CLEAN,part_assig_raw,part_assig_ht,part_assig_info,part_assig_CLEAN,level_assig_raw,level_assig_ht,level_assig_info,level_assig_CLEAN,int_desig_raw,int_design_ht,int_design_info,int_design_CLEAN,rand_raw,rand_ht,rand_info,rand_CLEAN,out_other_raw,out_other_ht,out_other_info,out_other_CLEAN,out_info_raw,out_info_raw,out_info_info,out_info_CLEAN,part_other_ht,part_other_info,part_other_CLEAN
53901268,Attanasio (2004),2004,"From introduction  In recent years, international financial institutions, policy-makers and economists have paid considerable attention to micro development policies based on cash transfers targeted to poor families and released only if the potential beneficiaries comply with specific conditions. Such conditional cash transfers have been particularly popular in education and nutrition policies – that is, in policies whose aim is to foster the accumulation of human capital among young children. In the case of the nutrition interventions, the conditions are often that the mother of the children, who receives the transfers, enrols them to development and growth check-ups and/or attends hygiene, vaccination and contraception courses. Much of the attention on conditional transfer programmes originated from the perceived success of a large programme of this nature started in rural Mexico in 1998 and evaluated scientifically with semi-experimental methods. Since the evidence on PROGRESA, as the Mexican programme was known, has received much attention, several international organisations have been promoting similar interventions in many developing countries and in particular in Latin America. It should be stressed that while PROGRESA has been widely branded as a success and has surely improved the nutritional and development outcomes of very young children and enrolment for secondary school, the reasons behind this success are not entirely obvious. In particular, it is not completely clear whether the conditionalities imposed by the programme played a role in determining the outcomes and what that role was.",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53902806,Attanasio (2005),2005,No abstract,NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901226,Attanasio (2010),2010,"The paper studies the effects of Familias en Acción, a conditional cash transfer program implemented in rural areas in Colombia since 2002, on school enrollment and child labor. Using a difference‐in‐difference framework, our results show that the program increased school participation of 14–17‐year‐old children quite substantially, by between 5 and 7 percentage points and had lower effects on the enrollment of younger children, in the region of 1–3 percentage points. The effects on work are largest in the relatively more urbanized parts of rural areas and particularly for younger children, whose participation in domestic work decreased by around 13 percentage points after the program, as compared to a decrease of 10 percentage points for older children in these same areas. The program had no discernible impacts on children’s work in more rural areas. Participation in income‐generating work remained largely unaffected by the program. We also find evidence of school and work time not being fully substitutable, suggesting that some, but not all, of the increased time at school may be drawn from children’s leisure time.",NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901986,Attanasio (2011),2011,"In this paper, we use an economic model to analyse data from a major randomized social experiment , namely PROGRESA in Mexico, and to evaluate its impact on school participation. We show the usefulness of using experimental data to estimate a structural economic model as well as the importance of a structural model in interpreting experimental results. The availability of the experiment also allows us to estimate the program's general equilibrium effects, which we then incorporate into our simulations. Our main findings are (i) the program's grant has a much stronger impact on school enrolment than an equivalent reduction in child wages  (ii) the program has a positive effect on the enrollment of children , especially after primary school  this result is well replicated by the parsimonious structural model  (iii) there are sizeable effects of the program on child wages, which, however, reduce the effectiveness of the program only marginally  and (iv) a revenue neutral change in the program that would increase the grant for secondary school children while eliminating for the primary school children would have a substantially larger effect on enrollment of the latter, while having minor effects on the former.",NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901698,Baez (2013),2013,"Conditional cash transfers are programs under which poor families get a stipend provided they keep their children in school and take them for health checks. Although there is significant evidence showing that they have positive impacts on school participation, little is known about the long-term impacts of the programs on human capital. This paper investigates whether cohorts of children from poor households that benefited up to nine years from Familias en Acción, a conditional cash transfer program in Colombia, attained more school and performed better on academic tests at the end of high school. Identification of program impacts is derived from two different strategies using matching techniques with household surveys, and regression discontinuity design using a census of the poor and administrative records of the program. The authors show that, on average, participant children are 4 to 8 percentage points more likely than nonparticipant children to finish high school, particularly girls and beneficiaries in rural areas. Regarding long-term impact on tests scores, the analysis shows that program recipients who graduate from high school seem to perform at the same level as equally poor non-recipient graduates, even after correcting for possible selection bias when low-performing students enter school in the treatment group. Although the positive impacts on high school graduation may improve the employment and earning prospects of participants, the lack of positive effects on test scores raises the need to further explore policy actions to couple the program's objective of increasing human capital with enhanced learning.",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901340,Baird (2011),2011,"This article assesses the role of conditionality in cash transfer programs using a unique experiment targeted at adolescent girls in Malawi. The program featured two distinct interventions  unconditional transfers (UCT arm) and transfers conditional on school attendance (CCT arm). Although there was a modest decline in the dropout rate in the UCT arm in comparison with the control group, it was only 43% as large as the impact in the CCT arm at the end of the 2-year program. The CCT arm also outperformed the UCT arm in tests of English reading comprehension. However, teenage pregnancy and marriage rates were substantially lower in the UCT than the CCT arm, entirely due to the impact of UCTs on these outcomes among girls who dropped out of school.",NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901799,Baird (2013),2013,"Interventions targeting adolescent girls are seen as a key component in the fight to break the cycle of poverty in developing countries. Policies that enable them to reach their full potential can have a strong impact not only on their own wellbeing, but also on that of future generations. This paper summarizes the short-term impacts of a cash transfer program on the empowerment of adolescent girls in Malawi during and immediately after the two-year intervention. We find that the program, which transferred cash directly to school-age girls as well as their parents, had effects on a broad range of important domains - including increased access to financial resources, improved schooling outcomes, decreased teen pregnancies and early marriages, better health - and generally enabled beneficiaries to improve their agency within their households. Underlying these overall impacts, the experiment revealed important differences in program effects between young women who were in school at the start of the intervention and those that were not, as well as between young women who received cash transfers conditional on regular school attendance and those who received cash unconditionally. The results point to the potential role that cash transfer programs can play in improving the lives of adolescent girls in Sub-Saharan Africa, as well as the heterogeneity of effects under different program designs.",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901228,Baird 1_1 (2009),2009,"As of 2007, 29 developing countries had some type of conditional cash transfer program in place, with many others planning or piloting one. However, the evidence base needed by a government to decide how to design a new conditional cash transfer program is severely limited in a number of critical dimensions. This paper presents one-year schooling impacts from a conditional cash transfer experiment among teenage girls and young women in Malawi, which was designed to address these shortcomings  conditionality status, size of separate transfers to the schoolgirl and the parent, and village-level saturation of treatment were all independently randomized. The authors find that the program had large impacts on school attendance  the re-enrollment rate among those who had already dropped out of school before the start of the program increased by two and a half times and the dropout rate among those in school at baseline decreased from 11 to 6 percent. These impacts were, on average, similar in the conditional and the unconditional treatment arms. Although most schooling outcomes examined here were unresponsive to variation in the size of the transfer to the parents, higher transfers given directly to the schoolgirls were associated with significantly improved school attendance and progress - but only if the transfers were conditional on school attendance. There were no spillover effects within treatment communities after the first year of program implementation. Policymakers looking to design cost-effective cash transfer programs targeted toward young women should note the relative insensitivity of these short-term program impacts with respect to conditionality and total transfer size.",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901505,Baird 1_2(2009),2009,"As of 2007, 29 developing countries had some type of Conditional Cash Transfer (CCT) program in place, while many others were planning or piloting one. However, the evidence base needed by a government to decide how to design a new CCT program is either limited or non-existent in several critical dimensions. We present one-year schooling impacts from a CCT experiment among teenage girls and young women in Malawi, which was designed to address these shortcomings. The program features four independently randomized dimensions of contract variation  the conditionality, transfer size, schoolgirl/parent transfer splits, and village-level saturation of treatment are all experimentally varied. Despite this rich heterogeneity in contract terms, we find large program impacts that are surprisingly binary. While the re-enrollment rate among those who had already dropped out of school before the start of the program increased by two and a half times and the dropout rate among those in school at baseline decreased from 11% to 6%, these impacts were generally similar regardless of the specific contract terms. If the one-year impacts were to persist, they would indicate that a bare-bones unconditional cash transfer program using low monthly transfers, at least some of which are directly transferred to the children would be the most cost-effective way to increase enrollment in this population.",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901982,Barham (2012),2012,"CCT programs have become the anti-poverty program of choice in many developing countries. Numerous evaluations, often based on rigorous experimental designs, leave little doubt that such programs can increase enrollment and grades attained--in the short term. But evidence is notably lacking on whether these short-term gains translate into longer-term educational benefits needed to fully justify these programs. This paper uses the randomized phase-in of the RPS CCT program in Nicaragua to estimate the long-term effects on educational attainment and learning for boys, measured 10 years after the start of the program. We focus on a cohort of boys aged 9-12 years at the start of the program in 2000 who, due to the program's eligibility criteria and prior school dropout patterns, were likely to have benefitted more in the group of localities that were randomly selected to receive the program first. We find that the short-term program effect of a half grade increase in schooling for boys was sustained after the end of the program and into early adulthood. In addition, results indicate significant and substantial gains in both math and language achievement scores, an approximately one-quarter standard deviation increase in learning outcomes for the now young men. Hence in Nicaragua, schooling and achievement gains coincided, implying important longterm returns to CCT programs.",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
