id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9,out_type_10,out_label_10,out_tit_10,out_type_11,out_label_11,out_tit_11
67335214,Blachman (1994),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Word Identification subtest - Woodcock Reading Mastery Tests-Revised,['Other outcome'],Secondary outcome(s),Segmentation,['Other outcome'],Primary outcome,Phonetically regular nonwords,['Other outcome'],Secondary outcome(s),Letter names,['Other outcome'],Secondary outcome(s),Letter sounds,['Other outcome'],Secondary outcome(s),Phonetically regular real words,['Writing and spelling primary outcome.'],Secondary outcome(s),The Developmental Spelling Test (DST),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68127036,Bortnem (2005),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,EVT,['Other outcome'],Secondary outcome(s),PPVT,['Other outcome'],Secondary outcome(s),EVT (NF vs C),['Other outcome'],Secondary outcome(s),EVT (F vs C),['Other outcome'],Secondary outcome(s),PPVT (NF vs C),['Other outcome'],Secondary outcome(s),PPVT (F vs C),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71969329,Borzekowski (2009) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Letter Recognition,['Mathematics primary outcome'],Secondary outcome(s),Number Recognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74577993,Borzekowski (2009) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Letter recognition,['Mathematics primary outcome'],Secondary outcome(s),Number recognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335215,Boyle (2006),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PALS-PreK,['Other outcome'],Secondary outcome(s),PALS-PreK adjusted by Parent self-reading time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68127039,Byrne (1967),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,ITPA,['Other outcome'],Secondary outcome(s),PPVT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335218,Castle (1994),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Clay Word Reading,['Other outcome'],Secondary outcome(s),Phonemic Awareness,['Other outcome'],Secondary outcome(s),Letter Knowledge ,['Other outcome'],Secondary outcome(s),Burt Word Reading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77945724,Cooper (2007),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,PPVT,['Other outcome'],Primary outcome,EVT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335197,Cosgrove (2006),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TERA-3 - Reading Quotient - EYL,['Other outcome'],Secondary outcome(s),Alphabet - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335198,Davidson (2009),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Woodcock comprehension: EYL,['Other outcome'],Secondary outcome(s),Woodcock-Johnson Letter ID-EYL,['Other outcome'],Secondary outcome(s),Peabody PVT: EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68655326,Dimova (2020),['Other outcome'],Secondary outcome(s),Overall Language Outcome,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Overall Language skills_Communicaiton approaches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335103,Epstein (1994),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,DSC - Story Sequence - EYL,['Writing and spelling primary outcome.'],Secondary outcome(s),DSC: Left/Right Writing -  EYL,['Other outcome'],Secondary outcome(s),DSC: C-V-C Words - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335226,Fuchs (2001) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,RLS score_Early Literacy,['Reading primary outcome'],Secondary outcome(s),Word Attack_Early Literacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74578002,Fuchs (2001) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Rapid Letter Sound_Early Literacy,['Reading primary outcome'],Secondary outcome(s),Word Attack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335201,Gettinger (2008),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Peabody sept to may posttest table 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68127056,Good (2003),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Segment Blending - EYL,['Other outcome'],Secondary outcome(s),Picture Naming - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335230,Hecht (2002),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Word Reading Post-test table 1,['Other outcome'],Secondary outcome(s),Vocabulary knowledge,['Writing and spelling primary outcome.'],Secondary outcome(s),Invented spelling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335274,Irlen (2003),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Retelling stories gain table 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68127069,Jackson (2006),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TERA - EYL,['Other outcome'],Secondary outcome(s),TROLL - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335276,Lamb (1986) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT-R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74578014,Lamb (1986) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT-R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335193,Layzer (2007),['Other outcome'],Secondary outcome(s),TOPEL - Definitional Knowledge (A16),['Other outcome'],Secondary outcome(s),TOPEL - Phonological Awareness A16),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TOPEL,['Other outcome'],Primary outcome,TOPEL - Early Literacy Index,['Other outcome'],Secondary outcome(s),TOPEL - Print Knowledge (A16),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335235,Lennon (1999),['Other outcome'],Primary outcome,Sight words student s with low word identification posttest table 2,['Other outcome'],Primary outcome,Sight words student s with middle word identification posttest table 2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Sight words student s with low_middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335202,Lipsey (2009),['Other outcome'],Secondary outcome(s),WJIII Oral Comprehension: EYL,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT (raw score): EYL,['Other outcome'],Secondary outcome(s),Decoding WJIII Letter-Word: EYL,['Other outcome'],Secondary outcome(s),WJIII Story Recall: EYN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335278,Lonigan (1998) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT-R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74578015,Lonigan (1998) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT-R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74578016,Lonigan (1998) 1_3,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT-R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335277,Lonigan (1999) 1_1,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,PPVT-R (Typical Reading vs No-treatment),['Other outcome'],Secondary outcome(s),EOWPVT-R Post test (typical reading vs control),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74578017,Lonigan (1999) 1_2,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,PPVT-R Posttest means and SDs (dialogic vs control),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68127080,Lonigan (2003),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Word elision: EYL,['Other outcome'],Secondary outcome(s),Rhyme oddity - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335203,Lonigan (2011) 1_1,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Expressive language (control vs combined PD),['Other outcome'],Secondary outcome(s),Print knowledge (control vs combined PD),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74578018,Lonigan (2011) 1_2,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Expressive language (workshop vs control),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74578019,Lonigan (2011) 1_3,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Expressive language (mentoring vs control),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68127083,Massetti (2002),['Other outcome'],Secondary outcome(s),Developing Skills Checklist - EYL,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Assessment Group - EYL,['Writing and spelling primary outcome.'],Secondary outcome(s),Assessment Group - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335279,Mautte (1990) 1_1,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Preschool Language Scale E1 vs C ,['Other outcome'],Secondary outcome(s),TERA E1 vs C (Posttest adj means and SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74578020,Mautte (1990) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TERA (E2 vs C),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335241,O'Brien (2006),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Initial Sound Fluency (ISF): EYL,['Other outcome'],Secondary outcome(s),Letter Naming Fluency (LNF): EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335244,O'Connor (1996),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,WJ letter-word ID - EYL,['Writing and spelling primary outcome.'],Secondary outcome(s),WJ Dictation - EYL,['Other outcome'],Secondary outcome(s),PPVT-R - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335192,PCER (2008) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading TERA assessment,['Other outcome'],Secondary outcome(s),Reading WJ Letter Word Identification,['Other outcome'],Secondary outcome(s),Language PPVT,['Other outcome'],Secondary outcome(s),Language TOLD,['Writing and spelling primary outcome.'],Secondary outcome(s),Reading WJ Spelling,['Mathematics primary outcome'],Secondary outcome(s),Maths WJ applied problems,['Other outcome'],Secondary outcome(s),Phonological awareness pre-CTOPP,['Other outcome'],Secondary outcome(s),Maths CMA-A Maths Composite,['Other outcome'],Secondary outcome(s),Maths Shape composition,NA,NA,NA,NA,NA,NA
74578025,PCER (2008) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading TERA outcome,['Writing and spelling primary outcome.'],Secondary outcome(s),Reading WJ Letter Word Identification ,['Other outcome'],Secondary outcome(s),Phological awareness Pre-CTOPPP,['Other outcome'],Secondary outcome(s),Language PPVT,['Other outcome'],Secondary outcome(s),Language TOLD,['Other outcome'],Secondary outcome(s),Reading WJ spelling,['Mathematics primary outcome'],Secondary outcome(s),Maths WJ Applied problems,['Other outcome'],Secondary outcome(s),Maths CMA-A composite,['Other outcome'],Secondary outcome(s),Maths shape composition,NA,NA,NA,NA,NA,NA
74578026,PCER (2008) 1_3,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading TERA Outcome,['Other outcome'],Secondary outcome(s),WJ Letter Word Identification ,['Other outcome'],Secondary outcome(s),CTOPPP,['Other outcome'],Secondary outcome(s),Peabody Picture Inventory,['Other outcome'],Secondary outcome(s),TOLD,['Writing and spelling primary outcome.'],Secondary outcome(s),WJ Spelling,['Mathematics primary outcome'],Secondary outcome(s),WJ Applied Problems,['Other outcome'],Secondary outcome(s),CMA-A Maths Composite,['Other outcome'],Secondary outcome(s),Shape Composition ,NA,NA,NA,NA,NA,NA
74578027,PCER (2008) 1_4,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TERA,['Other outcome'],Secondary outcome(s),WJ Letter Word Identification ,['Other outcome'],Secondary outcome(s),CTOPP,['Other outcome'],Secondary outcome(s),Peabody Picture Inventory,['Other outcome'],Secondary outcome(s),TOLD,['Writing and spelling primary outcome.'],Secondary outcome(s),WJ Spelling,['Mathematics primary outcome'],Secondary outcome(s),WJ Applied Problems,['Other outcome'],Secondary outcome(s),CMA-A,['Other outcome'],Secondary outcome(s),Shape Composition ,NA,NA,NA,NA,NA,NA
74578028,PCER (2008) 1_5,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TERA Reading,['Other outcome'],Secondary outcome(s),WJ Letter Word Identification ,['Other outcome'],Secondary outcome(s),Pre-CTOPP,['Other outcome'],Secondary outcome(s),Peabody Picture Inventory ,['Writing and spelling primary outcome.'],Secondary outcome(s),WJ Spelling,['Mathematics primary outcome'],Secondary outcome(s),WJ Applied problems,['Other outcome'],Secondary outcome(s),CMA-A Composite,['Other outcome'],Secondary outcome(s),Shape Composition ,NA,NA,NA,NA,NA,NA,NA,NA,NA
74578029,PCER (2008) 1_6,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TERA,['Other outcome'],Secondary outcome(s),WJ Letter Word Identification ,['Other outcome'],Secondary outcome(s),CTOPP,['Other outcome'],Secondary outcome(s),Peabody Picture Inventory ,['Writing and spelling primary outcome.'],Secondary outcome(s),WJ Spelling,['Mathematics primary outcome'],Secondary outcome(s),WJ Applied Problems,['Other outcome'],Secondary outcome(s),CMA-A,['Other outcome'],Secondary outcome(s),Shape Composition ,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335247,Peterson (1992),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Analogies - EYL,['Other outcome'],Secondary outcome(s),TALS Segmentation ability - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335153,Pietrangelo (1999),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT-III - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335204,Powell (2010),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT-III - EYL,['Other outcome'],Secondary outcome(s),Woodcock-Johnson III - EYL,['Writing and spelling primary outcome.'],Secondary outcome(s),Writing - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68127093,Raisor (2006) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TPA Table 2 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74578031,Raisor (2006) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TPA Table 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335205,Salaway (2008),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,DIBELS - ISF - EYL,['Other outcome'],Secondary outcome(s),DIBELS - LNF - EYL,['Other outcome'],Secondary outcome(s),K-SEALS - Receptive  Language - EYL,['Mathematics primary outcome'],Secondary outcome(s),K-SEALS - Number - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335253,Schneider (2000),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Early literacy - No. of words read: EYL,['Other outcome'],Secondary outcome(s),Early literacy-Letter knowledge: EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68127105,Simon (2003),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Comprehension,['Other outcome'],Secondary outcome(s),PPVT-III,['Other outcome'],Secondary outcome(s),PDF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335256,Solity (1999),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Comprehension ,['Other outcome'],Secondary outcome(s),NFER Reading Test,['Other outcome'],Secondary outcome(s),SVI Sight vocabulary,['Other outcome'],Secondary outcome(s),Synthesis Skills,['Other outcome'],Secondary outcome(s),Segmentation Skills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335175,Stern (1969),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Lee-Clark Reading Test,['Other outcome'],Secondary outcome(s),BRL Posttest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335258,Sumbler (1999),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,WaSS: EYL,['Other outcome'],Secondary outcome(s),WrRdSS: EYL,['Writing and spelling primary outcome.'],Secondary outcome(s),WrSoSS - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335260,Trout (2003),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Words read: EY Literacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335263,Vandervelden (1997),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Text Reading: EY Literacy,['Other outcome'],Secondary outcome(s),Fingerpoint Reading: Key Words: EY literacy,['Other outcome'],Secondary outcome(s),Word Reading : EY Literacy,['Other outcome'],Secondary outcome(s),Fingerpoint Reading: Voice/Pointing: EY literacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335281,Wasik (2001),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT-III: EYL,['Other outcome'],Secondary outcome(s),Receptive language_: EYL,['Other outcome'],Secondary outcome(s),Expressive language,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68127117,Wasik (2006),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT-Receptive language-EYL,['Other outcome'],Secondary outcome(s),EOWPVT–III - Expressive language - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335268,Whitehurst (1994),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT-R: EYL,['Writing and spelling primary outcome.'],Secondary outcome(s),Write message quality-EYL,['Other outcome'],Secondary outcome(s),One word - EYL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67335282,Whitehurst (1994) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT School plus home reading Table 4,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,ITPA table 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
