id,out_type_1,out_type_2,out_type_3,out_type_4,out_type_5,out_type_6,out_type_7,out_type_8,out_type_9,out_type_10,out_type_11,out_type_12,out_type_13,out_type_14,out_type_15,out_type_16,out_type_17,out_type_18,out_type_19,out_type_20
38223972,"['Toolkit primary outcome', 'Reading primary outcome']",['Other outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224026,"['Toolkit primary outcome', 'Mathematics primary outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224025,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224192,"['Toolkit primary outcome', 'Science primary outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224027,"['Toolkit primary outcome', 'Mathematics primary outcome']",['Other outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224029,"['Toolkit primary outcome', 'Mathematics primary outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223918,"['Toolkit primary outcome', 'Other outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224254,"['Toolkit primary outcome', 'Other outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224255,"['Toolkit primary outcome', 'Other outcome']",['Mathematics primary outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294959,"['Toolkit primary outcome', 'Other outcome']",['Mathematics primary outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224253,"['Toolkit primary outcome', 'Other outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296691,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",['Other outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296688,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224030,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",['Other outcome'],['Other outcome'],['Other outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224031,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",['Other outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294960,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269881,"['Toolkit primary outcome', 'Other outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269882,"['Toolkit primary outcome', 'Other outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224194,"['Toolkit primary outcome', 'Other outcome']",['Other outcome'],['Other outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223921,"['Toolkit primary outcome', 'Other outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224033,"['Toolkit primary outcome', 'Reading primary outcome']",['Other outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224077,"['Toolkit primary outcome', 'Reading primary outcome']",['Other outcome'],['Other outcome'],['Other outcome'],['Other outcome'],['Other outcome'],['Other outcome'],['Other outcome'],['Other outcome'],['Other outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224079,"['Toolkit primary outcome', 'Mathematics primary outcome']",['Mathematics primary outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224195,"['Toolkit primary outcome', 'Reading primary outcome']",['Other outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223929,['Other outcome'],['Other outcome'],"['Toolkit primary outcome', 'Other outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224080,"['Toolkit primary outcome', 'Reading primary outcome']",['Other outcome'],['Other outcome'],['Other outcome'],['Writing and spelling primary outcome.'],['Other outcome'],['Other outcome'],['Other outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224034,"['Toolkit primary outcome', 'Reading primary outcome']",['Other outcome'],['Other outcome'],['Other outcome'],['Other outcome'],['Writing and spelling primary outcome.'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336799,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224307,"['Toolkit primary outcome', 'Other outcome']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224035,"['Toolkit primary outcome', 'Science primary outcome']",['Other outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223933,"['Toolkit primary outcome', 'Science primary outcome']",['Other outcome'],['Other outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223934,"['Toolkit primary outcome', 'Other outcome']",['Science primary outcome'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
