id,pub_author,pub_year,strand_raw,strand_info,sample_analysed_info,strand_CLEAN,sample_analysed_ht,part_gen_raw,sample_analysed_CLEAN,part_gen_ht,part_gen_info,fsm_prop_info,part_gen_CLEAN,fsm_prop_ht,fsm_perc_info,fsm_prop_CLEAN,fsm_perc_ht,fsm_info_info,fsm_perc_CLEAN,fsm_info_ht,fsm_na_raw,fsm_info_CLEAN,fsm_na_info,base_n_treat_ht,fsm_na_CLEAN,base_n_treat_info,base_n_cont_ht,base_n_treat_CLEAN,base_n_cont_info,base_n_treat2_ht,base_n_cont_CLEAN,base_n_treat2_info,base_n_treat3_ht,base_n_treat2_CLEAN,base_n_treat3_info,n_treat_ht,base_n_treat3_CLEAN,n_treat_info,n_cont_ht,n_treat_CLEAN,n_cont_info,n_treat2_ht,n_cont_CLEAN,n_treat2_info,n_cont2_ht,n_treat2_CLEAN,n_cont2_info,attri_raw,n_cont2_CLEAN,attri_ht,attri_info,attri_treat_ht,attri_CLEAN,attri_treat_info,attri_perc_ht,attri_treat_CLEAN,attri_perc_info,attri_perc_CLEAN
67335103,Epstein (1994),1994,NA,NA,167,,"['Page 25:\n[¬s]""left 167 children""\n""as the final sample in the present study[¬e]""']",['Mixed gender'],,"['Page 66:\n[¬s]""% Male""\n""50.7%""\n""38.5%[¬e]""']",55.4,NA,,NA,NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,NA,"['Page 25:\n[¬s]""This\nleft 167 children (78% of original sample)""\n""as the final sample[¬e]""']",,84,"['Page 25:\n[¬s]""This\nleft 167 children (78% of original sample) to be used\nas the final sample i[¬e]""']",,83,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,['Yes'],,"['Page 25:\n[¬s]""This\nleft 167 children (78% of original sample) to be used\nas the final sample in the present study. The study\nsample was significantly\nof\ndifferent\non a variety\nfrom\nthe\ndropouts\npretest and demographic variables,\nhowever there were no differences between experimental\nand control group dropouts on these same pretest and""\n""demographic\nchildren\nvariab[¬e]""']",NA,NA,,NA,"['Page 25:\n[¬s]""This\nleft 167 children (78% of original sample)[¬e]""']",,22.0,
67335201,Gettinger (2008),2008,NA,NA,342,,NA,['No information provided'],,NA,NA,NA,,NA,90,,NA,NA,,NA,NA,,NA,"['Page 11:\n[¬s]""188[¬e]""']",,188,"['Page 11:\n[¬s]""154[¬e]""']",,154,NA,,NA,NA,,NA,NA,,188,NA,,154,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
68127056,Good (2003),2003,NA,NA,28,,"['Page 44:\n[¬s]""Twenty-eight preschool children[¬e]""']",['Mixed gender'],,"['Page 46:\n[¬s]""Female""\n""5""\n""6[¬e]""']",39.29,NA,,NA,0,,"['Page 45:\n[¬s]""None of the children came\nfrom families receiving public assistance.[¬e]""', 'Page 46:\n[¬s]""Public Assistance""\n""0""\n""0[¬e]""']",NA,,NA,NA,,NA,"['Page 14:\n[¬s]""Fourteen children were in the treatment group[¬e]""']",,14,"['Page 14:\n[¬s]""14 children were in the\ncomparison group[¬e]""']",,14,NA,,NA,NA,,NA,NA,,14,NA,,14,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
67335230,Hecht (2002),2002,NA,NA,76,,NA,['Mixed gender'],,NA,NA,NA,,NA,100,,NA,NA,,NA,NA,,NA,"['Page 5:\n[¬s]""42[¬e]""']",,42,"['Page 5:\n[¬s]""34[¬e]""']",,34,NA,,NA,NA,,NA,NA,,42,NA,,34,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
67335274,Irlen (2003),2003,NA,NA,73,,"['Page 37:\n[¬s]""73[¬e]""']",['Mixed gender'],,"['Page 38:\n[¬s]""47.9%[¬e]""']",47.9,NA,,NA,50,,"['Page 37:\n[¬s]""two schools serviced\nprimarily children from lower-income backgrounds, and one school serviced primarily\nchildren from middle-income backgrounds[¬e]""']",NA,,NA,NA,,NA,"['Page 72:\n[¬s]""63[¬e]""']",,63,"['Page 72:\n[¬s]""8)[¬e]""']",,10,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,['Yes'],,NA,.5,"['Page 68:\n[¬s]""Four children were removed from the analyses involving the Unaided Retelling\nchange score because they had scores that fell more than two standard deviations away\nfrom the mean[¬e]""']",,.5,NA,,NA,
68127069,Jackson (2006),2006,NA,NA,143,,"['Page 5:\n[¬s]""A total of230 preschool children were enrolled in the study. Of this total group, 143 (62%) had both pre- and post-test scores on at least one measure of literacy""\n""The 143 children for whom complete data were available[¬e]""']",['Mixed gender'],,"['Page 6:\n[¬s]""This group consisted of 73 (51%) boys and 70 (49%) girls.[¬e]""']",49,NA,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""Seven communities with the highest poverty concentrations""\n""These communities were chosen as they each had the highest concentration of poverty in the state,[¬e]""']",NA,,NA,"['Page 10:\n[¬s]""HUR-only""\n""54[¬e]""']",,54,"['Page 10:\n[¬s]""Control""\n""32[¬e]""']",,32,NA,,NA,NA,,NA,"['Page 10:\n[¬s]""33[¬e]""']",,33,"['Page 10:\n[¬s]""21[¬e]""']",,21,NA,,NA,NA,,NA,['Yes'],,"['Page 5:\n[¬s]""A total of 55 ECEs were initially enrolled in the study. Twenty-two of the 31 intervention ECEs completed the HUR\nresulting in a drop out rate of 29%. Seventeen of 24 controls stayed in the study resulting in a drop out rate of 29%.\nTwo primary factors contributed to these reductions, ECEs not completing the course and/or leaving their employment.\nThe sample for analysis included 14 ECEs with HUR-only, 8 ECEs with HUR+ mentoring and 17 ECE controls.[¬e]""']","but for teachers & therefore c lassrooms, not for students",NA,,NA,"['Page 5:\n[¬s]""A total of230 preschool children were enrolled in the study. Of this total group, 143 (62%) had both pre- and post-test\nscores on at least one measure of literacy. Post-test data were not available on 87 of the children.""\n""he primary reasons\nincluded the closing of centers/programs, teachers who discontinued participation in the study, children who moved\nand children’s absences during scheduled post-assessments[¬e]""']",,38,
67335235,Lennon (1999),1999,NA,NA,330,,NA,['No information provided'],,NA,NA,NA,,NA,40,,"['Page 5:\n[¬s]""Two of the five elementary schools\nwere designated as “Title I” schools because 40%\nof the students were eligible for free and reduced\nlunch. S[¬e]""']",NA,,NA,NA,,NA,"['Page 5:\n[¬s]""80[¬e]""']",,40,NA,,40,NA,,NA,NA,,NA,NA,,40,NA,,38,NA,,40,NA,,16,['No'],,NA,NA,NA,,NA,NA,,NA,
67335202,Lipsey (2009),2009,NA,NA,351,,"['Page 3:\n[¬s]""The sample of children (N=549) c[¬e]""', 'Page 9:\n[¬s]""Bright Beginnings\n(N=147 to 153)""\n""Control\n(N=192 to 198)[¬e]""']",['Mixed gender'],,"['Page 3:\n[¬s]""Slightly more than half were male (53%)[¬e]""']",47,NA,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""The preschool programs in these schools were funded by\nthe state and enrolled students meeting criteria for economic disadvantage or other risks for\nschool failure.[¬e]""']",NA,,NA,"['Page 9:\n[¬s]""Bright Beginnings\n(N=147 to 153)[¬e]""']",,153,"['Page 9:\n[¬s]""Control\n(N=192 to 198)[¬e]""']",,198,NA,,NA,NA,,NA,"['Page 9:\n[¬s]""Bright Beginnings\n(N=147 to 153)[¬e]""']",,150,"['Page 9:\n[¬s]""Control\n(N=192 to 198)[¬e]""']",,195,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
68127080,Lonigan (2003),2003,NA,NA,41,,"['Page 4:\n[¬s]""Forty-five children,""\n""posttest data were collected for only 41 of the\nchildren.[¬e]""', 'Page 7:\n[¬s]""n =\nEOWPVT-R\n=\n20 for intervention group;""\n""n =\n=\ndamentals-Preschool ; SB-IV\n=\n21 for control group.[¬e]""']",['Mixed gender'],,"['Page 4:\n[¬s]""There were = = no statistically significant differences between""\n""gender,[¬e]""']",NA,NA,,NA,NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,NA,"['Page 6:\n[¬s]""Initially,\n22 children were in the CAI group[¬e]""']",,22,"['Page 6:\n[¬s]""and 23\nchildren were in the control group.[¬e]""']",,23,NA,,NA,NA,,NA,NA,,20,NA,,21,NA,,NA,NA,,NA,['Yes'],,"['Page 4:\n[¬s]""The four children who were not\nposttested (two children from the control\ngroup and two children from the CAI group)\nwithdrew from the center during the course of\nthe intervention and could not be located.[¬e]""']",NA,NA,,NA,"['Page 4:\n[¬s]""The four children who were not\nposttested (two children from the control\ngroup and two children from the CAI group)\nwithdrew from the center during the course of\nthe intervention and could not be located. Of\nthe remaining 41 children,[¬e]""']",,8.88,
68127083,Massetti (2002),2002,NA,NA,116,,"['Page 45:\n[¬s]""The participants for this project were 116 children[¬e]""']",['Mixed gender'],,"['Page 45:\n[¬s]""Female""\n""25(43.86%)""\n""38(64.41%)[¬e]""']",54.31,NA,,NA,NA,,NA,NA,,"['Page 45:\n[¬s]""All families met economic criteria for participation in Head Start and were drawn\nfrom a population of Head Start families.[¬e]""']",NA,,NA,"['Page 45:\n[¬s]""Assessment group (N=57)[¬e]""']",,57,"['Page 45:\n[¬s]""Control group (N=59)[¬e]""']",,59,NA,,NA,NA,,NA,NA,,57,NA,,59,NA,,NA,NA,,NA,['Yes'],,"['Page 45:\n[¬s]""Therefore, pretest data were collected in the Fall on 137 children. Twenty-one (15.33%) of these children left the Head Start program prior to finishing the study""\n""The\npresent sample thus includes 116 children who completed the study.[¬e]""']",NA,NA,,NA,"['Page 45:\n[¬s]""Therefore, pretest data were collected in the Fall on 137 children. Twenty-one\n(15.33%) of these children left the Head Start program prior to finishing the study. The\npresent sample thus includes 116 children who completed the study.[¬e]""']",,15.33,
67335241,O'Brien (2006),2006,NA,NA,38,,"['Page 79:\n[¬s]""Thirty-eight parents of preschool - aged children[¬e]""']",['No information provided'],,NA,NA,NA,,NA,60.33,,"['Page 80:\n[¬s]""Massachusetts Department of Education enrollment data for school year 2002 - 2003[¬e]""', 'Page 81:\n[¬s]""indicated that in the first community, 51% of children received free and reduced lunch""\n""In the second community there was considerable difference between the\nrespective schools, with 58% and 72% of children receiving free and reduced lunch[¬e]""']",NA,,"['Page 79:\n[¬s]""in two lower SES\ncommunities[¬e]""', 'Page 80:\n[¬s]""In the first community, median household income\nfor that year was $27,601. In the second community, median household income was\n$35,655. Meanwhile the Northeast-Midwest Institute reported a statewide 3-year\naverage median household income of $50,746 for the years 2000 - 2002 (Retrieved\nMarch 19,2005, from http://www.nemw.org/income.htm). Thus, both communities\nhad median household income well below that of the entire state in 2000.[¬e]""']",NA,,NA,"['Page 96:\n[¬s]""an= 19[¬e]""']",,19,NA,,19,NA,,NA,NA,,NA,"['Page 96:\n[¬s]""an= 19[¬e]""']",,19,"['Page 96:\n[¬s]""n= 19[¬e]""']",,19,NA,,NA,NA,,NA,['Yes'],,NA,NA,NA,,NA,"['Page 97:\n[¬s]""There was a total N of 38, except for missing scores on two cases for\nEnding Phoneme Transfer.[¬e]""']",,5.26,
67335244,O'Connor (1996),1996,NA,NA,57,,"['Page 6:\n[¬s]""57\ngeneral kindergartners,[¬e]""', 'Page 8:\n[¬s]""Treatmmt""\n""(n =39)""\n""Control""\n""(n = 18)[¬e]""']",['No information provided'],,NA,believed mixed,NA,,NA,NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,NA,"['Page 8:\n[¬s]""Treatmmt""\n""n =39)[¬e]""']",,39,"['Page 8:\n[¬s]""Control""\n""(n = 18)[¬e]""']",,18,NA,,NA,NA,,NA,"['Page 8:\n[¬s]""Treatmmt""\n""(n =39)[¬e]""']",,39,"['Page 8:\n[¬s]""Control""\n""(n = 18)[¬e]""']",,18,NA,,NA,NA,,NA,['Unclear (please add notes)'],,"['Page 6:\n[¬s]""The population of children with disabilities was\nstable over the course of this study; however, 23\nof the children in the general and transition\nclasses moved during the school year, leaving us\nwith 107 students (combined treatment and con-\ntrol) with complete sets of pretest to posttest[¬e]""']","there is some information on the attrition but this involved all groups, general education, self-contained classrooms, repeaters, and children with disabilities. We don't know the exact attrition on the group of interest, general education",NA,,NA,"['Page 6:\n[¬s]""The population of children with disabilities was\nstable over the course of this study; however, 23\nof the children in the general and transition\nclasses moved during the school year, leaving us\nwith 107 students (combined treatment and con-\ntrol)[¬e]""']",,17.69,
67335247,Peterson (1992),1992,NA,NA,47,,"['Page 5:\n[¬s]""One child was absent at the time of posttesting and was, therefore,\ndropped from the study, leaving 47 children[¬e]""']",['No information provided'],,NA,NA,NA,,NA,NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,NA,"['Page 4:\n[¬s]""Forty-eight children ju[¬e]""']",,24,"['Page 5:\n[¬s]""One child was absent at the time of posttesting and was, therefore,\ndropped from the study, leaving 47 children.[¬e]""']",,23,NA,,NA,NA,,NA,NA,,24,"['Page 4:\n[¬s]""Forty-eight children[¬e]""', 'Page 5:\n[¬s]""One child was absent at the time of posttesting and was, therefore,\ndropped from the study, leaving 47 children.[¬e]""']",,23,NA,,NA,NA,,NA,['Yes'],,"['Page 5:\n[¬s]""One child was absent at the time of posttesting and was, therefore,\ndropped from the study, leaving 47 children[¬e]""']",NA,NA,,NA,"['Page 5:\n[¬s]""One child was absent at the time of posttesting and was, therefore,\ndropped from the study, leaving 47 children[¬e]""']",,2.08,
67335153,Pietrangelo (1999),1999,NA,NA,129,,"['Page 49:\n[¬s]""The sample consisted of 129 four-year-olds[¬e]""']",['Mixed gender'],,"['Page 49:\n[¬s]""The sample consisted of 129 four-year-olds (67 males, 62 females)[¬e]""']",48.06,NA,,NA,NA,,NA,NA,,"['Page 49:\n[¬s]""from families that meet the Federal poverty\nguidelines[¬e]""']",NA,,NA,"['Page 76:\n[¬s]""ntervention Groan""\n""67[¬e]""']",,67,"['Page 76:\n[¬s]""Control Groan""\n""62[¬e]""']",,62,NA,,NA,NA,,NA,"['Page 76:\n[¬s]""67[¬e]""']",,67,"['Page 76:\n[¬s]""62[¬e]""']",,62,NA,,NA,NA,,NA,['Yes'],,"['Page 49:\n[¬s]""Six children left Head Start\nprior to the end of the school year. Three children displayed anxiety when pretesting was\nattempted and one child experienced frequent seizures during the pretesting period, so\nthese four were dropped from the study.[¬e]""']",NA,NA,,NA,"['Page 49:\n[¬s]""Six children left Head Start\nprior to the end of the school year. Three children displayed anxiety when pretesting was\nattempted and one child experienced frequent seizures during the pretesting period, so\nthese four were dropped from the study.""\n""he sample consisted of 129 four-year-old[¬e]""']",,6.97,
67335204,Powell (2010),2010,NA,NA,759,,NA,['Mixed gender'],,"['Page 5:\n[¬s]""Male""\n""51.1%[¬e]""']",48.9,NA,,NA,NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,other than Head Start programmes,"['Page 5:\n[¬s]""362[¬e]""']",,362,"['Page 5:\n[¬s]""280[¬e]""']",,280,NA,,NA,NA,,NA,"['Page 10:\n[¬s]""310[¬e]""']",,310,"['Page 10:\n[¬s]""258[¬e]""']",,258,NA,,NA,NA,,NA,['Yes'],,NA,for teachers & children.,"['Page 5:\n[¬s]""on-site condition (12%), and\nremote condition (16%).[¬e]""']",,14,"['Page 5:\n[¬s]""Child attrition rates did not differ significantly ( p ⫽\n.19) across control group (11%), on-site condition (12%), and\nremote condition (16%).[¬e]""']",,13,
67335205,Salaway (2008),2008,NA,NA,61,,"['Page 5:\n[¬s]""Sixty-one preschool children[¬e]""']",['Mixed gender'],,"['Page 89:\n[¬s]""Female""\n""29""\n""47.5%[¬e]""']",47.5,NA,,NA,NA,,NA,NA,,"['Page 88:\n[¬s]""Most of the families attending the preschool program qualified for\nlow-income assistance.[¬e]""']",NA,,NA,"['Page 97:\n[¬s]""35 children were enrolled in the DI-Add-\nOn group[¬e]""']",,35,"['Page 97:\n[¬s]""and 26 children were enrolled in the DAP-Only group[¬e]""']",,26,NA,,NA,NA,,NA,"['Page 106:\n[¬s]""n=35 for DI Group[¬e]""']",,35,"['Page 106:\n[¬s]""n=26 for Control Group[¬e]""']",,26,NA,,NA,NA,,NA,['Unclear (please add notes)'],,"['Page 90:\n[¬s]""A total of 42 students did not receive the planned 6-month intervention. These\nchildren withdrew from the study prior to receiving all of the intervention due to\nvoluntary withdrawal from the preschool program, including transition to kindergarten.[¬e]""', 'Page 91:\n[¬s]""A total of 45 subjects received all post-test measures. A total of 15 subjects\nreceived some combination of post-test measures, as several children withdrew from the\npreschool program without the researcher’s knowledge. Only 2 subjects did not receive\nany of the post-test measures, as they withdrew without the researcher’s knowledge.[¬e]""']",a little confusing as to how many children were withdraw from the start of the intervention to report of the results,NA,,NA,NA,,NA,
