id,pub_author,pub_year,abstract,strand_raw,FB_Update_2020,strand_CLEAN,pub_eppi,pub_eppi_CLEAN,pub_type,pubtype_ht,pubtype_info,pub_type_CLEAN,loc_country_raw,loc_country_ht,loc_country_info,loc_country_CLEAN,int_setting_raw,int_setting_ht,int_setting_info,int_Setting_CLEAN,eco_valid_raw,eco_valid_ht,eco_valid_info,eco_valid_CLEAN,part_age_raw,part_age_ht,part_age_info,part_age_CLEAN,school_treat_info,school_treat_ht,school_treat_CLEAN,school_cont_info,school_cont_ht,school_cont_CLEAN,school_total_info,school_total_ht,school_total_CLEAN,school_na_raw,school_na_info,school_na_ht,school_na_CLEAN,class_treat_info,class_treat_ht,class_treat_CLEAN,class_cont_info,class_cont_ht,class_cont_CLEAN,class_total_info,class_total_ht,class_total_CLEAN,class_na_raw,class_na_info,class_na_ht,class_na_CLEAN,treat_group_raw,treat_group_ht,treat_group_info,treat_group_CLEAN,part_assig_raw,part_assig_ht,part_assig_info,part_assig_CLEAN,level_assig_raw,level_assig_ht,level_assig_info,level_assig_CLEAN,int_design_raw,int_design_ht,int_design_info,int_design_CLEAN,rand_raw,rand_ht,rand_info,rand_CLEAN
40294896,Caccamise (2007) 1_2,2007,"The computer tutor Summary Street addresses the problem of passive comprehension strategies by providing content feedback on students' written summaries. The design of this tool is motivated by the belief that articulating their understanding in their own words helps students lay the conceptual foundation to learn about new subject areas. Graphically presented feedback, based on latent semantic analysis, guides this process to ensure adequate content coverage within given length constraints and the avoidance of redundant, irrelevant, overly detailed, or plagiarized information. In this chapter, we review our experimental findings, showing not only improved summary writing when using the tool but also transfer to independent summary writing, among middle school students. Students who practiced summarizing without guidance did not perform as well. Moreover, Summary Street users also scored higher on comprehension test items that required gist-level understanding. Results of a verbal report study with college students indicated better metacognitive awareness of appropriate strategies among those who composed summaries with Summary Street. Thus, our suggestion that better macroprocessing strategies may emerge from guided practice receives support from these findings.",['Feedback'],NA,,"Book, Chapter",,['Book or book chapter'],NA,NA,,['USA'],NA,NA,,['Middle school'],NA,NA,,['High ecological validity'],NA,NA,,"['13', '14']",NA,NA,,1,"['Page 12:\n[¬s]"" a suburban Colorado middle school[¬e]""']",,1,"['Page 12:\n[¬s]""a suburban Colorado middle school[¬e]""']",,1,"['Page 12:\n[¬s]"" a suburban Colorado middle school[¬e]""']",,NA,NA,NA,,4,"['Page 12:\n[¬s]"" four[¬e]""']",,4,"['Page 12:\n[¬s]""four[¬e]""']",,4,"['Page 12:\n[¬s]"" four[¬e]""']",,NA,NA,NA,,['No'],NA,NA,,Random (please specify),"['Page 12:\n[¬s]"" randomly assigned to condition within each class,[¬e]""']",NA,,Individual,NA,NA,,['Multisite RCT'],"['Page 12:\n[¬s]""Working with one teacher and a relatively small number of students, who were randomly assigned to condition within each class[¬e]""']",NA,,['Yes'],"['Page 12:\n[¬s]""Working with one teacher and a relatively small number of students, who were randomly assigned to condition within each class, allowed us maximal control over the activities in the experimental and the control conditions.[¬e]""']",NA,
47515970,Carlson (1979),1979,"Various testing-the-limits procedures were employed in administering the Raven Coloured Progressive Matrices Test to 203 second grade and 230 fourth grade children. Tests of impulsivity, neuroticism, extroversion, intelligence and school achievement were also given. The main results showed that testing-the-limits procedures which involved verbalization and feedback were efficacious in maximizing performance on the Raven. The puzzle form of the test generally led to higher scores than the picture version for the second but not fourth graders. Differential analyses were carried out to establish how construct, concurrent and predictive validity of the Raven were affected by the salient testing-the-limits procedures involved. Analysis was also done with the personality variables and revealed how their effect interacted with various test administration procedures. The results were discussed in theoretical and practical terms. © 1979.",NA,['Feedback'],,"Journal, Article",,NA,NA,NA,,['Germany'],NA,NA,,['Primary/elementary school'],NA,NA,,['High ecological validity'],NA,NA,,"['7', '8', '9', '10']",NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['Yes (Please specify)'],"['Page 4:\n[¬s]""From each age group, the Ss were randomly assigned to six conditions of\ntest administration and two conditions of test form (picture-puzzle). A 2 (age\ngroup) × 2 (test form) x 6 (testing conditions) factorial design was employed.\nCell frequencies were approximately equal.[¬e]""']","Main DE  Please focus on groups 4,5,6 (the main feedback conditions) as the intervention versus groups 1 and 3 as the control.",,Random (please specify),NA,NA,,Individual,NA,NA,,['Individual RCT'],"['Page 4:\n[¬s]""From each age group, the Ss were randomly assigned to six conditions of\ntest administration and two conditions of test form (picture-puzzle).[¬e]""']",NA,,['No/Unclear'],"['Page 4:\n[¬s]""From each age group, the Ss were randomly assigned to six conditions of\ntest administration and two conditions of test form (picture-puzzle).[¬e]""']",The method of randomisation was not described.,
46888076,Chen (2011),2011,"Comprehension is the goal of reading. However, students often encounter reading difficulties due to the lack of background knowledge and proper reading strategy. Unfortunately, print text provides very limited assistance to one's reading comprehension through its static knowledge representations such as symbols, charts, and graphs. Integrating digital materials and reading strategy into paper-based reading activities may bring opportunities for learners to make meaning of the print material. In this study, QR codes were adopted in association with mobile technology to deliver supplementary materials and questions to support students' reading. QR codes were printed on paper prints to provide direct access to digital materials and scaffolded questions. Smartphones were used to scan the printed QR codes to fetch pre-designed digital resources and scaffolded questions over the Internet. A quasi-experiment was conducted to evaluate the effectiveness of direct access to the digital materials prepared by the instructor using QR codes and that of scaffolded questioning in improving students' reading comprehension. The results suggested that direct access to digital resources using QR codes does not significantly influence students' reading comprehension  however, the reading strategy of scaffolded questioning significantly improves students' understanding about the text. The survey showed that most students agreed that the integrated print-and-digital-material- based learning system benefits English reading comprehension but may not be as efficient as expected. The implications of the findings shed light on future improvement of the system. (Contains 5 tables and 5 figures.)",NA,['Feedback'],,"Journal, Article",,['Journal article'],NA,NA,,['Taiwan'],NA,NA,,['Further education/junior or community college'],"['Page 4:\n[¬s]""in a public university[¬e]""']",NA,,['Low ecological validity'],NA,"Indicative that this study was complete under laboratory conditions. Many students use smartphones nowadays, but it is difficult to determine whether this study could be implemented under real conditions.",,['18'],NA,18+ for students in higher education,,1,"['Page 4:\n[¬s]""The experiment was conducted in a class entitled “Advanced Business English and Communications” in a public university in southern\nTaiwan.[¬e]""']",,1,"['Page 4:\n[¬s]""The experiment was conducted in a class entitled “Advanced Business English and Communications” in a public university in southern\nTaiwan.[¬e]""']",,1,"['Page 4:\n[¬s]""The experiment was conducted in a class entitled “Advanced Business English and Communications” in a public university in southern\nTaiwan.[¬e]""']",,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['Yes (Please specify)'],NA,"Focus on Group 1 as intervention (QR + SQ) versus Group 4 (no QR, no SQ)",,Random (please specify),NA,NA,,Individual,NA,NA,,['Individual RCT'],"['Page 7:\n[¬s]""All participants were then\nrandomly assigned into one ofthe four experimental groups, and were given a smartphone, and a copy ofthe print reading material relevant\nto their group assignment.[¬e]""']",NA,,['No/Unclear'],"['Page 7:\n[¬s]""All participants were then\nrandomly assigned into one ofthe four experimental groups, and were given a smartphone, and a copy ofthe print reading material relevant\nto their group assignment.[¬e]""']",The method of randomisation was not described.,
46887826,Clariana (1990),1990,Discussion of various types of feedback used in computer-assisted instruction focuses on a study of low-ability eleventh graders that compared the effectiveness of answer until correct (AUC) feedback with knowledge of correct response (KCR) feedback. Achievement data on posttests as well as time data are analyzed. (11 references) (LRW),NA,['Feedback'],,"Journal, Article",,['Dissertation or thesis'],NA,NA,,['USA'],NA,NA,,['Secondary/High school'],NA,NA,,['High ecological validity'],NA,NA,,"['16', '17']",NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['No'],"['Page 47:\n[¬s]""three types of feedback which include KCR,\nAUC-1, and delayed feedback[¬e]""']",NA,,Random (please specify),"['Page 40:\n[¬s]""Subjects were randomly assigned to one of 10 treatment conditions in a 2 x 5\nfactorial design.[¬e]""']",NA,,Individual,NA,NA,,['Multisite RCT'],"['Page 38:\n[¬s]""The subjects in this investigation were 167 eleventh-grade students enrolled in\nthe Memphis Partners Summer Prep program.[¬e]""', 'Page 40:\n[¬s]""Subjects were randomly assigned to one of 10 treatment conditions in a 2 x 5\nfactorial design.[¬e]""']",NA,,['No/Unclear'],"['Page 40:\n[¬s]""Subjects were randomly assigned to one of 10 treatment conditions in a 2 x 5\nfactorial design.[¬e]""']",The method of randomisation was not described.,
46888078,Clariana (2006),2006,"Background. Previous models of the effects of feedback account for lower-order learning outcomes but do not adequately describe experimental findings for higher order learning. Aims. Based on a connectionist model of feedback effects, this investigation aims to show that feedback that allows only one learner response facilitates proposition specific verbatim encoding, while feedback that requires the learner to try again on error facilitates relational fuzzy encoding. Sample and methods. Volunteer high school students were randomly assigned to one of 5 print-based lesson treatments that consisted of four science expository texts with adjunct inference-level questions covering science principles. The five treatments included delayed feedback, single-try immediate feedback, multiple-try immediate feedback, and two control treatments, questions without feedback, and text only. A post-test given 5 days after instruction was designed to measure both verbatim and fuzzy outcomes. Results. Multiple-try immediate feedback was best for paraphrased post-test questions (fuzzy) and worse for verbatim post-test questions. Conclusions. Fuzzy trace theory complements a connectionist model of feedback, and may provide a fruitful approach for describing the effects of feedback on different learning outcomes.",NA,['Feedback'],,"Journal, Article",,['Journal article'],NA,NA,,['USA'],NA,NA,,['Secondary/High school'],NA,NA,,['High ecological validity'],NA,NA,,"['15', '16', '17']",NA,NA,,1,NA,,1,NA,,1,NA,,NA,NA,NA,,3,NA,,3,NA,,3,NA,,NA,NA,NA,,['No'],"['Page 5:\n[¬s]""The three forms of feedback used in this study were delayed feedback (DF), single-try\nknowledge of correct response feedback (KCR), and multiple-try feedback (MTF).[¬e]""']",NA,,Random (please specify),"['Page 6:\n[¬s]""participants were randomly assigned to one of ﬁve\ntreatment groups by their classroom teacher distributing the randomly stacked and\nunlabelled print-based workbooks[¬e]""']",NA,,Individual,NA,NA,,['Individual RCT'],NA,NA,,['Yes'],"['Page 6:\n[¬s]""During regular biology class time, participants were randomly assigned to one of ﬁve\ntreatment groups by their classroom teacher distributing the randomly stacked and\nunlabelled print-based workbooks[¬e]""']",NA,
37092576,Coe (2011),2011,"The 6+1 Trait Writing model (Culham 2003) emphasizes writing instruction in which teachers and students analyze writing using a set of characteristics, or ""traits,"" of written work  ideas, organization, voice, word choice, sentence fluency, conventions, and presentation. The Ideas trait includes the main content and message, including supporting details. The model has not been adequately studied using experimental methods. In order to provide evidence on the effectiveness of this approach, the study reported here was designed as a large-scale effectiveness trial (Flay 1986). The study addressed the following confirmatory research question  What is the impact of 6+1 Trait Writing on grade 5 student achievement in writing? It also investigated two exploratory research questions  (1) What is the impact of 6+1 Trait Writing on grade 5 student achievement in particular traits of writing?  and (2) Does the impact of 6+1 Trait Writing on grade 5 student achievement vary according to student gender or ethnicity? Data for the cluster-randomized experimental study were collected from participating grade 5 teachers and students in 74 Oregon schools. The benchmark estimates indicate that use of the 6+1 Trait Writing model significantly increased student writing scores during the year in which it was introduced to schools. After controlling for baseline writing scores, the estimated average score of students in the treatment group was 0.109 standard deviations higher (p = 0.023) than the estimated average score of students in the control group. An intervention with this effect size would be expected to increase the average level of achievement from the 50th to the 54th percentile. The findings remained stable when tested using alternative choices for the analytic sample and the model specification. In addition to the analysis of holistic writing scores, exploratory analyses found statistically significant differences between control and treatment group students on three of the six specific outcome measures of particular writing traits--organization, voice, and word choice-- with effect sizes ranging from 0.117 to 0.144 (p = 0.031 to 0.018). For the other three traits  ideas, sentence fluency, and conventions, the mean outcome score of students in the treatment condition was higher than that of students in the control condition, but these differences were too small to be considered statistically significant given the size and sensitivity of the experiment. Additional exploratory analyses of holistic writing scores found no differential effects of the intervention based on student ethnicity or gender.",['Feedback'],NA,,Report,,['Technical report'],NA,NA,,['USA'],NA,NA,,['Primary/elementary school'],NA,NA,,['High ecological validity'],NA,NA,,"['10', '11']",NA,NA,,39,"['Page 30:\n[¬s]""The final sample of 39 treatment schools and 35 control schools[¬e]""']",,35,NA,,74,"['Page 11:\n[¬s]""Data for the cluster-randomized experimental study were collected from participating grade 5 teachers and students in 74 Oregon schools[¬e]""']",,NA,NA,NA,,39,NA,,35,NA,,NA,NA,,NA,NA,NA,,['Yes (Please specify)'],NA,There were two treatment groups that undertook the intervention. One cohort of teachers and students were randomly assigned to the treatment condition in 2007 and another group was randomly assigned in 2008. ,,Random (please specify),NA,"The study randomly assigned participants to the treatment and control conditions at school level, rather than teacher and student level. Therefore the study design was a cluster randomised control trial. ",,School - cluster,NA,NA,,['Cluster RCT'],"['Page 11:\n[¬s]""cluster-randomized experimental study[¬e]""']",NA,,['Yes'],"['Page 31:\n[¬s]""Recruitment began with the larger districts in the state, for practical and logistical reasons.""\n"" For the first cohort of schools (schools in which data were collected during the 2007/08 school year), recruitment focused on schools located in the Willamette Valley area of northwestern Oregon and in several central Oregon districts. For the second cohort of schools (those in which data were collected during the 2008/09 school year), recruitment focused on schools located in the inland and coastal areas of southern Oregon. [¬e]""', 'Page 32:\n[¬s]""All schools with grade 5 classrooms were initially considered. Within the 38 districts contacted, 28 schools were disqualified because they were too small to provide a stable sample of 20 or more grade 5 students, and 40 were disqualified because of previous exposure to trait-based writing.[¬e]""', 'Page 47:\n[¬s]""A paired-randomization method was used to assign schools to the treatment or control condition. Within each participating district, pairs of schools were formed based on their similarity in the proportion of students within each school who were eligible for free or reduced-price lunch ([¬e]""']",NA,
37091026,Crutcher (1975),1975,Mastery of sequentially arranged objectives may serve as a continuous progress approach for student advancement through the curriculum. For the slower students it may be a kind of insurance policy against eventual failure in the upper grades. Early diagnosis and placement in a continuous monitoring system should prevent the child's problems from being neglected until they reach proportions too serious to allow for full remediation later in the school program. The need for such diagnosis and monitoring has been evidenced by the estimated 5 to 20% of students in grade school classrooms who are failing.,['Feedback'],NA,,"Journal, Article",,['Journal article'],NA,NA,,['USA'],NA,NA,,['Primary/elementary school'],NA,NA,,['High ecological validity'],NA,NA,,"['6', '7', '8']",NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],Not provided,NA,,9,"['Page 2:\n[¬s]"" nine first and second grades[¬e]""']",,10,"['Page 2:\n[¬s]"" 10 first and second grades[¬e]""']",,19,"['Page 2:\n[¬s]"" 19 classes.[¬e]""']",,NA,NA,NA,,NA,NA,NA,,Random (please specify),"['Page 2:\n[¬s]""A stratified random assignment procedure was used to place students in the control and experimental groups.[¬e]""']",NA,,Class,NA,NA,,['Individual RCT'],"['Page 2:\n[¬s]"" a controlled study was undertaken""\n""A stratified random assignment procedure was used to place students in the control and experimental groups[¬e]""']",NA,,['Yes'],"['Page 2:\n[¬s]"" A stratified random assignment procedure was used to place students in the control and experimental groups[¬e]""']",NA,
46887881,Denton (2010),2010,"This effectiveness study examined a supplemental reading intervention that may be appropriate as one component of a response-to-intervention (RTI) system. First-grade students in 31 schools who were at risk for reading difficulties were randomly assigned to receive Responsive Reading Instruction (RRI  Denton, 2001  Denton & Hocker, 2006  n = 182) or typical school practice (TSP  n =240). About 43% of the TSP students received an alternate school-provided supplemental reading intervention. Results indicated that the RRI group had significantly higher outcomes than the TSP group on multiple measures of reading. About 91% of RRI students and 79% of TSP students met word reading criteria for adequate intervention response, but considerably fewer met a fluency benchmark. [PUBLICATION ABSTRACT]",NA,['Feedback'],,"Journal, Article",,['Journal article'],NA,NA,,['USA'],NA,NA,,['Primary/elementary school'],NA,NA,,['High ecological validity'],NA,NA,,"['7', '6']",NA,NA,,NA,NA,,NA,NA,,31,"['Page 4:\n[¬s]""The study was conducted in 31 ele-\nmentary schools[¬e]""']",,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['No'],NA,NA,,Random (please specify),"['Page 4:\n[¬s]""After identifying the pool of eligible at-risk\nstudents at each school, we randomly selected 6\nto 26 students within each school and randomly\nassigned them to one of two groups: RRI or typi-\ncal school practice (TSP).[¬e]""']",NA,,Individual,NA,NA,,['Individual RCT'],"['Page 4:\n[¬s]""After identifying the pool of eligible at-risk\nstudents at each school, we randomly selected 6\nto 26 students within each school and randomly\nassigned them to one of two groups: RRI or typi-\ncal school practice (TSP).[¬e]""']",NA,,['No/Unclear'],"['Page 4:\n[¬s]""After identifying the pool of eligible at-risk\nstudents at each school, we randomly selected 6\nto 26 students within each school and randomly\nassigned them to one of two groups: RRI or typi-\ncal school practice (TSP).[¬e]""']",The method of randomisation was not described.,
47515991,Dollinger (1978),1978,Explores the relative effects of various types of rewards on children's intrinsic motivation. Subjects were 60 preschool and elementary school children. (MP),NA,['Feedback'],,"Journal, Article",,['Journal article'],NA,NA,,['USA'],NA,NA,,"['Nursery school/pre-school', 'Primary/elementary school']",NA,NA,,['High ecological validity'],NA,NA,,"['3', '4', '5', '6', '7', '8']",NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['No'],"['Page 1:\n[¬s]""Four reward pro-\ncedures were examined—tangible, verbal, symbolic, and self-administered sym-\nbolic (self) rewards.[¬e]""']",NA,,Random (please specify),"['Page 4:\n[¬s]""Six children\nof each sex were randomly assigned to each of five\nconditions with the single constraint that the experi-\nmental groups be roughly equal in age.[¬e]""']",NA,,Individual,NA,NA,,['Individual RCT'],"['Page 4:\n[¬s]""Six children\nof each sex were randomly assigned to each of five\nconditions with the single constraint that the experi-\nmental groups be roughly equal in age.[¬e]""']",NA,,['No/Unclear'],"['Page 4:\n[¬s]""Six children\nof each sex were randomly assigned to each of five\nconditions with the single constraint that the experi-\nmental groups be roughly equal in age.[¬e]""']",The method of randomisation was not described.,
37091027,Dubrule (1984),1984,"This study was designed to investigate precision teaching as a method to remediate deficits with learning disabled students in the math, perceptual and auditory areas. It also investigated the effects of precision teaching with a regular education population in the math and spelling areas. The study was also interested in determining for both the regular and special education populations whether there would be any significant differences in utilizing varying frequency rates. Finally, the effects of precision teaching were studied on the self-concept and anxiety levels of both the regular and special education populations. The study was significant because the special education population had not been studied in connection with precision teaching precedures and if found successful could be a viable program for this group. This study was conducted in 1978 on a group of 120 subjects who were identified as special education students and on another group of 180 subjects who were identified as regular education students. In the special education population 60 subjects were treated using precision teaching procedures. An additional 90 subjects in the regular education group received the treatement. These students were compared to control groups of 60 and 90 students for the special and regular education populations respectively. Procedures included  (1) screening and identification using standardized tests and one-minute probes, (2) remediation utilizing the building of basic tool skills with one-minute practice sheets and, (3) the employment of direct and daily measurement as a technique for monitoring student performance. The experimental and control students in both populations were compared on a pre, post 1 and post 2 design to determine program effectiveness over the regular school year and the summer vacation period. The results of the study indicated a significant difference in favor of the experimental group over the control group on the variable of math probes on the post 1 testing for the special education population. No significant differences were observed for the auditory and visual areas. The results of the study also indicated that student self-concept and anxiety levels between the experimental and control groups were not significantly different for either the special and regular education population.",['Feedback'],NA,,Dissertation,,['Dissertation or thesis'],NA,https //journals.sagepub.com/doi/10.1177/001440298605300301,,['USA'],"['Page 10:\n[¬s]""Berlin-Boylston Public Schools[¬e]""']",NA,,['Primary/elementary school'],NA,NA,,['High ecological validity'],NA,"The study requires access to unique resources in the form of large numbers of written 1 minute study guides, however, administration of the intervention  requires little specialist or unique resources  at it involves using traditional teaching methods to deliver these 1 minute interventions",,['11'],NA,NA,,2,"['Page 11:\n[¬s]""both schools[¬e]""']",,2,NA,,2,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['Yes (Please specify)'],NA,EPPI instructions are to extract info only for normal students,,Random (please specify),"['Page 11:\n[¬s]""the regular education population was to arrange the\nstudents in alphabetical order for boys and then girls and in progression assign the first student\nto the teacher of the experimental group, the second student to the teacher of the control group[¬e]""']",NA,,Individual,NA,NA,,['Individual RCT'],NA,NA,,['Yes'],"['Page 11:\n[¬s]""All teachers in the experimental and control groups were randomly assigned to both groups[¬e]""']",NA,
37092761,Eggen (1978),1978,"The effects of conceptual hierarchies as supplemental aids to textual materials was investigated. Sixty-five fourth, fifth, and sixth grade students were given a 1000-word reading passage describing the real number system. One group received a conceptual hierarchy in addition to the text  one group was asked to draw this hierarchy from the information in the text  a control group read the text. The group that was provided with the hierarchy scored significantly better than the control on Production and Comprehension subtests. The ineffectiveness of the draw hierarchy treatment was due to the inability of subjects to construct the hierarchy. Those able to complete the hierarchy scored significantly higher than control on Production and Comprehension subscores and on the total test. No differences were found between the successful drawers and the group provided with a hierarchy.",['Feedback'],NA,,"Journal, Article",,['Journal article'],NA,NA,,['USA'],NA,NA,,['Primary/elementary school'],NA,NA,,['Unclear'],NA,NA,,"['9', '10', '11']","['Page 3:\n[¬s]""h grade stu dents enrolled in a local elementary school. The sample included 22 fourth graders, 21 fifth graders, and 22 sixth graders. Thirty-six subjects were boys and 29 were [¬e]""', 'Page 3:\n[¬s]""h grade stu dents enrolled in a local elementary school. The sample included 22 fourth graders, 21 fifth graders, and 22 sixth graders. Thirty-six subjects were boys and 29 were [¬e]""', 'Page 3:\n[¬s]"" grade stu dents enrolled in a local elementary school. The sample included 22 fourth graders, 21 fifth graders, and 22 sixth graders. Thirty-six subjects were boys and 29 were [¬e]""']",NA,,1,"['Page 3:\n[¬s]""n a local elementary school. T[¬e]""']",,1,"['Page 3:\n[¬s]""n a local elementary school. Th[¬e]""']",,1,"['Page 3:\n[¬s]""a local elementary school. T[¬e]""']",,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,"['Page 3:\n[¬s]""The subjects were 65 fourth, fifth, and sixth grade stu dents enrolled in a local elementary school. The sample included 22 fourth graders, 21 fifth graders, and 22 sixth graders. Thirty-six subjects were boys and 29 were girls. Subjects were not ability grouped in any classes. The subjects were randomly assig[¬e]""']",,['Yes (Please specify)'],"['Page 3:\n[¬s]""d by narrower, less inclusive concepts. A second group?provided hierarchy (PH)?was given the identical text, but which was supplemented by the addition of a conceptual hierarchy at five different points immediately following the relevant material.""\n""preceding ones, as shown in Figure 1. The third group?draw hierarchy (DH) ?was provided a text identical to that of the first two groups, but at five points in the text this group was asked to draw a conceptual hierarchy outlining the content just read.[¬e]""']",NA,,Random (please specify),"['Page 3:\n[¬s]""Subjects were not ability grouped in any classes. The subjects were randomly assign[¬e]""']",NA,,Individual,NA,NA,,['Multisite RCT'],"['Page 3:\n[¬s]""The subjects were randomly assigned within classes to one of three experimental groups. T[¬e]""']",NA,,['No/Unclear'],"['Page 3:\n[¬s]""bjects were not ability grouped in any classes. The subjects were randomly assigned within classes to one of three experimental groups. T[¬e]""']",NA,
40294902,Ehlinger (1988) FB,1988,"Research in reading comprehension and reading strategies suggests that cognitive modeling by teachers is an effective instructional tool to teach reading comprehension processes. However, despite evidence suggesting the effectiveness of such an approach, little is known about how teachers most effectively model these processes and how students are influenced by modeled strategies. A Social Cognitive Theory of Learning was used as a theoretical basis for this investigation which was designed to address two major questions  (1) What are the relative merits of characteristics of general modeling when applied to cognitive modeling of reading comprehension processes? (2) How do the characteristics of modeling, when applied to cognitive modeling of reading processes, influence the comprehension and comprehension monitoring of eighth grade readers? One hundred average eighth grade readers were randomly assigned to one of four modeling conditions  (1) Passive Cognitive Modeling. Cognitive modeling only. (2) Active Cognitive Modeling. Cognitive modeling with statements to explain the functional value of the modeled strategy and to foster self-efficacy in the students. (3) Full range Cognitive Modeling. Modeling same as ""active"" group with feedback, (4) Control. No modeling. Students met with the researcher in small groups for three sessions. Each session consisted of the researcher's verbal cognitive modeling of a passage being read, followed by the students individually applying the modeled strategy to another passage, followed by an oral retelling of the passage and comprehension questions. Data were analyzed with a one-way analysis of variance for oral retelling scores and for comprehension question scores, and with a chi-square for strategy use. Strategies were predetermined or emerged from qualitative analysis of the think-aloud protocols. Results revealed  (1) There were significant differences among groups for use of reading comprehension monitoring strategies (p $<$.05). The modeling conditions did significantly more monitoring of their comprehension by applying the modeled strategies and by using their own un-modeled strategies. (2) There were significant differences among groups for reading comprehension based on oral retellings (p $<$.05). Active and fullrange modeling groups had significantly better retellings than the control and passive modeling groups. (3) There were no significant differences among groups for performance on comprehension questions.",['Feedback'],NA,,Dissertation,,['Dissertation or thesis'],NA,NA,,['USA'],NA,NA,,['Middle school'],NA,NA,,['Low ecological validity'],NA,NA,,"['13', '14']",NA,NA,,1,"['Page 83:\n[¬s]"" a public school in Waukesha, Wisconsin[¬e]""']",,1,"['Page 83:\n[¬s]"" a public school in Waukesha, Wisconsin.[¬e]""']",,1,"['Page 83:\n[¬s]"" a public school in Waukesha, Wisconsin.[¬e]""']",,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['No'],NA,"As per the instructions  'Include for Feedback coding ""active cognitive modelling"" as control condition and ""full-range modelling"" as treatment condition.'",,Random (please specify),"['Page 83:\n[¬s]""a sample of 100 subjects who could adequately read material at a seventh to eighth grade level, but who had[¬e]""', 'Page 84:\n[¬s]""difficulty monitoring their comprehension were selected and randomly assigned [¬e]""', 'Page 85:\n[¬s]""Subjects were randomly assigned to""\n"" active cognitive modeling, fullrange cognitive mode l i n g[¬e]""']",NA,,Individual,"['Page 24:\n[¬s]""One hundred students enrolled in the eighth grade of a public middle school in Waukesha/ Wisconsin were selected for this investigation. Selection was based on the students\' abilty to adequately read material at a seventh to eighth grade level (as indicate by a cloze test for reading proficiency), but inability to monitor their comprehension (as indicated by an informational inconsistencies assessment to determine ability to monitor comprehension). Students were randomly assigned[¬e]""']",NA,,['Multisite RCT'],"['Page 83:\n[¬s]""The general population for this study was eighth grade students enrolled in a public school in Waukesha, Wisconsin. The total school enrollment was 1032 including 323 eighth graders. Specifically, the population was those eighth graders enrolled in regular language arts and social studies classes for hours 3, 6 and 8.""\n"" Students enrolled in exceptional educational or bilingual programs were excluded from the study. From this population, a sample of 100 subjects who could adequately read material at a seventh to eighth grade level, but who had 67[¬e]""', 'Page 84:\n[¬s]""difficulty monitoring their comprehension were selected and randomly assigned to one of four treatment groups.[¬e]""']",NA,,['Yes'],"['Page 84:\n[¬s]""Nine subjects (four boys and five girls) chose not to participate and the next subjects on the list were contacted.[¬e]""', 'Page 85:\n[¬s]""Subjects were randomly assigned to one of four treatment groups (control, passive cognitive modeling, active cognitive modeling, fullrange cognitive mode l i n g ) . Due to conflicts in students\' schedules, sixteen students could not be randomly assigned and were therefore assigned to a group according to their individual schedule.""\n""Of those sixteen there were eight boys and eight girls. Their cloze scores ranged from 30% to 58% with a mean of 43.6% and a mode of 36%, compared to a mean score of 44.9%, and a mode of 44% for the subjects overall. Their comprehension monitoring scores ranged from 0% to 60% with a mean score of 22.5% and a mode of 20%, compared to 21.7% for a mean and 20% as the mode score for the overall group. To balance the groups, four subjects were assigned to the control group, three to the passive cognitive modeling group, five to the active cognitive modeling group, and four to the fullrange cognitive modeling group.[¬e]""']",NA,
