ID,toolkit_strand,short_title,main_authors,year,main_title,parent_title,parent_authors,type_name,abstract,volume,issue,pages,doi,url,publisher,city,institution
74577997,['EY_Early numeracy approaches'],Clements (2008) 1_2,Clements Douglas H; Sarama Julie ; ,2008,Experimental evaluation of the effects of a research-based preschool mathematics curriculum,American Educational Research Journal,NA,"Journal, Article","A randomized-trials design was used to evaluate the effectiveness of a preschool mathematics program based on a comprehensive model of research-based curricula development. Thirty-six preschool classrooms were assigned to experimental (Building Blocks), comparison (a different preschool mathematics curriculum), or control conditions. Children were individually pre- and posttested, participating in 26 weeks of instruction in between. Observational measures indicated that the curricula were implemented with fidelity, and the experimental condition had significant positive effects on classrooms’ mathematics environment and teaching. The experimental group score increased significantly more than the comparison group score (effect size = 0.47) and the control group score (effect size = 1.07). Early interventions can increase the quality of the mathematics environment and help preschoolers develop a foundation of mathematics knowledge.",45,2,443-494,https://doi.org/10.310/0002831207312908,https://journals.sagepub.com/doi/full/10.3102/0002831207312908,NA,NA,NA
67322415,['EY_Early numeracy approaches'],Clements (2011),Clements Douglas H; Sarama Julie ; Spitler Mary Elaine; Lange Alissa A; Wolfe Christopher B; ,2011,Mathematics learned by young children in an intervention based on learning trajectories: A large-scale cluster randomized trial,Journal for Research in Mathematics Education,NA,"Journal, Article","This study employed a cluster randomized trial design to evaluate the effectiveness of a research-based intervention for improving the mathematics education of very young children. This intervention includes the Building Blocks mathematics curriculum, which is structured in research-based learning trajectories, and congruous professional development emphasizing teaching for understanding via learning trajectories and technology. A total of 42 schools serving low-resource communities were randomly selected and randomly assigned to 3 treatment groups using a randomized block design involving 1,375 preschoolers in 106 classrooms. Teachers implemented the intervention with adequate fidelity. Pre- to posttest scores revealed that the children in the Building Blocks group learned more mathematics than the children in the control group (effect size, g = 0.72). Specific components of a measure of the quantity and quality of classroom mathematics environments and teaching partially mediated the treatment effect.",42,2,127–166,https://doi.org/10.5951/jresematheduc.42.2.0127,https://pubs.nctm.org/view/journals/jrme/42/2/article-p127.xml,NA,NA,NA
67961477,['EY_Early numeracy approaches'],Codding (2011),Codding R S; Chan-Iannetta L ; George S ; Ferreira K ; Volpe R ; ,2011,Early number skills: Examining the effects of class-wide interventions on kindergarten performance,School Psychology Quarterly,NA,"Journal, Article","The purpose of this study was to use multilevel modeling to compare the effects of KPALS alone and combined with goal setting and reinforcement to a control condition on early numeracy performance of 96 kindergarteners. Demographic variables were examined as moderators. Results differed according to early numeracy measure, with both versions of KPALS outperforming the control group for number identification, while KPALS plus goal setting and reinforcement improved performance on missing number and the TEMA-3. Demographic variables, but not treatment, accounted for performance on a measure of quantity discrimination. Posttest differences were found for TEMA-3 and NI, but no differences persisted at 4 months follow-up. ",26,1,85–96,https://doi.org/10.1037/a0022661,https://psycnet.apa.org/doiLanding?doi=10.1037%2Fa002266,NA,NA,NA
67322416,['EY_Early numeracy approaches'],Curtis (2009) 1_1,Curtis Reagan ; Okamoto Yukari ; Weckbacher Lisa Marie; ,2009,Preschoolers’ use of count information to judge relative quantity,Early Childhood Research Quarterly,NA,"Journal, Article","We examined preschool children's use of count information in making quantity judgments. Study 1 involved 35 children 3–5 years old using a balance-scale task to judge relative quantity with or without count information provided. Study 2 replicated and extended the exploration as 54 children 3–4 years old judged relative quantity in multiple counting contexts. Children who were given count information successfully used count information in quantity evaluation when visual cues were not useful. Limited experience of counting skills, strategy choice, and limited processing capacity are each discussed as potential explanations. Implications for early childhood practice and teacher education, as well as directions for future research are explored.",24,3,325-336,https://doi.org/10.1016/j.ecresq.2009.04.003,https://www.sciencedirect.com/science/article/abs/pii/S0885200609000234,NA,NA,NA
74577998,['EY_Early numeracy approaches'],Curtis (2009) 1_2,Curtis Reagan ; Okamoto Yukari ; Weckbacher Lisa Marie; ,2009,Preschoolers’ use of count information to judge relative quantity,Early Childhood Research Quarterly,NA,"Journal, Article","We examined preschool children's use of count information in making quantity judgments. Study 1 involved 35 children 3–5 years old using a balance-scale task to judge relative quantity with or without count information provided. Study 2 replicated and extended the exploration as 54 children 3–4 years old judged relative quantity in multiple counting contexts. Children who were given count information successfully used count information in quantity evaluation when visual cues were not useful. Limited experience of counting skills, strategy choice, and limited processing capacity are each discussed as potential explanations. Implications for early childhood practice and teacher education, as well as directions for future research are explored.",24,3,325-336,https://doi.org/10.1016/j.ecresq.2009.04.003,https://reader.elsevier.com/reader/sd/pii/S0885200609000234,NA,NA,NA
67961479,['EY_Early numeracy approaches'],Doabler (2016),Doabler C T; Clarke B ; Kosty D B; Kurtz-Nelson E ; Fien H ; Smolkowski K ; Baker S K; ,2016,Testing the efficacy of a Tier 2 mathematics intervention: A conceptual replication study,Exceptional Children,NA,"Journal, Article","The purpose of this closely aligned conceptual replication study was to investigate the efficacy of a Tier 2 kindergarten mathematics intervention. The replication study differed from the initial randomized controlled trial on three important elements  geographical region, timing of the intervention, and instructional context of the counterfactual. Similar to the original investigation, however, the current study tested the same intervention, used the same outcome measures and statistical analyses, and involved the same population of learners. A total of 319 kindergarten students with mathematics difficulties from 36 kindergarten classrooms participated in the study. Students who were randomly assigned to the treatment condition received the intervention in small-group formats, with 2 or 5 students per group. Control students participated in a no-treatment control condition. Significant effects on proximal and distal measures of mathematics achievement were found. Effect sizes obtained for all measures fell within or exceeded the upper bound of the effects reported in the initial study. Implications for systematically situating replication studies in larger frameworks of intervention research and reporting rates of treatment response across replication studies are discussed.",83,1,92–110,https://doi.org/10.1177/0014402916660084,https://journals.sagepub.com/doi/10.1177/0014402916660084,NA,NA,NA
67322417,['EY_Early numeracy approaches'],Dyson (2011),Dyson Nancy I; Jordan Nancy C; Glutting Joseph ; ,2011,A number sense intervention for low-income kindergartners at risk for mathematics difficulties,Journal of Learning Disabilities,NA,"Journal, Article","Early number sense is a strong predictor of later success in school mathematics. A disproportionate number of children from low-income families come to first grade with weak number competencies, leaving them at risk for a cycle of failure. The present study examined the effects of an 8-week number sense intervention to develop number competencies of low-income kindergartners (N = 121). The intervention purposefully targeted whole number concepts related to counting, comparing, and manipulating sets. Children were randomly assigned to either a number sense intervention or a business as usual contrast group. The intervention was carried out in small-group, 30-min sessions, 3 days per week, for a total of 24 sessions. Controlling for number sense at pretest, the intervention group made meaningful gains relative to the control group at immediate as well delayed posttest on a measure of early numeracy. Intervention children also performed better than controls on a standardized test of mathematics calculation at immediate posttest.",46,2,166-181,https://doi.org/10.1177/0022219411410233,https://journals.sagepub.com/doi/full/10.1177/0022219411410233,NA,NA,NA
67322385,['EY_Early numeracy approaches'],Fischer (1990),Fischer Florence E; ,1990,A part-part-whole curriculum for teaching number in the kindergarten,Journal for Research in Mathematics Education,NA,"Journal, Article","The set-subset relationship is an important mathematical construct that underlies many mathematical concepts developed by young children. Forty-two kindergarten children who received number concept instruction using a part-part-whole curriculum that stressed set-subset relationships developed a more mature concept of number, were more successful in solving addition and subtraction word problems, and developed greater understanding of place value in the base-10 numeration system than a comparable group of 44 kindergarten children who received standard instruction on number concepts.",21,3,207–215,https://doi.org/10.2307/749374,https://www.jstor.org/stable/749374,NA,NA,NA
67961487,['EY_Early numeracy approaches'],Hassinger-Das (2015) 1_1,Hassinger-Das B ; Jordan N C; Dyson N ; ,2015,Reading stories to learn math,The Elementary School Journal,NA,"Journal, Article","The present study involved examining whether a storybook reading intervention targeting mathematics vocabulary, such as “equal,” “more,” and “less,” and associated number concepts would increase at-risk children’s vocabulary knowledge and number competencies. Children with early numeracy difficulties (N = 124) were recruited from kindergarten classes in four schools. Participants were randomly assigned to one of three groups  a storybook number competencies (SNC) intervention, a number sense intervention, or a business-as-usual control. Interventions were carried out in groups of four children over 8 weeks (24 30-minute sessions). Findings demonstrated that the SNC intervention group outperformed the other groups on measures of mathematics vocabulary, both in terms of words that were closely aligned to the intervention and those that were not. There was no effect of the SNC intervention, however, on general mathematics measures, suggesting a need to provide the mathematics vocabulary work along with more intensive instruction in number concepts.",116,2,242–264,https://doi.org/10.1086/683986,https://www.journals.uchicago.edu/doi/10.1086/683986,NA,NA,NA
74578010,['EY_Early numeracy approaches'],Hassinger-Das (2015) 1_2,Hassinger-Das B ; Jordan N C; Dyson N ; ,2015,Reading stories to learn math,The Elementary School Journal,NA,"Journal, Article","The present study involved examining whether a storybook reading intervention targeting mathematics vocabulary, such as “equal,” “more,” and “less,” and associated number concepts would increase at-risk children’s vocabulary knowledge and number competencies. Children with early numeracy difficulties (N = 124) were recruited from kindergarten classes in four schools. Participants were randomly assigned to one of three groups  a storybook number competencies (SNC) intervention, a number sense intervention, or a business-as-usual control. Interventions were carried out in groups of four children over 8 weeks (24 30-minute sessions). Findings demonstrated that the SNC intervention group outperformed the other groups on measures of mathematics vocabulary, both in terms of words that were closely aligned to the intervention and those that were not. There was no effect of the SNC intervention, however, on general mathematics measures, suggesting a need to provide the mathematics vocabulary work along with more intensive instruction in number concepts.",116,2,242–264,https://doi.org/10.1086/683986,https://www.journals.uchicago.edu/doi/10.1086/683986,NA,NA,NA
67322387,['EY_Early numeracy approaches'],Hong (1996),Hong Haekyung ; ,1996,Effects of mathematics learning through children's literature on math achievement and dispositional outcomes,Early Childhood Research Quarterly,NA,"Journal, Article","The purpose of this study was to analyze the effectiveness of using children's literature to promote mathematics learning. Fifty-seven kindergarteners were randomly assigned to either a control group or an experimental group. The experimental group received mathematics related storybook reading and discussion time and played with mathematics materials that were related to the storybook content during free play. The control group had ordinary storybook reading time and played with mathematics materials unrelated to the storybook content. The Learning Readiness Test and the Early Mathematics Achievement Test were administered. Four mathematics tasks were also given to compare the mathematics achievement of the two groups. The children's choice of favorite corners, the time spent, and the number of children who played in the mathematics corner were investigated also to measure children's disposition toward doing mathematics. The results showed that more children in the experimental group liked the mathematics comer, chose mathematics tasks, and spent more time in the mathematics corner. Furthermore, the experimental group did significantly better than the control group in the classification, number combination, and shape tasks, and there were qualitative differences in the content analysis.",11,4,477-494,https://doi.org/10.1016/S0885-2006(96)90018-6,https://www.sciencedirect.com/science/article/abs/pii/S0885200696900186,NA,NA,NA
67322419,['EY_Early numeracy approaches'],Jordan (2012),Jordan Nancy C; Glutting Joseph ; Dyson Nancy ; Hassinger-Das Brenna ; Irwin Casey ; ,2012,Building kindergartners' number sense: A randomized controlled study,Journal of Educational Psychology,NA,"Journal, Article","Math achievement in elementary school is mediated by performance and growth in number sense during kindergarten. The aim of the present study was to test the effectiveness of a targeted small-group number sense intervention for high-risk kindergartners from low-income communities. Children were randomly assigned to 1 of 3 groups (n = 44 in each group)  a number sense intervention group, a language intervention group, or a business-as-usual control group. Accounting for initial skill level in mathematical knowledge, children who received the number sense intervention performed better than controls at immediate posttest, with meaningful effects on measures of number competencies and general math achievement. Many of the effects held 8 weeks after the intervention was completed, suggesting that children internalized what they had learned. There were no differences between the language and control groups on any math-related measures.",104,3,647–660,https://doi.org/10.1037/a0029018,https://psycnet.apa.org/record/2012-15964-001,NA,NA,NA
67322388,['EY_Early numeracy approaches'],Kaul (1991),Kaul Venita ; Bhatnagar Romila ; Tolani Sangeeta ; ,1991,Starting children too early on number work: A mismatch of developmental and academic priorities,NA,NA,Report,"Noting a developmentally inappropriate trend toward earlier instruction in mathematics, a study examined the effects of a systematic, process-based, developmentally appropriate program for the development of number readiness in Indian kindergarten (preschool) children aged 4 and 5. An experimental group of 20 children received the process-based number readiness intervention, while 3 control groups received normal mathematics instruction. Control subjects were  (1) students of similar background at the same school  (2) students of a higher socioeconomic background attending an elite private school  and (3) students of similar background attending a lower quality school. All children were evaluated individually on their number readiness and their number concept knowledge. Results indicated that the experimental group performed better than the control groups on most measures of number readiness and number concept knowledge.",NA,NA,NA,NA,https://eric.ed.gov/?id=ED368488,NA,India,NA
67322420,['EY_Early numeracy approaches'],Kidd (2008) 1_1,Kidd Julie K; Pasnak Robert ; Gadzichowski Marinka ; Ferral-Like Melissa ; Gallington Debbie ; ,2008,"Enhancing early numeracy by promoting the abstract thought involved in the oddity principle, seriation, and conservation",Journal of Advanced Academics,NA,"Journal, Article","Although many students who enter kindergarten are cognitively ready to meet the demands of the kindergarten mathematics curriculum, some students arrive without the early abstract reasoning abilities necessary to benefit from the instruction provided. Those who do not possess key cognitive abilities, including understandings of conservation, insertions into series, and the oddity principle, are at a disadvantage when attempting to master mathematical concepts and skills that require early abstract thought. Recognizing the need to address this gap, this study examined the effects of an intervention designed to teach children conservation, insertions into series, and the oddity principle. The study included 78 kindergartners enrolled in a culturally, linguistically, and socioeconomically diverse metropolitan school district. Students were randomly divided among one of three groups  cognitive intervention, numeracy instruction, and art instruction. Instruction for each group was matched in number, timing, and extent of sessions. The study found that kindergartners who received the cognitive intervention scored significantly higher on measures of cognitive ability than those in the comparison group who participated in the art instruction or those who received numeracy instruction. On the Woodcock-Johnson III Applied Problems scale, those in the cognitive intervention scored significantly higher than those who received art instruction. Those in the cognitive intervention and those in the numeracy intervention performed similarly. These results suggest that it is possible to provide instruction that enhances the cognitive abilities of kindergartners who do not possess key reasoning abilities. In addition, there is evidence that promoting early abstract thought can enhance kindergartners' mathematical abilities.",19,2,164-200,https://doi.org/10.4219/jaa-2008-780,https://journals.sagepub.com/doi/abs/10.4219/jaa-2008-780,NA,NA,NA
74578012,['EY_Early numeracy approaches'],Kidd (2008) 1_2,Kidd Julie K; Pasnak Robert ; Gadzichowski Marinka ; Ferral-Like Melissa ; Gallington Debbie ; ,2008,"Enhancing early numeracy by promoting the abstract thought involved in the oddity principle, seriation, and conservation",Journal of Advanced Academics,NA,"Journal, Article","Although many students who enter kindergarten are cognitively ready to meet the demands of the kindergarten mathematics curriculum, some students arrive without the early abstract reasoning abilities necessary to benefit from the instruction provided. Those who do not possess key cognitive abilities, including understandings of conservation, insertions into series, and the oddity principle, are at a disadvantage when attempting to master mathematical concepts and skills that require early abstract thought. Recognizing the need to address this gap, this study examined the effects of an intervention designed to teach children conservation, insertions into series, and the oddity principle. The study included 78 kindergartners enrolled in a culturally, linguistically, and socioeconomically diverse metropolitan school district. Students were randomly divided among one of three groups  cognitive intervention, numeracy instruction, and art instruction. Instruction for each group was matched in number, timing, and extent of sessions. The study found that kindergartners who received the cognitive intervention scored significantly higher on measures of cognitive ability than those in the comparison group who participated in the art instruction or those who received numeracy instruction. On the Woodcock-Johnson III Applied Problems scale, those in the cognitive intervention scored significantly higher than those who received art instruction. Those in the cognitive intervention and those in the numeracy intervention performed similarly. These results suggest that it is possible to provide instruction that enhances the cognitive abilities of kindergartners who do not possess key reasoning abilities. In addition, there is evidence that promoting early abstract thought can enhance kindergartners' mathematical abilities.",19,2,164-200,https://doi.org/10.4219/jaa-2008-780,https://journals.sagepub.com/doi/abs/10.4219/jaa-2008-780,NA,NA,NA
67322421,['EY_Early numeracy approaches'],Klein (2008),Klein Alice ; Starkey Prentice ; Clements Douglas ; Sarama Julie ; Iyer Roopa ; ,2008,Effects of a pre-kindergarten mathematics intervention: A randomized experiment,Journal of Research on Educational Effectiveness,NA,"Journal, Article","Research indicates that a socioeconomic status-related gap in mathematical knowledge appears early and widens during early childhood. Young children from economically disadvantaged families receive less support for mathematical development both at home and in preschool. Consequently, children from different socioeconomic backgrounds enter elementary school at different levels of readiness to learn a standards-based mathematics curriculum. One approach to closing this gap is the development and implementation of effective mathematics curricula for public preschool programs enrolling economically disadvantaged children. A randomized controlled trial was conducted in 40 Head Start and state preschool classrooms, with 278 children, to determine whether a pre-kindergarten mathematics intervention was effective. Intervention teachers received training that enabled them to implement with fidelity, and a large majority of parents regularly used math activities teachers sent home. Intervention and control groups did not differ on math assessments at pretest  however, gain scores of intervention children were significantly greater than those of control children at posttest. Thus, the intervention reduced the gap in children's early mathematical knowledge.",1,3,155–178,https://doi.org/10.1080/19345740802114533,https://www.tandfonline.com/doi/full/10.1080/19345740802114533,NA,NA,NA
67961490,['EY_Early numeracy approaches'],Kyttälä (2015),Kyttälä M ; Kanerva K ; Kroesbergen E ; ,2015,Training counting skills and working memory in preschool,Scandinavian Journal of Psychology,NA,"Journal, Article","Previous studies have shown that early numeracy skills predict later mathematics learning and that they can be improved by training. Cognitive abilities, especially working memory (WM), play an important role in early numeracy, as well. Several studies have shown that working memory is related to early numeracy. So far, existing literature offers a good few examples of studies in which WM training has led to improvements in early numerical performance as well. In this study, we aim at investigating the effects of two different training conditions  (1) counting training  and (2) simultaneous training of WM and counting on five- to six-year-old preschoolers' (N = 61) counting skills. The results show that domain-specific training in mathematical skills is more effective in improving early numerical performance than WM and counting training combined. Based on our results, preschool-aged children do not seem to benefit from short period group training of WM skills. However, because of several intervening factors, one should not conclude that young children's WM training is ineffectual. Instead, future studies should be conducted to further investigate the issue.",56,4,363–370, https://doi.org/10.1111/sjop.12221,https://onlinelibrary.wiley.com/doi/10.1111/sjop.12221,NA,NA,NA
