id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,school_target,eligibility,elig_targ_pop_info,means_tested,means_tested_thresh_info,recipient,month_avg_amount,month_avg_prim_recip,month_avg_prim_recip_info,prim_recip_dom_curr_type_info,month_avg_sec_recip,month_avg_sec_recip_info,sec_recip_dom_curr_type_info,transfer_limit,transf_lim_yes_max_per_fam_info,transf_lim_yes_max_ben_info,transfer_variation,transfer_regularity,transfer_regularity_info,time_limit,time_limit_info,primary_condition,addit_condition,health_cond_comp,health_conditions,monitoring,verification,min_attend_req,perc_attend_req,perc_attend_req_other_info,enforcement,enforcement_other_info,supply_incentive,savings_comp,savings_comp_yes_info,econ_out,econ_out_yes_info,prog_type
38111556,Banks (1987),1987,['Dissertation or thesis'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.5767,0.1298,NA,Total Reading (T-R) scores all grades,With business as usual,NA,Literacy  reading other,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.5767,0.1298,NA,NA,NA,['Mathematics primary outcome'],0.1154,0.1773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111328,Baumann (1992),1992,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4267,0.3053,NA,Reading comprehension - oral language ,With active control,NA,Literacy  speaking and listening/oral language,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.4267,0.3053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111427,Baumann (2002),2002,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.135,0.309,NA,Context Transfer Words in a Passage (15) (Comprehension Dependent Measures)-oral language,With business as usual,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.135,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111428,Beck (1982),1982,['Journal article'],"['Oral language interventions', 'Mastery learning']","['Toolkit primary outcome', 'Reading primary outcome']",0.4303,0.2986,NA,Reading comprehension - oral language,With business as usual,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.4303,0.2986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit: Mastery learning', 'Toolkit: Oral language interventions']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111473,Beck (2007),2007,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",1.1537,0.3206,NA,PPVT-(pre-post gain means/SDs)-KG,With business as usual,NA,Literacy  reading other,NA,"['Toolkit primary outcome', 'Reading primary outcome']",1.1537,0.3206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111329,Bereiter (1985),1985,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.5271,0.3665,NA,Metropolitan Achievement Test,With business as usual,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.5271,0.3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111430,Block (2006),2006,['Technical report'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0178,0.0805,NA,Combined Grades (3 to 6) - Stanford Comprehension Total Scores,With business as usual,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.0178,0.0805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111679,Bochna (2006),2006,['Dissertation or thesis'],['Oral language interventions'],"['Toolkit primary outcome', 'Other outcome']",0.6949,0.3469,NA,Listening comprehension - oral language,With business as usual,NA,Literacy  speaking and listening/oral language,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111600,Bond (1967) OL,1967,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0586,0.0368,NA,Word reading,With active control,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.0586,0.0368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111474,Bonds (1987),1987,['Dissertation or thesis'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.9764,0.2275,NA,California Achievement Test(Reading comprehension)-Success approach-Success in Kindergarten Reading and Writing (1980),With active control,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.9764,0.2275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111475,Bortnem (2005),2005,['Dissertation or thesis'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0193,0.276,NA,The Expressive Vocabulary Test (EVT) ,With business as usual,NA,Literacy  reading other,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.0193,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40307487,Bos (1989),1989,['Journal article'],"['Reading comprehension strategies', 'Oral language interventions']","['Toolkit primary outcome', 'Reading primary outcome']",1.6354,0.3267,NA,Comprehension Test (Conceptual items) - Reading strategies,With active control,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",1.6354,0.3267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit: Oral language interventions', 'Toolkit: Reading comprehension strategies']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111431,Bos (1990),1990,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.4678,0.3844,NA,Reading comprehension - oral language,With active control,NA,Literacy  speaking and listening/oral language,NA,"['Toolkit primary outcome', 'Reading primary outcome']",-0.4678,0.3844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111432,Bos (1992) OL,1992,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.7384,0.3818,NA,Vocabulary accuracy - oral language,With active control,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.7384,0.3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111680,Box (1993),1993,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.93,0.3,NA,ESI-Print Concepts (ANCOVA),With business as usual,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.93,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111538,Brabham (2002),2002,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.5911,0.2316,NA,Reading comprehension - oral language (first grade),With active control,NA,Literacy  speaking and listening/oral language,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.5911,0.2316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111333,Brady (1990),1990,['Dissertation or thesis'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.346,0.5837,NA,Gates-MacGinitie Comprehension Test,With business as usual,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.346,0.5837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111601,Bridge (1983),1983,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",1.2467,0.5607,NA,Reading comprehension - oral language (target words),With active control,NA,Literacy  speaking and listening/oral language,NA,"['Toolkit primary outcome', 'Reading primary outcome']",1.2467,0.5607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111334,Brimmer (2004),2004,['Dissertation or thesis'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2109,0.2657,NA,Reading comprehension - oral language,With business as usual,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.2109,0.2657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111478,Brooks (2006),2006,['Dissertation or thesis'],['Oral language interventions'],"['Toolkit primary outcome', 'Other outcome']",0.752,0.2993,NA,24-item vocabulary posttest scores -storybook readings with explicit instruction,With active control,NA,Literacy  speaking and listening/oral language,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111602,Buckner (1978),1978,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.7049,0.3596,NA,Gates-MacGinitie Comprehension ,With business as usual,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.7049,0.3596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111434,Carney (1984),1984,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.6491,0.364,NA,Reading Comprehension,With business as usual,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.6491,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111338,Carriedo (1995)  OL 1_1,1995,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3374,0.3685,NA,Main Ideas Identification test score Text 2,With business as usual,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.3374,0.3685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090120,Carriedo (1995) OL 1_2,1995,['Journal article'],['Oral language interventions'],"['Toolkit primary outcome', 'Other outcome']",0.12,0.2,NA,Recall (whole text) - Text 1,With business as usual,NA,Literacy  reading comprehension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Toolkit: Oral language interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
