ItemID,Title,SMD_1,SMD_2,SMD_3,SMD_4,SMD_5,SMD_6,SMD_7
40294919,Kolic-Vehovec (2002) FB,NA,NA,NA,NA,NA,NA,NA
37092586,Kozlow (2004),-0.10267752991092186,-0.08249719577524868,0.09971668549417105,0.0060921579265865305,0.06416060251098694,0.09239695919040221,-0.05314940034527339
40294920,Kramarski (2009) FB,0.168872695866379,0.8311663467905968,1.4857543336617778,1.4835163157935751,0.9732419969953529,1.3424932310990203,1.2103231768421723
40117142,Kuner-Roth (1985),NA,NA,NA,NA,NA,NA,NA
37092670,Lacher (1983),0.5182,0.6291,NA,NA,NA,NA,NA
37093356,Lamport (1982),-0.2177429502643735,0.4748128609641638,-0.1276466462684639,1.1578512412716595,0.08009886411479257,0.42544077912306744,NA
40117259,Langberg (2007),0.3419322260599216,NA,NA,NA,NA,NA,NA
40117258,Langberg (2008),0.2701616739029444,-0.6987626212880405,NA,NA,NA,NA,NA
40117206,Lauver (2002),0.06390853905927983,0.10809835536666222,0.08707640517203769,NA,NA,NA,NA
39253323,LeBoff (1995),NA,NA,NA,NA,NA,NA,NA
40117260,Lee (2006),0.0,0.0,NA,NA,NA,NA,NA
37671606,Lee (2016),0.040812190997124326,0.22799147448414916,0.24452449118948055,NA,NA,NA,NA
40117283,Legro (1990),0.1887,0.1868,NA,NA,NA,NA,NA
38878267,Lennon (1999),NA,NA,NA,NA,NA,NA,NA
40117284,Leslie (1998),NA,NA,NA,NA,NA,NA,NA
39253220,Leviton (1973),0.2867813220592966,0.03116115428520208,0.8531318768456849,0.209291036881474,NA,NA,NA
39253291,Li (2009),0.39646437245404,0.718421440266498,NA,NA,NA,NA,NA
40117261,Lightner (2010),0.7922863156895226,0.6332069364482584,NA,NA,NA,NA,NA
39253292,Linder (2004),0.62,NA,NA,NA,NA,NA,NA
38296633,Lloyd (2015),0.02,-0.06,0.0,-0.13,NA,NA,NA
38296634,Lloyd (2015),0.02,0.01,-0.05,0.05,NA,NA,NA
40294923,Lowenthal (1981) SGT,NA,NA,NA,NA,NA,NA,NA
39253327,Luftig (2003) 1_1,NA,NA,NA,NA,NA,NA,NA
43090171,Luftig (2003) 1_2,0.87,1.0979772528903793,NA,NA,NA,NA,NA
37092587,Lumbelli (1999),0.6638426299003164,0.8441375692591768,NA,NA,NA,NA,NA
37092588,MacArthur (1991),1.0589622436521302,-0.6349065922722219,1.005563547224387,NA,NA,NA,NA
37671566,MacLeod (2007),NA,NA,NA,NA,NA,NA,NA
39253391,Mariano (2013),0.13,0.069,NA,NA,NA,NA,NA
37093622,Mathes (1993),0.5,0.3,-0.05,NA,NA,NA,NA
37093577,Mathes (1998),1.1093826844516066,0.08677375170147401,0.7795715951143957,0.2664322872992647,0.5307096091605337,NA,NA
37116235,Mathes (2001) PT 1_1,0.8060168483292133,1.1472233325073502,1.499766213399268,0.2690738280551667,NA,NA,NA
46325689,Mathes (2001) PT 1_2,NA,NA,NA,NA,NA,NA,NA
37116234,Mathes (2003),0.5849246212428453,1.0130806503614878,0.6781417580706757,0.6496746661614385,0.48776870499766645,0.7091413415701308,0.6446840780687717
38878258,Mathes (2005) 1_1,0.059202537547739645,0.2222023474557944,0.2983454446060968,0.0,NA,NA,NA
40294924,Mathes (2005) 1_2,0.18941686718745418,0.10579311326080588,0.18912268953763345,0.12494002203206138,0.35333525425714757,NA,NA
39253392,Matsudaira (2008),-1.2949340671422802,-173.32226681466733,NA,NA,NA,NA,NA
40117146,Matty (1978),0.87,NA,NA,NA,NA,NA,NA
38296644,Maxwell (2014),0.13,0.22,0.26,-0.1,0.19,-0.2,NA
37092684,McClintock (1975),0.9103,NA,NA,NA,NA,NA,NA
37093360,McCracken (1979),2.130077111280247,1.3666660162600077,NA,NA,NA,NA,NA
40117357,McKinney (1995),NA,NA,NA,NA,NA,NA,NA
37671568,McNally (2016) Study 1_1,0.231,0.096,0.138,0.107,0.396,NA,NA
39253295,Meehan (2005),-0.0570239391050517,NA,NA,NA,NA,NA,NA
40117358,Meier (2001),0.3433,0.0882,NA,NA,NA,NA,NA
39253296,Melosh (2003),0.44,0.2,0.02,0.1,NA,NA,NA
37133945,Menesses (2009),1.121451547065236,NA,NA,NA,NA,NA,NA
38296647,Menzies (2015),0.09,0.08,0.08,NA,NA,NA,NA
37671570,Merrell (2015),0.43,0.16,0.23,0.38,0.42,0.18,NA
40294926,Merrett (1996) FB,-0.07900230342254383,0.7160989354050367,NA,NA,NA,NA,NA
37133947,Merrill (2002),0.03470337077286133,-0.1865236853875938,0.3217814490476758,0.5153128789747051,0.19321835661585918,-0.15871507864874146,NA
37093581,Mevarech (1991),0.3601,NA,NA,NA,NA,NA,NA
37093579,Mevarech (1993),0.20741466839617914,-0.1249785449902552,1.2893000324402006,0.027873083439482443,-0.25249188804141326,0.2637032712647208,NA
37092589,Meyer (2010),0.01765632148754665,0.08,0.008,0.09,0.3,NA,NA
37671572,Miller (2003),0.41138271109618363,0.23572017239991144,0.7630040032468243,NA,NA,NA,NA
37091036,Mirkin (1979),0.32650445136207323,1.4599532186039936,-0.3014019646621836,0.424469604587697,NA,NA,NA
40117150,Mitchell (1999),-0.044787503660111735,-0.056621857380553205,NA,NA,NA,NA,NA
40117264,Molina (2008),0.44764924805650214,0.5681598257463157,NA,NA,NA,NA,NA
40117289,Mooney (1986),0.5313877970106793,NA,NA,NA,NA,NA,NA
43090186,Mooney (1986) PT,0.5313877970106793,NA,NA,NA,NA,NA,NA
37061123,Moore (1961) 1_1,-0.2698,NA,NA,NA,NA,NA,NA
40294931,Moore (1961) 1_2,-0.2721,-0.4422,NA,NA,NA,NA,NA
40294930,Moore (1993) PT,-0.12787564550760946,-0.008669298976793036,-0.0683485112012945,NA,NA,NA,NA
40117359,Morris (1990),0.9071386381858573,0.7024273693187931,0.3448936976690267,0.745106926500013,NA,NA,NA
40117214,Morrison (2000),-0.77,NA,NA,NA,NA,NA,NA
37671607,Muijs (2003),0.098,NA,NA,NA,NA,NA,NA
37116214,Naseerali (2013),0.5222357309971798,NA,NA,NA,NA,NA,NA
37092701,Neenan (1986) 1_1,-1.1446,-1.0621,-0.8420734567022966,-0.48093634909549493,NA,NA,NA
37671575,Nelson (2010),0.6924,-0.2714,0.1774,1.3527,NA,NA,NA
40117215,Neufeld (1995),1.08,NA,NA,NA,NA,NA,NA
37133954,Novotni (1985),0.4111682612756726,NA,NA,NA,NA,NA,NA
38296657,Nunes (2018),0.18,-0.03,0.0,NA,NA,NA,NA
37093585,Oakland (1975),-0.5461790309854716,0.5827875936482728,NA,NA,NA,NA,NA
37092590,Olson (1990),0.41935834293958285,NA,NA,NA,NA,NA,NA
37092703,Oner (1977),0.0,NA,NA,NA,NA,NA,NA
37092704,Onyehalu (1983),0.24989119170188978,0.24989119170188978,NA,NA,NA,NA,NA
39253393,Opalinski (2006),-0.19925550497670416,-0.07047645354943914,NA,NA,NA,NA,NA
40294937,Osguthorpe (1986) PT,0.14051374965726512,NA,NA,NA,NA,NA,NA
40117154,Paloczy (1997),0.0078,0.012,NA,NA,NA,NA,NA
37133956,Paquette (2003),0.18899920775862158,1.2677073114808726,NA,NA,NA,NA,NA
37092591,Paquette (2009) 1_1,0.048799385606369136,NA,NA,NA,NA,NA,NA
40294939,Paquette (2009) 1_2,1.2677073114808726,NA,NA,NA,NA,NA,NA
37133957,Parham (1993),0.2696867638048698,NA,NA,NA,NA,NA,NA
39253299,Paris (2004),-0.018645088457268623,NA,NA,NA,NA,NA,NA
38296659,Patel (2017),0.001,0.03,NA,NA,NA,NA,NA
37061141,Peeck (1979),0.22516141200128828,NA,NA,NA,NA,NA,NA
37061139,Peeck (1985) 1_1,0.743613680487446,3.4627590650986826,NA,NA,NA,NA,NA
40294942,Peeck (1985) 1_2,0.743613680487446,0.70804421418489,NA,NA,NA,NA,NA
37092708,Perkins (1988),1.39,1.007476219735897,NA,NA,NA,NA,NA
40294947,Peterson (1979) SGT,-0.08694016355569474,-0.091948450058614,-0.06127749101745243,NA,NA,NA,NA
37093590,Phelps (1989),0.5565,NA,NA,NA,NA,NA,NA
37092592,Philippakos (2012),0.6262269757457358,NA,NA,NA,NA,NA,NA
38878269,Pinnell (1994),0.24956699914989924,0.3417647261667124,NA,NA,NA,NA,NA
40117157,Powers (1974),-0.05224298148784537,0.01074918967036005,NA,NA,NA,NA,NA
37092593,Prater (1993),0.14931114401119228,0.6182845301148007,0.6951859787717529,0.32966735058827124,NA,NA,NA
40117291,Prenovost (2001),NA,NA,NA,NA,NA,NA,NA
38878270,Ransford-Kaldon (2010),0.1912657465200875,0.19559924221798566,NA,NA,NA,NA,NA
38878271,Rashotte (2001),0.5228456033601859,NA,NA,NA,NA,NA,NA
37671611,Ratcliff (2009),0.15590471815387016,-0.5789897996118665,-0.20534672002349505,0.27245492626543166,0.0815210877634747,NA,NA
39253229,Rawson (1993),NA,NA,NA,NA,NA,NA,NA
39253334,Reed (2001),-0.7373382807481144,-0.1317187794741381,NA,NA,NA,NA,NA
37092715,Reid (1988),0.9,NA,NA,NA,NA,NA,NA
40117178,Reisner (2004),0.42,0.79,NA,NA,NA,NA,NA
39253335,Rembert (1986),NA,NA,NA,NA,NA,NA,NA
37092594,Reynolds (1988),0.24290531113841216,0.049234746741971654,NA,NA,NA,NA,NA
37092778,Rickards (1978),0.21222023241054216,0.13359025855281761,0.5726670701502601,-0.338016658830497,-0.016272533009673778,-0.8191891821547743,0.03786843934006213
38296661,Rienzo (2016),-0.020832545100626095,0.28254820198497416,0.14446372850016448,0.2650365241589049,NA,NA,NA
39253336,Riley (1997),0.9452959574679282,NA,NA,NA,NA,NA,NA
40117295,Riley (1997),0.5345811827780538,NA,NA,NA,NA,NA,NA
40117160,Ritter (1992),-0.05067540056487006,NA,NA,NA,NA,NA,NA
37671612,Roberts (2010),0.3967,NA,NA,NA,NA,NA,NA
38878272,Rolfhus (2012),0.33732940807649003,NA,NA,NA,NA,NA,NA
37092595,Rosenthal (2006),0.3871929809660462,0.25948104139713934,0.46869296142487976,0.5216641600359951,NA,NA,NA
40294951,Roussey (1992) FB,NA,NA,NA,NA,NA,NA,NA
40398944,Roy (2019),0.07087287915539545,0.12976092402658868,0.01616346126133845,0.06316522481402904,NA,NA,NA
