id,pub_author,pub_year,strand_raw,strand_info,sample_analysed_info,strand_CLEAN,sample_analysed_ht,part_gen_raw,sample_analysed_CLEAN,part_gen_ht,part_gen_info,fsm_prop_info,part_gen_CLEAN,fsm_prop_ht,fsm_perc_info,fsm_prop_CLEAN,fsm_perc_ht,fsm_info_info,fsm_perc_CLEAN,fsm_info_ht,fsm_na_raw,fsm_info_CLEAN,fsm_na_info,base_n_treat_ht,fsm_na_CLEAN,base_n_treat_info,base_n_cont_ht,base_n_treat_CLEAN,base_n_cont_info,base_n_treat2_ht,base_n_cont_CLEAN,base_n_treat2_info,base_n_treat3_ht,base_n_treat2_CLEAN,base_n_treat3_info,n_treat_ht,base_n_treat3_CLEAN,n_treat_info,n_cont_ht,n_treat_CLEAN,n_cont_info,n_treat2_ht,n_cont_CLEAN,n_treat2_info,n_cont2_ht,n_treat2_CLEAN,n_cont2_info,attri_raw,n_cont2_CLEAN,attri_ht,attri_info,attri_treat_ht,attri_CLEAN,attri_treat_info,attri_perc_ht,attri_treat_CLEAN,attri_perc_info,attri_perc_CLEAN
67961477,Codding (2011),2011,NA,NA,96,,NA,['Mixed gender'],,NA,NA,NA,,NA,59,,"['Page 3:\n[¬s]""58.6% (range, 46.8 to 70.4) students\nhad free or reduced lunch[¬e]""']",NA,,NA,NA,,NA,"['Page 5:\n[¬s]""31""\n""30[¬e]""', 'Page 5:\n[¬s]""31[¬e]""']",,31,"['Page 5:\n[¬s]""35[¬e]""']",,35,"['Page 5:\n[¬s]""30[¬e]""']",,30,NA,,NA,NA,,31,NA,,35,NA,,NA,NA,,NA,['Yes'],,"['Page 3:\n[¬s]""Two students moved out of the district[¬e]""']",NA,NA,,2,"['Page 6:\n[¬s]""Ninety-ﬁve percent (n ⫽ 91) ofour sample\nhad complete data across all assessments, and a\ntotal of 26 observation points were missing.[¬e]""']",,5,
67322416,Curtis (2009) 1_1,2009,NA,NA,NA,,"['Page 3:\n[¬s]""35[¬e]""']",['Mixed gender'],,NA,NA,NA,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""This preschool served children of faculty, staff, and graduate students as well as the\ncommunity at large and so included a wide range of socioeconomic status[¬e]""']",NA,,NA,"['Page 4:\n[¬s]""14[¬e]""']",,NA,"['Page 4:\n[¬s]""21[¬e]""']",,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
67961479,Doabler (2016),2016,NA,NA,319,,"['Page 6:\n[¬s]""319 met\nthe ROOTS eligibility criteria and were ran-\ndomly assigned[¬e]""']",['Mixed gender'],,NA,NA,NA,,NA,NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,NA,NA,,67,NA,,90,NA,,162,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
67322417,Dyson (2011),2011,NA,NA,126,,"['Page 4:\n[¬s]""In all, 126 participants[¬e]""']",['Mixed gender'],,NA,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""The percentage of children enrolled in the\nfree or reduced-price lunch program ranged from 79% to\n95% in each school, with the mean being 91%[¬e]""']",NA,,NA,NA,,NA,NA,,56,NA,,65,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,['Yes'],,NA,NA,NA,,NA,NA,,4,
67322385,Fischer (1990),1990,NA,NA,82,,"['Page 3:\n[¬s]""ted. Forty-two subjects (age range from 58 to 71 months) were instruct""\n""males). The data on two students in each of the afternoon classes (3 males, 1 fe- male) were eliminated from the subsequent analyses. Two of these children had been uncooperative during the pretest, refusing to answer any questions. The third child was not pretested, and the fourth was not posttested, both because of frequent absences.""\n""). Forty-four subjects received instruction in the control treatment, 21\nin the morning (12 m[¬e]""']",['Mixed gender'],,"['Page 3:\n[¬s]""8 females""\n""11 females""\n""9 females)""\n""11 fe-""\n""males). Th""\n""1 fe-""\n""male) were eliminated from the subsequent analyses.[¬e]""']",38,NA,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""lasses in a predominantly white middle-class\nschool on t[¬e]""']",NA,,NA,"['Page 3:\n[¬s]""Forty-two subjects (age range from 58 to 71 months) were instructed using the part-part-whole curriculum""\n""males). The data on two students in each of the afternoon classes (3 males, 1 fe-\nmale) were eliminated from the subsequent analyses. Two of[¬e]""']",,42,"['Page 3:\n[¬s]""). Forty-four subjects received instruction in the control treatment""\n""males). The data on two students in each of the afternoon classes (3 males, 1 fe-\nmale) were eliminated from the subsequent analyses. Two[¬e]""']",,44,NA,,NA,NA,,NA,"['Page 3:\n[¬s]""Forty-two s""\n""two students in each of the afternoon classes (3 males, 1 fe-\nmale) were eliminated[¬e]""']",,40,"['Page 3:\n[¬s]""two students in each of the afternoon classes (3 males, 1 fe- male) were eliminated""\n""Forty-four[¬e]""']",,42,NA,,NA,NA,,NA,['Yes'],,"['Page 3:\n[¬s]""The data on two students in each of the afternoon classes (3 males, 1 fe-\nmale) were eliminated from the subsequent analyses. Two of these children had\nbeen uncooperative during the pretest, refusing to answer any questions. The third\nchild was not pretested, and the fourth was not posttested, both because of frequent\nabsences.[¬e]""']",NA,"['Page 3:\n[¬s]""two students in each[¬e]""']",,4.76,"['Page 3:\n[¬s]""The data on two students in each of the afternoon classes (3 males, 1 fe-\nmale) were eliminated from the subsequent analyses. Two of these children had\nbeen uncooperative during the pretest, refusing to answer any questions. The third\nchild was not pretested, and the fourth was not posttested, both because of frequent\nabsences.[¬e]""']",,4.65%,
67322387,Hong (1996),1996,NA,NA,57,,"['Page 1:\n[¬s]""Fifty-seven[¬e]""']",['Mixed gender'],,"['Page 5:\n[¬s]""(32 boys and 25 girls).[¬e]""']",25,NA,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""About 82% of the participants’\nfathers and 50% of their mothers had graduated from Cyear colleges.[¬e]""']",NA,,NA,"['Page 5:\n[¬s]""an experimental group\n(ni = 29)[¬e]""']",,29,"['Page 5:\n[¬s]""a control group (nz= 28)[¬e]""']",,28,NA,,NA,NA,,NA,"['Page 5:\n[¬s]""(ni = 29)[¬e]""']",,29,"['Page 5:\n[¬s]""(nz= 28)[¬e]""']",,28,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,0,NA,,0%,
67322419,Jordan (2012),2012,NA,NA,86,,"['Page 23:\n[¬s]""Number Sense 42""\n""Control""\n""44[¬e]""']",['Mixed gender'],,"['Page 6:\n[¬s]""The final sample had 63 girls (49%) and 65 boys (51%).[¬e]""']",49%,NA,,NA,93%,,"['Page 6:\n[¬s]""the mean\nparticipation in the free/reduced price lunch program being 93 percent[¬e]""']",NA,,"['Page 5:\n[¬s]""all participants were\nattending schools in low-income communities[¬e]""']",NA,,NA,"['Page 23:\n[¬s]""Number Sense 42[¬e]""']",,42,"['Page 23:\n[¬s]""Control""\n""44[¬e]""']",,44,NA,,NA,NA,,NA,"['Page 23:\n[¬s]""Number Sense""\n""42[¬e]""']",,42,"['Page 23:\n[¬s]""Control""\n""44[¬e]""']",,44,NA,,NA,NA,,NA,['Yes'],,"['Page 6:\n[¬s]""During the study period, two children (one from the language and one from the number sense group) moved out of the district; two additional children (one from the language and one from the number sense group) refused to come to the intervention about four weeks into the study.""\n""(n = 44 in each\ngroup)[¬e]""']",NA,"['Page 1:\n[¬s]""Children were randomly assigned to one of three groups (n = 44 in each group)[¬e]""', 'Page 23:\n[¬s]""Number Sense 42[¬e]""', 'Page 6:\n[¬s]""During the study\nperiod, two children (one from the language and one from the number sense group) moved\nout of the district; two additional children (one from the language and one from the number\nsense group) refused to come to the intervention about four weeks into the study.[¬e]""']",,4.5,"['Page 1:\n[¬s]""Children were randomly assigned to one of three groups (n = 44 in each group)[¬e]""', 'Page 23:\n[¬s]""Number Sense 42""\n""Control""\n""44[¬e]""', 'Page 6:\n[¬s]""During the study\nperiod, two children (one from the language and one from the number sense group) moved\nout of the district; two additional children (one from the language and one from the number\nsense group) refused to come to the intervention about four weeks into the study.[¬e]""']",,2.3%,
67322388,Kaul (1991),1991,NA,NA,40,,"['Page 7:\n[¬s]""Experimental\nGroup\n20""\n""Control 1\n20[¬e]""']",['No information provided'],,NA,NA,NA,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""Two\nsections of the Kindergarten class in the laboratory nuroery\nschool of the department were selected as the experimental\ngroup. The children in these sections were primarily of Class\nIV government employees.\n3.\nThe fathers had received school\neducation while the mothers were, in many cases, illiterate.\nTwo other sections of the same nursery school which were\ncatering to children from a similar socio economic background[¬e]""', 'Page 7:\n[¬s]""were treated as the first level of control. Comparisions were\nalso made with a group of children matched on age and socio\neconomic status from a Corporation Nursery School and another\ngroup matched on age but from a higher socio-economic status\nattending an elite private school.\nThese were mainly children\nof professionals and Class I officials.[¬e]""']",NA,,NA,"['Page 7:\n[¬s]""Experimental\nGroup\n20[¬e]""']",,20,"['Page 7:\n[¬s]""Control 1\n20[¬e]""']",,20,NA,,NA,NA,,NA,"['Page 7:\n[¬s]""Experimental\nGroup\n20[¬e]""']",,20,"['Page 7:\n[¬s]""Control 1\n20[¬e]""']",,20,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,0,NA,,0%,
67322421,Klein (2008),2008,NA,NA,316,,"['Page 6:\n[¬s]""316[¬e]""']",NA,,NA,NA,NA,,NA,100,,NA,NA,,NA,NA,,NA,"['Page 6:\n[¬s]""278[¬e]""']",,139,NA,,139,NA,,NA,NA,,NA,NA,,139,NA,,139,NA,,NA,NA,,NA,['Yes'],,NA,NA,NA,,12,NA,,12,
67961490,Kyttälä (2015),2015,NA,NA,61,,"['Page 3:\n[¬s]""61[¬e]""']",['Mixed gender'],,NA,NA,NA,,NA,NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,NA,"['Page 3:\n[¬s]""23[¬e]""']",,23,"['Page 3:\n[¬s]""17[¬e]""']",,17,"['Page 3:\n[¬s]""21[¬e]""']",,21,NA,,NA,"['Page 5:\n[¬s]""9.22[¬e]""']",,23,NA,,17,NA,,21,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
67322422,Monahan (2007),2007,NA,NA,160,,"['Page 54:\n[¬s]""and 160\nchildren were full participants in the study.[¬e]""']",['Mixed gender'],,"['Page 54:\n[¬s]""55% were boys and 45% were girls.[¬e]""']",NA,NA,,NA,NA,,"['Page 53:\n[¬s]""Nationally, 90% percent\nof Head Start families have household income levels falling below $12,000 and 64% fall\nbelow $6,000. Families must have an annual income of less than $20,000. The school\ndistrict and partner Head Start centers follow the same income guidelines for enrollment.[¬e]""']",NA,,NA,NA,,NA,NA,,80,NA,,80,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,['Unclear (please add notes)'],,NA,NA,NA,,NA,"['Page 53:\n[¬s]""Participants in the study included 200 children[¬e]""', 'Page 54:\n[¬s]""Of the 200 participants, 32\nparticipated in sessions that served as teacher-researcher training and task refinement, 8\nt\nn\nchildren began but did not complete the instruction/assessment sequence[¬e]""']",,20%,
67322424,Papic (2011),2011,NA,NA,32,,"['Page 8:\n[¬s]""20""\n""12[¬e]""']",['Mixed gender'],,NA,NA,NA,,NA,0,,"['Page 7:\n[¬s]""privately owned preschools[¬e]""']",NA,,NA,NA,,NA,"['Page 8:\n[¬s]""27[¬e]""']",,27,"['Page 8:\n[¬s]""26[¬e]""']",,26,NA,,NA,NA,,NA,"['Page 8:\n[¬s]""27[¬e]""']",,27,"['Page 8:\n[¬s]""26[¬e]""']",,26,NA,,NA,NA,,NA,['Yes'],,NA,NA,"['Page 8:\n[¬s]""June""\n""27""\n""December""\n""19[¬e]""']",,30%,"['Page 8:\n[¬s]""June""\n""27""\n""26""\n""December""\n""19""\n""16[¬e]""']",,34%,
67322397,Pasnak (1991),1991,NA,NA,57,,"['Page 4:\n[¬s]""30 experimental and 35 control children. Then 2 ex\nperimental and 6 more control children were lost because\nof moves or extended absences. Th[¬e]""']",['No information provided'],,NA,NA,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""Achievement Test (SAT) pro\nvides a rough estimate. The schools are located in an\nolder, partially urbanized area of a suburban county, and\nthey serve a high proportion of low-income and minority\nfamilies.[¬e]""']",NA,,NA,"['Page 4:\n[¬s]""he corre\nsponding sets of control children were also deleted, leav\ning 30 experimental and 35 control children. Then 2 ex\nperimental and 6 more control children were lost because\nof moves or extended absences. Th[¬e]""']",,28,"['Page 4:\n[¬s]""he corre\nsponding sets of control children were also deleted, leav\ning 30 experimental and 35 control children. Then 2 ex\nperimental and 6 more control children were lost because\nof moves or extended absences. T[¬e]""']",,29,NA,,NA,NA,,NA,"['Page 4:\n[¬s]""ng sets of control children were also deleted, leav\ning 30 experimental and 35 control children. Then 2 ex\nperimental and 6 more control children were lost because\nof moves or extended absences. The[¬e]""', 'Page 7:\n[¬s]""smallest\ngroup was size 28. T[¬e]""']",,28,"['Page 4:\n[¬s]""30 experimental and 35 control children. Then 2 ex\nperimental and 6 more control children were lost because\nof moves or extended absences. Th[¬e]""']",,29,NA,,NA,NA,,NA,['Yes'],,"['Page 4:\n[¬s]""ttrition. Two sets of experimental children were lost because of extended illness and eventual resignation of the classroom aides assigned to instruct them. The corre sponding sets of control children were also deleted, leav ing 30 experimental and 35 control children. T""\n""hen 2 ex\nperimental and 6 more control children were lost because\nof moves or extended absences. The difference in attri\ntion for the two groups did not approach statistical sig\nnificance, x2^) = .82, p > .05.[¬e]""']",NA,"['Page 4:\n[¬s]""ttrition. Two sets of experimental children were lost because of extended illness and eventual resignation of the classroom aides assigned to instruct them.""\n""ted, leav\ning 30 experimental and 35 control children. Then 2 ex\nperimental and 6 more control children were lost because\nof moves or extended absences. The[¬e]""']",,16.27,"['Page 4:\n[¬s]""ttrition. Two sets of experimental children were lost\nbecause of extended illness and eventual resignation of\nthe classroom aides assigned to instruct them. The corre\nsponding sets of control children were also deleted, leav\ning 30 experimental and 35 control children. Then 2 ex\nperimental and 6 more control children were lost because\nof moves or extended absences. The difference in attri\ntion for the two groups did not approach statistical sig\nnificance, x2^) = .82, p > .05.[¬e]""']",,21.17,
67322396,Pasnak (1996),1996,NA,NA,45,,"['Page 5:\n[¬s]""he kindergartners were 32 Black 5-year-olds from four classes in a school serving\nan impoverished urban area and 32 White 5-year-olds[¬e]""', 'Page 8:\n[¬s]""Only 45 children were still enrolled and present for all tests in May.[¬e]""']",NA,,NA,NA,NA,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""The kindergartners were 32 Black 5-year-olds from four classes in a school serving\nan impoverished urban area and 32 White 5-year-olds from four classes in a school serving\na blue-collar suburban area.[¬e]""']",NA,,NA,NA,,32,NA,,32,NA,,NA,NA,,NA,NA,,11,NA,,11,NA,,11,NA,,NA,['Yes'],,"['Page 5:\n[¬s]""The kindergartners were 32 Black 5-year-olds from four classes in a school serving\nan impoverished urban area and 32 White 5-year-olds from four classes in a school serving[¬e]""', 'Page 8:\n[¬s]""Only 45 children were still enrolled and present for all tests in May. S""\n""Since subject losses appeared to be random, ~\'(1) = 1.93, p> .05, an unweighted\nmeans solution was used as recommended by[¬e]""']",NA,NA,,NA,NA,,29.68,
67322426,Ramani (2008),2008,NA,NA,104,,"['Page 4:\n[¬s]""Participants were 124 preschool children""\n""Anadditional 12 children (4 in the number board\ngame condition and 8 in the color board game\ncondition) were given the pretest but did not com-\nplete the experiment for the following reasons:[¬e]""']",['Mixed gender'],,"['Page 4:\n[¬s]""(54%\nfemale),[¬e]""']",54,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""All participants met the income require-\nments for Head Start established by the Federal\ngovernment for 2006 (e.g., for a family of three, annual\nincome below $16,600).[¬e]""']",NA,,NA,"['Page 4:\n[¬s]""The number\nboard condition included 68 children (M 5 4 years 9[¬e]""']",,68,"['Page 4:\n[¬s]""The color board game condi-\ntion included 56 children ([¬e]""']",,56,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,['Yes'],,"['Page 4:\n[¬s]""In cases in which a Head Start\ncenter had an odd number of participants, the extra\nparticipant was assigned to the number board condi-\ntion. Anadditional 12 children (4 in the number board\ngame condition and 8 in the color board game\ncondition) were given the pretest but did not com-\nplete the experiment for the following reasons: child\nwithdrew from program (N5 5), child was absent for\nan extended period (N 5 3), child had behavior\nproblems (N 5 2), and child refused to participate\n(N 5 2).[¬e]""']",NA,NA,,17.64,NA,,16.12,
67961495,Salminen (2015),2015,NA,NA,21,,"['Page 2:\n[¬s]""With their parents\' permission, the children (n = 48) participated in assessments and computer-assisted intervention""\n""Ofthe 48 participants, 21 children fulﬁlled the criteria for poor addi-\ntion skills[¬e]""']",['Mixed gender'],,"['Page 2:\n[¬s]""A sub-\nsample of 13 children (4 boys and 9 girls; each from different day care\ncenters) formed the GGM group[¬e]""', 'Page 3:\n[¬s]""children (5 boys and 3 girls; each from different day care centers)\nformed the control (CTR) g[¬e]""']",57.14,NA,,NA,NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,NA,"['Page 2:\n[¬s]""a GGM group (n =24)\nthat took part in GraphoGame Math[¬e]""']",,24,"['Page 2:\n[¬s]""a control group (n=24) that had no extra practice during the ﬁrst\nintervention period[¬e]""']",,24,NA,,NA,NA,,NA,"['Page 4:\n[¬s]""(n = 13)[¬e]""']",,13,"['Page 4:\n[¬s]""CTR (n = 8)[¬e]""']",,8,NA,,NA,NA,,NA,['Yes'],,"['Page 2:\n[¬s]""Ofthe 48 participants, 21 children fulﬁlled the criteria for poor addi-\ntion skills (1.5 SD below the normative age level; below7th percentiles)\nand were thus included in the analyses. The inclusion criterion was\nbeing unable to solve more than three simple addition problems\n(e.g., 2 + 1, 1 + 3, 3 + 2) in a time-limited task, as compared to the\nage-level mean score of 18 out of 45. The reference data had been\ncollected by research assistants for another study one month prior\nto when the data collection for the current study was carried out\n(reference sample n =77; mean age =74.2 months, SD = 3.6). A sub-\nsample of 13 children (4 boys and 9 girls; each from different day care\ncenters) formed the GGM group (mean age =78.6 months, SD =5.4).\nOne participant was not present for the third assessment due to illness.\nThe missing data point was replaced by adding the mean gain score\nof the GGM group (the difference between the third and second assess-""\n""s. A sub-sample of8[¬e]""', 'Page 3:\n[¬s]""children (5 boys and 3 girls; each from different day care centers)\nformed the control (CTR) group (mean age =76.6months, SD =4.3).[¬e]""']",NA,"['Page 2:\n[¬s]""Ofthe 48 participants, 21 children fulﬁlled the criteria for poor addi-\ntion skills""\n""A sub-\nsample of 13 children[¬e]""']",,45.83,"['Page 2:\n[¬s]""Ofthe 48 participants, 21 children fulﬁlled the criteria for poor addi-\ntion skills (1.5 SD below the normative age level; below7th percentiles)\nand were[¬e]""']",,60.41,
67322428,Sarama (2008),2008,NA,NA,209,,"['Page 7:\n[¬s]""and 209 children (average\nage = 4.3 years in October in both treatments; 45% male), that participated in[¬e]""', 'Page 8:\n[¬s]""all aspects of data collection[¬e]""']",['No information provided'],,NA,NA,NA,,NA,87.0,,"['Page 7:\n[¬s]""In the New York programs,\n99% (Head Start) and 74% (state funded) of the children received reduced or\nfree lunch; 100% did so in the California programs[¬e]""']",NA,,"['Page 7:\n[¬s]""These programs serve an ethnically diverse population of low-income fam-\nilies: African American and Latino families compose the largest group (60% in\nNewYork programs; 80% in California), with Asian American, Caucasian, and\nMiddle-Eastern families composing the remainder. In the New York programs,\n99% (Head Start) and 74% (state funded) of the children received reduced or\nfree lunch; 100% did so in the California programs.[¬e]""']",NA,,NA,"['Page 7:\n[¬s]""resulting in 25 classrooms\n(13 experimental[¬e]""', 'Page 8:\n[¬s]""Average class size was 16.8 in[¬e]""']",,218,"['Page 7:\n[¬s]""resulting in 25 classrooms\n(13 experimental, 12 control),[¬e]""', 'Page 8:\n[¬s]""Average class size was""\n""17.5 in the control classes.[¬e]""']",,210,NA,,NA,NA,,NA,"['Page 7:\n[¬s]""esulting in 25 classrooms\n(13 experimental[¬e]""', 'Page 8:\n[¬s]"". Average class size was 16.8 in the TRIAD classes[¬e]""']",,218,"['Page 7:\n[¬s]""resulting in 25 classrooms\n(13 experimental, 12 control),[¬e]""', 'Page 8:\n[¬s]""and 17.5 in the control classes.[¬e]""']",,210,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
