ID,toolkit_strand,short_title,main_authors,year,main_title,parent_title,parent_authors,type_name,abstract,volume,issue,pages,doi,url,publisher,city,institution
72102331,['EY_Earlier starting age'],Cawley (1970),Cawley John F; Burrow Will H; Goodstein Henry A; ,1970,Performance of Head Start and non-Head Start participants at first grade,The Journal of Negro Education,NA,"Journal, Article","58 1st graders (primary Head Start sample) who had previously participated in a research project were compared with 77 secondary Head Start sample Ss and 78 non-Head-Start Ss on the Stanford Binet, L-M, the Illinois Test of Psycholinguistic Abilities, and scales of the Detroit Tests of Learning Aptitude. Data from the Peabody Picture Vocabulary Test comparing the 3 groups during kindergarten revealed no significant differences using t tests. Using profile comparisons, it is concluded that differences between Head Start and non-Head-Start children are infrequent and ""probably attributable to chance."" It is further stated that ""it is difficult to attribute the lack of differences to any particular factor or series of factors, inasmuch as experimental and control groups were not intact from the beginning of preschool.""",39,2,124-131,https://doi.org/10.2307/2966836,https://www.jstor.org/stable/2966836,NA,NA,NA
77945723,['EY_Earlier starting age'],Claessens (2014),Claessens A ; Garrett R ; ,2014,The role of early childhood settings for 4–5 year old children in early academic skills and later achievement in Australia,Early Childhood Research Quarterly,NA,"Journal, Article","Formal early childhood education programs have been shown to promote the early academic skills of young children. However, the academic benefits acquired through program attendance fade quickly in the early elementary school years. Using a nationally representative sample of Australian children, we describe the programmatic and teacher differences between different types of formal early childhood programs for children between 4 and 5 years old—pre-year 1, school-based preschool, standalone preschool, and center-based child care. We examine the child and family background characteristics that are correlated with selection into different settings and how these settings are associated with children's early academic skills and on their subsequent achievement. We focus on understanding if there are differential academic benefits accrued from each program type and whether or not these benefits persist into the early elementary school years. Results indicate that maternal employment and economic disadvantage are correlated with program participation and that pre-year 1 and preschool teachers have higher qualifications. Results also show that children who attended a pre-year 1 program held an initial, significant advantage in early academic skills compared to children enrolled in center child care. Center child care was associated with higher early math skills than preschools. Children who did not attend any early childhood programming lagged behind their peers in school readiness skills. By middle childhood, all the early skill advantages had disappeared, showing rapid fadeout of academic benefits acquired from these specific types of early childhood programs. Implications for policy and practice are discussed.",29,4,550-561,https://doi.org/10.1016/j.ecresq.2014.06.006,https://www.sciencedirect.com/science/article/pii/S0885200614000702,NA,NA,NA
72102333,['EY_Earlier starting age'],Clark (1979),Clark Carlean Manning; ,1979,Effects of the project Head Start and Title I preschool programs on vocabulary and reading achievement measured at the kindergarten and fourth grade levels,NA,NA,Dissertation,"There are currently two federally-funded preschool programs available to Detroit area children— Project Head Start and Title I Pre-School. With millions of tax dollars being expended each year to support preschool education, we must critically evaluate the affect this training is having on participants' learning achievements beyond the preschool years. Are preschool participants the beneficiaries of learning achievement advanced beyond that of non-participants? Is there a sustained affect of preschool education beyond the kindergarten or first grade level? Is one preschool program more effective than the other at preparing children to learn? It was the intent of this study to assist in answering these questions. The research design chosen for this study was a complex version of Campbell and Stanley's Posttest-Only Control Group Design. To meet the design a randomly selected study population was established. This population consisted of the following four groups  a. 20 Project Head Start program participants  b. 20 Title I Pre-School program participants  c. 20 children who were eligible for but did not participate in the Head Start program— (this group constituted the Head Start control)  d. 20 children who were eligible for but did not participate in the Title I Pre-School program— (this group constituted the Title I Pre-School control). Data gathering instruments consisted of  a. the Detroit Reading Readiness Test at the kindergarten level  b. the reading section of the Iowa Tests of Basic Skills at the fourth grade level. The conclusions of the data analysis as they relate to the research questions should be carefully considered. It would appear that  1. Head Start program participants made significant gains over non-participants when observed at the kindergarten and fourth grade levels  2. no significant mean score differences occurred among the Title I Pre-School program participants and non participants at either the kindergarten or.fourth grade levels  3. no significant differences were measured when scores of the two preschool programs' participants were compared at the kindergarten and fourth grade levels. _MR",NA,NA,109,NA,https://search.proquest.com/docview/302946762,ProQuest Dissertations Publishing,NA,Wayne State University
71969350,['EY_Earlier starting age'],de Felício (2012),de Felício Fabiana ; Terra Rafael ; Zoghbi Ana Carolina; ,2012,The effects of early childhood education on literacy scores using data from a new Brazilian assessment tool,Estudos Econômicos,NA,"Journal, Article","The aim of this study was to identify the effects of early childhood education (ECE) on literacy scores of 2nd grade students in elementary school. To do that, the Provinha Brasil was administered in Sertãozinho-SP, in conjunction with a socioeconomic questionnaire. Despite external validity problems, the evaluation of the effects of ECE in one municipality is advantageous, as we can estimate the effects of one kind of treatment. Other studies ignore this fact. Often, they estimate an average effect of various treatments effects (not just one), as they use data from different municipalities where ECE programs have different levels of quality. The OLS and Propensity Score Matching results show that students who started school at the ages of 5, 4, and 3 years had literacy scores between 12.22 and 19.54 points higher than those who began school at the age of 6 years or later.",42,1,97-128,https://doi.org/10.1590/S0101-41612012000100004,https://www.scielo.br/j/ee/a/wY4rL34LcHg9bVPZYkfcyfy/?lang=en,NA,NA,NA
72102341,['EY_Earlier starting age'],Ellinwood (1971),Ellinwood Beverly W; ,1971,Early school admissions program: 1969-70 evaluation,NA,NA,Report,"During the 1969-70 school year, the Early School Admissions Program (ESAP) for 4-year-old disadvantaged pupils was offered in 22 Baltimore City Public Schools. Each center had both a morning and an afternoon session enrolling different children. The overall goal of the ESAP was to improve the disadvantaged pupil's ability to learn, to provide comprehensive services which would promote learning to assure attention to the total development of the pupils and to involve ESAP parents in determining educational opportunities for their children and in reinforcing each pupil's learning experiences at home. Since there was no standard type of control group available, ESAP and non-ESAP pupils were examined in Kindergarten and Grade 1. Data presented in this evaluation substantiate the fact that ESAP pupils in Kindergarten and in Grade One performed at significantly higher levels than did non-ESAP pupils. Recommendations are made for the improvement of future ESAP programs.",NA,NA,126,NA,https://eric.ed.gov/?id=ED055675,NA,NA,"Baltimore City Public Schools, MD."
77945730,['EY_Earlier starting age'],Gormley (2005),Gormley W T Jr; Gayer T ; Phillips D ; Dawson B ; ,2005,The effects of universal pre-K on cognitive development,Developmental Psychology,NA,"Journal, Article","In this study of Oklahoma's universal pre-K program, the authors relied on a strict birthday eligibility criterion to compare ""young"" kindergarten children who just completed pre-K to ""old"" pre-K children just beginning pre-K. This regression-discontinuity design reduces the threat of selection bias. Their sample consisted of 1,567 pre-K children and 1,461 kindergarten children who had just completed pre-K. The authors estimated the impact of the pre-K treatment on Woodcock-Johnson Achievement test scores. The authors found test impacts of 3.00 points (0.79 of the standard deviation for the control group) for the Letter-Word Identification score, 1.86 points (0.64 of the standard deviation of the control group) for the Spelling score, and 1.94 points (0.38 of the standard deviation of the control group) for the Applied Problems score. Hispanic, Black, White, and Native American children all benefit from the program, as do children in diverse income brackets, as measured by school lunch eligibility status. The authors conclude that Oklahoma's universal pre-K program has succeeded in enhancing the school readiness of a diverse group of children. ",41,6,872–884,https://doi.org/10.1037/0012-1649.41.6.872,https://psycnet.apa.org/doiLanding?doi=10.1037%2F0012-1649.41.6.872,NA,NA,NA
72102356,['EY_Earlier starting age'],Hartford City Board of Education (1973),Hartford City Board of Education; ,1973,Child Development - Headstart Program.,NA,NA,Report,"The Child Development-Head Start program of Hartford is described. Included is a statement of needs, program objectives, a description of the components (sites), and the evaluation plan. This Head Start program has special provisions for Spanish bilingual as well as handicapped children. Parent involvement is stressed. Results of the evaluation indicated gains in language development for the children in the program lasting through the end of kindergarten. Information gained from the parent questionnaire indicated that most parents had visited their child's school and/or worked with the teacher.",NA,NA,13,NA,https://eric.ed.gov/?id=ED086365,"Hartford City Board of Education, CT.",NA,NA
72102358,['EY_Earlier starting age'],Hebbeler (1985),Hebbeler Kathleen ; ,1985,An old and a new question on the effects of early education for children from low income families,Educational Evaluation and Policy Analysis,NA,"Journal, Article","Examined the long-term effects of a Head Start program administered in Montgomery County, Maryland. Data were collected on 3 cohorts of children who attended the program in 1978–1979, 1974–1975, or 1970–1971. For school year 1983–1984, students were in 4th, 8th, or 12th grade. Head Start students were compared with students who had applied to the Head Start program but were not admitted. Sources of data included demographic information, pupil records (including test data), and information on attendance, coursework, grades, and special education services. Results indicate that early childhood education had a positive impact on the long-term education achievements of children from low-income families.",7,3,207-216,https://doi.org/10.3102/01623737007003207,https://journals.sagepub.com/doi/10.3102/01623737007003207,"Sage CA: Los Angeles, CA",NA,NA
72102367,['EY_Earlier starting age'],Hubbard (1967),Hubbard James L; Zarate Leonore T; ,1967,An exploratory study of oral language development among culturally different children (Final report on head start evaluation and research--1966-67 to the institute for educational development. Section iv),NA,NA,Report,"The culturally disadvantaged child, although very verbal in his local environment, is usually verbally deficient with respect to society as a whole. Part of the answer to providing a more effective language education to the culturally deprived youth is enrichment or compensatory programs like head start. To investigate the effect of the austin head start program on the language development and ability of primary grade pupils, a 15-item oral language development scale was created to evaluate the language ability of 49 head start and 105 non-head start disadvantaged pupils in the first and second grades. The children were asked questions by a teacher, and their spontaneous expressions were taped. These taped expressions were then independently evaluated by 2 teachers on the rating scale, and the scores were recorded. The scores were divided into 12 groups reflecting the differences in characteristics of the participating pupils on 3 dimensions, namely, (1) head start or non-head start, (2) first or second grade, and (3) high, middle, or low reading ability. An example of a group denomination would be ""head start first graders of middle reading ability."" scores for each group were obtained in the fall of 1966 and again in the spring of 1967. The data showed no real significant differences between the head start and non-head start groups over the other 2 dimensions. A comparison of the fall and spring scores showed that only middle ability first grade head start pupils and low ability first grade non-head start pupils made considerable improvement in language development from the fall to spring session. The inconclusiveness of the results, a matter for future improvement, was most likely due to the type of measuring procedure used.",NA,NA,NA,NA,https://eric.ed.gov/?id=ED019120,NA,Austin: Texas,University of Texas Child Development Evaluation and Research Center
72102378,['EY_Earlier starting age'],Larsen (1989),Larsen Jean M; Robinson Clyde C; ,1989,Later effects of preschool on low-risk children,Early Childhood Research Quarterly,NA,"Journal, Article","This longitudinal study examines the effects of preschool attendance upon school achievement scores and out-of-school activities for 196 second and third grade children, 125 of whom had attended a university-affiliated preschool and 71 of whom were nonattenders. They were from low-risk educationally advantaged families. Males who had attended preschool scored significantly higher on the reading vocabulary, total reading, spelling, total language, and total battery components of achievement measures than did males who had not attended preschool. A preschool effect upon achievement scores for females from these age groups was not found. Contrary to assumptions that home and family experiences are sufficient to enhance development and learning for low-risk children, the findings of this study seem to indicate that, for males, preschool attendance does have a significant effect on later school achievement scores, especially in language-related areas.",4,1,133-144,https://doi.org/10.1016/S0885-2006(89)90142-7,https://www.sciencedirect.com/science/article/pii/S0885200689901427,NA,NA,NA
72102379,['EY_Earlier starting age'],Larson (1972),Larson Daro E; ,1972,Stability of gains in intellectual functioning among white children who attended a preschool program in rural Minnesota. Final report.,NA,NA,Report,"This study was undertaken to ascertain the degree of stability of significant gains made in intellectual functioning by a group of children who attended Head Start programs and two groups of children who did not attend preschool programs. Data collected and analyzed at postkindergarten showed nonsignificant differences between performance levels of the experimental group and the control groups in intellectual functioning, the phonemes test and the letter names test. The experimental group performed significantly below one control group on the learning rate test. Data collected and analyzed at post-first grade showed nonsignificant differences between performance levels of the experimental group and the control group in intellectual functioning, on work study skills and arithmetic. The experimental group performed significantly below the control groups on paragraph meaning and vocabulary. (Author)",NA,NA,NA,NA,https://eric.ed.gov/?id=ED066227,NA,NA,Mankato State College
72102385,['EY_Earlier starting age'],McNamara (1968),McNamara J Regis; ,1968,"Evaluation of the effects of Head Start experience in the area of self-concept, social skills, and language skills: Pre-publication draft.",NA,NA,Report,"About 180 Negro Head Start children in Dade County, Florida, were tested (1) to discover if the county's program contributed significantly to language skills, social skills, and self-concept development and (2) to determine if an efficient instrument could be developed to measure self-concept in the disadvantaged child. Pretests and posttests used were the Children's Projective Pictures of Self-Concept, the Preschool Attainment Record, the Self-Concept Rating Scale, and an anxiety scale. In the posttest phase, 20 subjects in a proportional random selection were compared with 20 control children (from the same districts) with no preschool experience. The Head Start sample performed significantly better on tests measuring social skills, language skills, and self-concept. The meaning of the significance was unclear because of the possibility of an interaction effect between the pretest and the experimental variable  namely, exposure to the Head Start program. It was suggested that Head Starters entering the first grade the following fall be tested and that their performance be compared with the performance of a control group with no preschool experience. (DO)",NA,NA,NA,NA,https://eric.ed.gov/?id=ED028832,NA,"Pre-publication draft - Miami, FL:",Dade County Board of Public Instruction.
71142161,['EY_Earlier starting age'],Melhuish (2002) 1_1,Melhuish Edward ; Quinn Louise ; Sylva Kathy ; Sammons Pam ; Siraj-Blatchford Iram ; Taggart Brenda ; Shields Christopher ; ,2002,Pre-school experience and cognitive development at the start of primary school,NA,NA,Report,"This longitudinal study assesses the attainment and development of children followed between the ages of 3 and 7 years. Over 700 children were recruited to the study during 1998 and 1999 from 80 pre-school centres. Both qualitative and quantitative methods (including multilevel modelling) are used to explore the effects of pre-school experience on children's cognitive attainment and social/behavioural development at entry to school and any continuing effects on such outcomes up to 7 years of age. In addition to the effects of preschool experience, the study investigates the contribution to children's development of individual and family characteristics such as gender, family size, parental education and employment. This overview describes the research design and discusses a variety of research issues (methodological and practical) in investigating the impact of pre-school provision on children's developmental progress. A parallel study is being carried out in England (EPPE).",NA,NA,59,NA,https://ro.uow.edu.au/sspapers/1987/,The Stranmillis Press,"Belfast, Northern Ireland","Department of Education (DE), Department of Health, Social Services and Public Safety (DHSSPS) and Social Steering Group (SSG)1998-2004"
74578022,['EY_Earlier starting age'],Melhuish (2002) 1_2,Melhuish Edward ; Quinn Louise ; Sylva Kathy ; Sammons Pam ; Siraj-Blatchford Iram ; Taggart Brenda ; Shields Christopher ; ,2002,Pre-school experience and cognitive development at the start of primary school,NA,NA,Report,"This longitudinal study assesses the attainment and development of children followed between the ages of 3 and 7 years. Over 700 children were recruited to the study during 1998 and 1999 from 80 pre-school centres. Both qualitative and quantitative methods (including multilevel modelling) are used to explore the effects of pre-school experience on children's cognitive attainment and social/behavioural development at entry to school and any continuing effects on such outcomes up to 7 years of age. In addition to the effects of preschool experience, the study investigates the contribution to children's development of individual and family characteristics such as gender, family size, parental education and employment. This overview describes the research design and discusses a variety of research issues (methodological and practical) in investigating the impact of pre-school provision on children's developmental progress. A parallel study is being carried out in England (EPPE).",NA,NA,59,NA,https://ro.uow.edu.au/sspapers/1987/,The Stranmillis Press,"Belfast, Northern Ireland","Department of Education (DE), Department of Health, Social Services and Public Safety (DHSSPS) and Social Steering Group (SSG)1998-2004"
72102390,['EY_Earlier starting age'],Munoz (2001),Munoz Marco A; ,2001,The critical years of education for at-risk students: The impact of an early childhood program on student learning,NA,NA,Report,"The Jump Start program is a preschool program serving about 4,000 four-year-olds in a partnership including Head Start, Even Start, a tuition-based program, and the Kentucky preschool program mandated by the Kentucky Educational Reform Act (KERA). This study compared the family of Jump Start programs and a comparison group on student academic performance. Participating in the study was one cohort of students from the 1996-1997 school year who participated in free lunch programs. Academic performance was assessed with the Stanford Diagnostic Reading and Mathematics Test total battery score. The Early Childhood Student Profile provided information on student cognitive/language/literacy skills, mathematics and logic skills, and language arts. The findings showed that the Jump Start program's KERA preschool and Head Start showed higher mean scores than the comparison group in both reading and mathematics. KERA's preschool had the highest scores for both reading and mathematics. An attendance analysis showed that the Jump Start class of 1996-1997 increased their attendance pattern from preschool to grade 3. Also, participants in the Jump Start programs made significant gains in the various dimensions measured by the Early Childhood Student Profile. (Contains 23 references.) (KB)",NA,NA,NA,NA,https://eric.ed.gov/?id=ED456913,NA,"Louisville, KY",Jefferson County Public Schools
72102392,['EY_Earlier starting age'],Nummedal (1971),Nummedal Susan G; Stern Carolyn ; ,1971,Head start graduates: One year later,Annual meeting of the American Educational Research Association,NA,"Journal, Article","To determine the continuing impact of Head Start experience, this follow-up study compared (1) the behavior of children who had Full Year Head Start (FYHS) experience under three different types of agencies, and (2) within each agency, where possible, the behavior of children who did not have FYHS experience. Subjects were 102 FYHS children and 39 non Head Start children. Data were gathered to assess the child's home background as well as his current school environment. A pretest and posttest battery of four instruments was administered to each child and five sets of observations were made in classrooms where subjects were enrolled. Results indicate that children attended markedly contrasting first year of primary school programs. Changes in intellectual functioning were complex and for the most part inconclusive. Difficulties in research design reflected problems consistent with comparative studies of this type. Rather than conclude that FYHS failed to affect a lasting change in children, this study points up the importance of carefully describing the different classroom environments and selecting appropriate comparison groups when attempting to evaluate the long-range effects of Head Start. Numerous tables are included. (WY)",NA,NA,NA,NA,https://eric.ed.gov/?id=ED048929,NA,Los Angeles,California University
72102393,['EY_Earlier starting age'],Perry (1999),Perry Donna G; ,1999,A study to determine the effects of pre-kindergarten on kindergarten readiness and achievement in mathematics.,NA,NA,Dissertation,"The intent of this study was to determine if attendance in a good quality prekindergarten program using developmentally appropriate activities had a positive effect on kindergarten mathematics readiness skills and achievement. Participating were 80 children, 4 to 6 years old, divided into two experimental and two control groups. Standardized test scores from the Slosson Kindergarten Readiness Test and the Metropolitan Assessment Package were used to compare the two groups. Each of the experimental groups attended one year of developmental prekindergarten, whereas the control groups had no preschool experience. The results indicated that the experimental groups scored significantly higher than control groups, suggesting that attending preschool had a positive effect on kindergarten mathematics readiness skills and achievement",NA,NA,NA,NA,https://eric.ed.gov/?id=ED430701,NA,"Salem, WV",Salem Teikyo University
72102396,['EY_Earlier starting age'],Pinkelton (1976),Pinkelton Norma B. Harris; ,1976,"A comparison of referred Head Start, non-referred Head Start and non-Head Start groups of primary school children on achievement, language processing, and classroom behavior",NA,NA,Dissertation,"The purpose of this study was to evaluate the progress of children who had gone through Cincinnati’s Public School  Headstart Program. The primary purpose was to identify the learning outcomes after five years of exposure to Headstart. A sample of students enrolled in the Headstart Pre-School, school based program (Experimental Group) for the year 1968-1969, was identified and sub-divided into those  who were referred (Referred Headstart) for professional medical and educational reasons and those who did not need referral (Non-Referred Headsatrt). A comparable size sample of Non-Headstart children of same age and class grade were randomly selected for the control group. The total population was selected from a determined number of schools chosen primarily on the basis of having  Headstart students enrolled, having a racial balance of black and white students, greater than 30 to 70 percent, and a high mobility rate. Where this was not possible, equal samples were randomly selected from schools with  homogeneous racial groups. Schools were chosen based on the above criteria from the four elementary school districts  in Cincinnati's School System (Eastern Area and Eastern Central Area, Western Area and Western Central Area). Special or parochial schools were included as possible schools for use in this study. Data was obtained from four standardized tests (Myklebust, Devereux, Metropolitan, and Kuhlmann-Anderson) of written language facility, classroom behavior, achievement and intelligence. Statistical Analysis was done by  using either (1) T-Test, (2) Two-Way Analysis of Variance or (3) Stepwise Discriminant Analysis for each of the 22  hypotheses. All school-related data was obtained from or channeled through the Research and Evaluation Division of the Cincinnati Public School System. _MR",NA,NA,196,NA,https://www.proquest.com/docview/288185282,ProQuest Dissertations Publishing,NA,University of Cincinnati
72102398,['EY_Earlier starting age'],Porter (1965),Porter Philip J; Leodas Costa ; Godley R Ann; Budoff Milton ; ,1965,"Evaluation of headstart educational program in Cambridge, Massachusetts. Final report",NA,NA,Report,"Beginning with a review of the nursery school movement (froebel, montessori, and mcmillan,) this evaluation relates the historical material to head start, specifically in cambridge mass. During the summer of 1965, matched groups of 33 head start children and 33 non-head start children (control group) were studied. School pre-registration lists provided names and socio-economic information for both the head start children and the control group children. Both groups were tested during the two weeks between the close of head start sessions and the first day of public school. Scores on measurement instruments were analyzed on the basis of (1) sex, (2) mother's educational level, and (3) family income level. The measure of learning rate as determined by the seguin form board was the most consistent in showing differences resulting from head start intervention. The chief difference seems to be that head start experience aided a child in attacking learning tasks. Follow-up research is needed into health, social case work, effects on formal schooling, and evaluation and refinement of the program. (LG)",NA,NA,NA,NA,https://eric.ed.gov/?id=ED013668,NA,"Cambridge, MA",Harvard University
