id,pub_author,pub_year,strand_raw,strand_info,toolkit_version,out_tit_tool,out_tit_tool_CLEAN,out_desc_tool,out_desc_tool_CLEAN,out_type_tool,out_type_tool_CLEAN,smd_tool,smd_tool_CLEAN,se_tool,se_tool_CLEAN,out_measure_tool,out_measure_tool_CLEAN,out_g1_n_tool,out_g1_n_tool_CLEAN,out_g1_mean_tool,out_g1_mean_tool_CLEAN,out_g1_sd_tool,out_g1_sd_tool_CLEAN,out_g2_n_tool,out_g2_n_tool_CLEAN,out_g2_mean_tool,out_g2_mean_tool_CLEAN,out_g2_sd_tool,out_g2_sd_tool_CLEAN,ci_lower_tool,ci_lower_tool_CLEAN,ci_upper_tool,ci_upper_tool_CLEAN,out_label_tool,out_label_tool_CLEAN,out_samp_tool,out_samp_tool_CLEAN,out_comp_tool,out_comp_tool_CLEAN,out_es_type_tool,out_es_type_tool_CLEAN,out_test_type_raw_tool,out_test_type_raw_tool_CLEAN
42025494,Evangelou (2007),2007,['Parental engagement'],NA,NA,Verbal Comprehension (BAS),,"Verbal Comprehension from the British Ability Scales II (BAS) by Elliot, Smith, and McCulloch (1996). The test assesses understanding of language.",,"['Toolkit primary outcome', 'Other outcome']",,0.5255,,0.1692,,Literacy  speaking and listening/oral language,,64.0,,21.16,,3.43,,83.0,,19.68,,2.2,,0.1939,,0.8572,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025517,Fantuzzo (1995),1995,['Parental engagement'],NA,NA,Mathematics Computation,,Posttest adjusted means and SD's for maths computation. PIvsPractice Control. These results are also given for dyads in each group,,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.323,,0.4034,,Mathematics,,12.0,,552.71,,48.13,,13.0,,537.58,,42.54,,-0.4677,,1.1137,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42025509,Fielding-Barnsley (2003),2003,['Parental engagement'],NA,NA,PPVT (time 2),," The Peabody picture vocabulary test (PPVT-111) (Dunn and Dunn, 1997). This test is a measure of receptive vocabulary. A matrix of four pictures is shown to the child, who is then asked to choose the picture that matches the spoken word provided by the tester.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.4583,,0.2903,,Literacy  reading other,,26.0,,88.69,,10.0,,23.0,,81.65,,19.35,,-0.1107,,1.0273,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025495,France (1993),1993,"['Parental engagement', 'One to one tuition']",NA,NA,Graded Spelling Test,,"The Graded Spelling Test (Daniels and Diack 1979) was applied before and after the project to all the children in one class in the Year 4 group, whether participant or not",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.5752,,0.389,,Literacy  spelling,,22.0,,0.51,,0.51,,10.0,,0.18,,0.66,,-0.1873,,1.3377,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42025140,Glass (1978),1978,['Parental engagement'],NA,NA,CPre-ScInv (Kinderg) Read&Maths,,Cooperative Pre-School Inventory (Kindergarten) Reading & Maths combined – gain scores,,"['Toolkit primary outcome', 'Other outcome']",,-0.4183,,0.2418,,Combined subjects,,35.0,,-1.75,,0.0,,35.0,,0.0,,0.0,,-0.8923,,0.0556,,Primary outcome,,['Sample: All'],,With business as usual,,['Pre-post gain'],,['Test type: Standardised test '],
45336742,Guastello (2001) PE,2001,['Parental engagement'],NA,NA,Rubric score - Parental engagement - parental group,,"Rubric score for writing with 6 components (ie. topic focus, organisation, ... etc) as developed by the St. John's University - Parental engagement - parental group. NOTE  post-test means & Sd give ES=2.19! therefore i took the 2xAnova stats",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.619,,0.1604,,Literacy  writing,,NA,,NA,,NA,,NA,,NA,,NA,,0.3045,,0.9334,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
42025141,Hampton (1998),1998,['Parental engagement'],NA,NA,Reading ES - CTS & Terra Nova,,,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.808,,0.112,,Literacy  reading comprehension,,0.80798934,,0,,0,,0.11204754,,0,,0,,0.5884,,1.0276,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025474,Hannon (1987),1987,['Parental engagement'],NA,NA,NFER Reading Test A,,Posttest means and SD's for all project children vs control,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.0889,,0.1604,,Literacy  reading comprehension,,71.0,,96.2,,12.9,,86.0,,95.1,,11.8,,-0.2255,,0.4034,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025518,Heller (1993),1993,['Parental engagement'],NA,NA,Computation Maths RPT + PI v RPT,,Computation Maths RPT + PI v RPT,,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.5928,,0.2411,,Mathematics,,36.0,,9.5,,1.9,,36.0,,8.5,,1.4,,0.1202,,1.0654,,Primary outcome,,['Sample: Low achievers'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
45336749,Henderson (1982) PE,1982,['Parental engagement'],NA,NA,SCORES FOR THE READING COMPREHENSION TEST,,"There are 16 skill objectives represented in the reading comprehension test. The objectives are organized into three major divisions  ""facts— to recognize and understand stated factual details and relationships  inferences— to infer underlying relation­ ships  generalizations— to develop generalizations from a selection"" (Hieronymous et al., 1979, p. 32).",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.2389,,0.1469,,Literacy  reading comprehension,,102.0,,26.58,,10.45,,86.0,,24.12,,10.02,,-0.0491,,0.5269,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
42025142,Henry (1974),1974,['Parental engagement'],NA,NA,Word in context,,posttest means and SD's for fathers reading vs control,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.9468,,0.5728,,Literacy  decoding/phonics,,5.0,,10.6,,7.27,,11.0,,3.82,,6.56,,-0.1759,,2.0694,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42025212,Henry (1974),1974,['Parental engagement'],NA,NA,Naming Letters,,Posttest Combined means and SD's or mothers+fathers vs control,,"['Toolkit primary outcome', 'Reading primary outcome']",,-0.2188,,0.4111,,Literacy  decoding/phonics,,13.0,,41.08,,14.06,,11.0,,43.56,,5.13,,-1.0246,,0.587,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42025143,Hewison (1988),1988,['Parental engagement'],NA,NA,London Reading (School 1+2 Combined) - PE,,London Reading Test (School 1+2)  Combined for fixed effect - Parental engagement,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.4771,,0.2025,,Literacy  reading comprehension,,0.477055284,,0,,0,,0.202474127,,0,,0,,0.0802,,0.8739,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42024832,Highberger (1973),1973,['Parental engagement'],NA,NA,Peabody Picture Vocabulary Test - Parental Engagement,,Pre-post gain score of the Peabody Picture Vocabulary Test. Form J was administered at pre-test and Form B at post-test.,,"['Toolkit primary outcome', 'Reading primary outcome']",,1.1584,,0.2425,,Literacy  reading other,,40.0,,10.08,,7.25,,40.0,,1.6,,7.25,,0.683,,1.6337,,Primary outcome,,['Sample: All'],,With business as usual,,['Pre-post gain'],,['Test type: Standardised test '],
42025144,Hirst (1972),1972,['Parental engagement'],NA,NA,Gates McGinitie -compreh- Parental Eng.,,Gates McGinitie Reading-comprehension - Parental Engagement,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1064,,0.2043,,Literacy  reading comprehension,,NA,,NA,,NA,,NA,,NA,,NA,,-0.2939,,0.5067,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
38296625,Husain (2016),2016,['Parental engagement'],NA,NA,KS2 Maths Overall ES,,"Age standardised pre-test post-test scores. InCAS measure of attainment in general mathematics which consists of four components that measure informal arithmetic  formal arithmetic  measures, shapes and space  and data handling.",,"['Toolkit primary outcome', 'Mathematics primary outcome']",,-0.0162,,0.0738,,Mathematics,,NA,,NA,,NA,,NA,,NA,,NA,,-0.1609,,0.1285,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment AND clustering'],,['Test type: Standardised test '],
42025475,Jordan (2000),2000,['Parental engagement'],NA,NA,CAP Language Posttest,,Comprehensive Assessment Program Language Postest,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.6865,,0.1439,,Literacy  reading other,,177.0,,37.27,,4.3,,71.0,,33.83,,6.42,,0.4045,,0.9685,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025422,Justice (2000),2000,['Parental engagement'],NA,NA,Words in Print,,Posttest Means and SD's ,,"['Toolkit primary outcome', 'Reading primary outcome']",,1.0585,,0.4076,,Literacy  reading comprehension,,14.0,,0.64,,0.19,,14.0,,0.41,,0.23,,0.2596,,1.8575,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42025439,Kiesner (1997),1997,['Parental engagement'],NA,NA,Mathematics Quiz,,"These tests were constructed by graduate student research assistants, drawing problem types directly from the chapters of the textbooks that the teachers were planning to teach during the course of this study.",,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.0,,0.4174,,Mathematics,,11.0,,10.9,,3.3,,12.0,,10.9,,2.4,,-0.8182,,0.8182,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
42064877,Kim (2008),2008,['Parental engagement'],NA,NA,ITBS Posttest Adjusted for pretest covariate,,ITBS Posttest Adjusted for pretest covariate,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1384,,0.1393,,Literacy  reading other,,100.0,,207.0,,28.57,,107.0,,203.07,,28.01,,-0.1345,,0.4114,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
42064876,Kim (2010),2010,['Parental engagement'],NA,NA,Pot-Test Comprehension scores (GMRT)(Family Literacy v Control),,"Gates–MacGinitie Reading Test, includes a total reading score based on a 48-item comprehension subtest and a 45-item vocabulary subtest.",,"['Toolkit primary outcome', 'Reading primary outcome']",,-0.1028,,0.1343,,Literacy  reading comprehension,,112.0,,18.98,,20.9,,110.0,,21.07,,19.58,,-0.3661,,0.1605,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42059811,Koh (1982),1982,['Parental engagement'],NA,NA,CBTS– Gr1-Grp A  Reading  Parental Engag.,,CBTS (Comprehensive Test of Basic Skills) – Gr1 - Grp A - Reading -Parental Engagement,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.2551,,0.267,,Literacy  reading comprehension,,19.0,,0.9586,,0.0,,55.0,,0.0,,0.0,,-0.2682,,0.7784,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
42025146,Kosten (1997),1997,['Parental engagement'],NA,NA,California Achievement Test 5 (Science),,Posttest means and SD's fror reatment vs control,,"['Toolkit primary outcome', 'Science primary outcome']",,0.0746,,0.3383,,Science,,17.0,,48.35,,16.7,,18.0,,47.19,,13.63,,-0.5885,,0.7377,,Primary outcome,,['Sample: Average'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025476,Kraft (2001),2001,['Parental engagement'],NA,NA,WRMT Word Identification,,Posttest means and SD's ,,"['Toolkit primary outcome', 'Other outcome']",,0.2758,,0.3073,,Literacy  decoding/phonics,,20.0,,104.1,,11.3,,23.0,,99.9,,17.5,,-0.3266,,0.8781,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025477,Leach (1990),1990,['Parental engagement'],NA,NA,Neale - Comprehension - Parental engag.,,Neale Test - Reading Comprehension - Parental engagement,,"['Toolkit primary outcome', 'Reading primary outcome']",,1.2306,,0.3929,,Literacy  reading comprehension,,30.0,,6.807,,0.459,,10.0,,6.25,,0.39,,0.4606,,2.0006,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025499,Lonigan (1998),1998,['Parental engagement'],NA,NA,PPVT Posttest adjusted High compliance Home only v control,,PPVT Posttest adjusted High compliance Home only v control,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.0852,,0.4534,,Literacy  reading other,,7,,82.1,,9.41,,16,,80.7,,17.78,,-0.8035,,0.9738,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
38296639,Lord (2018),2018,['Parental engagement'],NA,NA,Parental Engagement - reading comprehension KS1,,Mean posttest KS1 scores adjusted for comparibility and clustering using an intention to treat (ITT) approach.,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.03,,0.061,,Literacy  reading comprehension,,NA,,NA,,NA,,NA,,NA,,NA,,-0.0896,,0.1496,,Secondary outcome(s),,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment AND clustering'],,['Test type: National test'],
42024838,McCormick (1986),1986,['Parental engagement'],NA,NA,PPVT-R,,Posttest means and SD's for wav 2 intervention vs control... as instructions state,,"['Toolkit primary outcome', 'Other outcome']",,0.0029,,0.2748,,Cognitive  other,,27.0,,100.07,,9.14,,26.0,,100.04,,10.92,,-0.5356,,0.5415,,,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
42025500,McElvany (2009),2009,['Parental engagement'],NA,NA,HAMLET 3- 4 (Comprehension),,Posttest t-value controlled for pretest scores ,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.0666,,0.1057,,Literacy  reading comprehension,,116.0,,0.63,,0.0,,393.0,,0.0,,0.0,,-0.1406,,0.2737,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
42025441,McGrath (1992),1992,['Parental engagement'],NA,NA,English Literature Scores,,"Posttest means and SD's for English literature, parents supervision vs no supervision ",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1861,,0.2742,,Literacy  reading comprehension,,34.0,,83.6176,,7.58,,22.0,,82.2273,,7.023,,-0.3514,,0.7235,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
42025150,McKinney (1975),1975,['Parental engagement'],NA,NA,Mathematics Posttest ,,F-value for comparison between treatment and control ,,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.3294,,0.2847,,Mathematics,,NA,,NA,,NA,,NA,,NA,,NA,,-0.2286,,0.8874,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: National test'],
42024898,McQueen (1988),1988,['Parental engagement'],NA,NA,PPVT (grp I vs III - adjusted means),,"The Peabody Picture Vocabulary Test (PPVT) provides an estimate of verbal intelligence through measuring receptive vocabulary. Since the subjects are not required to read, the PPVT is useful when working with nonreaders or marginal readers, as was the case in this study. ",,"['Toolkit primary outcome', 'Reading primary outcome']",,1.1959,,0.3557,,Literacy  reading other,,20.0,,51.41,,15.32,,18.0,,35.82,,9.09,,0.4986,,1.8931,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
42025519,Mehran (1988),1988,['Parental engagement'],NA,NA,CTBS   reading - Parental Engagm.,,(CTBS) Comprehensive Test of Basic Skills-Total reading - Parental Engagm.,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.2451,,0.2683,,Literacy  reading comprehension,,28.0,,377.03,,66.7,,28.0,,361.05,,61.76,,-0.2808,,0.7711,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025151,Meteyer (1998),1998,['Parental engagement'],NA,NA,Assigned Maths Grades,,Posttest means and SD's for maths grades,,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.1784,,0.2782,,Mathematics,,25.0,,81.0,,8.6,,27.0,,79.56,,7.3,,-0.3668,,0.7236,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: School-developed test'],
42025479,Miller (1986),1986,['Parental engagement'],NA,NA,Neale  - Comprehension- Parental Engag.,,Neale Analysis of Reading Ability - Comprehension,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.3737,,0.2815,,Literacy  reading comprehension,,NA,,NA,,NA,,NA,,NA,,NA,,-0.178,,0.9254,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025520,Miller (1996),1996,['Parental engagement'],NA,NA,GORT-D  reading - Parental Eng.,,GORT-D paragraph reading subtest -Parental Engagement,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1463,,0.2953,,Literacy  reading comprehension,,23.0,,9.9,,9.6,,23.0,,8.5,,9.2,,-0.4325,,0.7252,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
