id,pub_author,pub_year,strand_raw,strand_info,strand_CLEAN,toolkit_version,sample_analysed_info,sample_analysed_ht,sample_analysed_CLEAN,part_gen_raw,part_gen_ht,part_gen_info,part_gen_CLEAN,fsm_perc_info,fsm_perc_ht,fsm_perc_CLEAN,fsm_info_info,fsm_info_ht,fsm_info_CLEAN,fsm_na_raw,fsm_na_info,fsm_na_CLEAN,base_n_treat_ht,base_n_treat_info,base_n_treat_CLEAN,base_n_cont_ht,base_n_cont_info,base_n_cont_CLEAN,base_n_treat2_ht,base_n_treat2_info,base_n_treat2_CLEAN,base_n_treat3_ht,base_n_treat3_info,base_n_treat3_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,n_cont_ht,n_cont_info,n_cont_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,attri_raw,attri_ht,attri_info,attri_CLEAN,attri_treat_ht,attri_treat_info,attri_treat_CLEAN,attri_perc_ht,attri_perc_info,attri_perc_CLEAN
42025488,Chow (2003),2003,"['Parental engagement', 'Oral language interventions']",NA,,NA,57,NA,,['Mixed gender'],"['Page 14:\n[¬s]"" the sex ratio and the pretest scores were not fully balanced across groups, though there were no significant differences found. [¬e]""', 'Page 7:\n[¬s]""A demographic information questionnaire was administered at the pretest. It consisted of questions about participating children\x92s school, class, sex, date of birth, maternal education level, maternal occupation, paternal education level and paternal occupation.[¬e]""']",Numbers not given.,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,29,,NA,29,,NA,NA,,NA,NA,,NA,29,,NA,29,,NA,27,,NA,27,,['No'],NA,NA,,NA,NA,,NA,NA,
42025489,Chow (2008),2008,['Parental engagement'],NA,,NA,148,"['Page 4:\n[¬s]""a total of 148 children[¬e]""']",,['Mixed gender'],"['Page 4:\n[¬s]""There were 91 male\nand 57 female participants.[¬e]""']",50,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],"Mention of HK income, but no mention of SES",,"['Page 7:\n[¬s]""37[¬e]""']",38,,"['Page 7:\n[¬s]""36[¬e]""']",37,,"['Page 7:\n[¬s]""38[¬e]""']",38,,"['Page 7:\n[¬s]""37[¬e]""']",37,,NA,37,,"['Page 7:\n[¬s]""36[¬e]""']",36,,NA,NA,,NA,NA,,['Yes'],"['Page 4:\n[¬s]""One child in the DR\ncondition and another in the control condition dropped out during\nthe study,[¬e]""']",NA,,"['Page 4:\n[¬s]""One child in the DR\ncondition and another in the control condition dropped out during\nthe study, and thus our data were from a total of 148 children[¬e]""']",2.6,,NA,1.33,
42025134,Clegg (1971),1971,['Parental engagement'],NA,,NA,30,"['Page 38:\n[¬s]""Tuenty children from Classroom A uere randomly selected""\n""Ten children\nuere randomly selected from Classroom B[¬e]""']",,['Mixed gender'],NA,"US state public school, likely to be mixed gender",,NA,NA,,NA,"['Page 37:\n[¬s]""The residential section surrounding the school comprised about\nninety per cent Blacks, many of uhom uere economically dis\xad\nadvantaged, and ten per cent advantaged Uhites, most of uhom\nuere middle-class and sent their children to private schools.[¬e]""', 'Page 38:\n[¬s]""The school records indicated stable,\nfull-time employment for about one-third (9) of the parents\nuhile the rest of the uorking parents had a variety of lou-\npaying part-time jobs. More than one-third (12) of the\nfamilies received Aid to Dependent Children funds. Some of\nthese children uere in foster homes or uere living uith\nrelatives.[¬e]""']",,NA,NA,,NA,10,,NA,10,,NA,NA,,NA,NA,,NA,10,,NA,10,,NA,NA,,NA,NA,,['No'],NA,Results table indicates no attrition,,NA,0,,NA,0,
42025415,Crain-Thoreson (1999),1999,['Parental engagement'],NA,,NA,32,"['Page 4:\n[¬s]""Thus, final group sizes were""\n""Parent, n =""\n""10,""\n""Staff/control, n""\n""=""\n""9.[¬e]""']",,['Mixed gender'],"['Page 4:\n[¬s]""Thirty-two children (22 boys and 10 girls) q[¬e]""']",31,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,13,,NA,11,,NA,NA,,NA,NA,,NA,10,,NA,9,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,23,,NA,21,
45336725,Crain-Thoreson (1999) PE,1999,['Parental engagement'],NA,,NA,19,"['Page 4:\n[¬s]""Thus, final group sizes were Parent, n = 10,\nStaff/practice, n - 13, and Staff/control, n - 9.[¬e]""']",,['Mixed gender'],NA,No specific numbers for participants in two strands provided. From original 32 (22 B  10G),,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,13,,NA,13,,NA,NA,,NA,NA,,NA,10,,NA,13,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,23,,NA,12,
42025417,DeBaryshe (2007),2007,['Parental engagement'],NA,,NA,126,"['Page 7:\n[¬s]""Complete pre- and\nposttest data were available for 126 children.[¬e]""']",,['Mixed gender'],"['Page 7:\n[¬s]""52% were boys.[¬e]""']",48,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 12:\n[¬s]""Literacy (n = 51)[¬e]""']",51,,"['Page 12:\n[¬s]""Control (n = 30)""\n""Math (n = 44)[¬e]""']",30,,NA,NA,,NA,NA,,"['Page 12:\n[¬s]""Literacy (n = 51)[¬e]""']",51,,"['Page 12:\n[¬s]""Control (n = 30)[¬e]""']",30,,NA,NA,,NA,NA,,['Yes'],"['Page 7:\n[¬s]""Complete pre- and\nposttest data were available for 126 children. (Note that 26% of the original sample\nwas lost to attrition, almost all due to children leaving two of the control class-\nrooms before the end of the school year. There were no differences on age or any\npretest score for those children who completed the school year vs. those who left\nHead Start.)[¬e]""']","yes, but this is the ORIGINAL sample, not the 126 children that are reported here, see highlighted section ",,NA,NA,,NA,NA,
42025436,Doering (1994),1994,['Parental engagement'],NA,,NA,43,"['Page 63:\n[¬s]""Forty-six""\n""One\nexperim en tal and two control group sub jec ts moved ou t of th e school\nd is tric t accoun ting for the a ttrition du ring th is investigation.[¬e]""']",,['No information provided'],NA,NA,,39,"['Page 63:\n[¬s]""Thirty-\nth ree p e rc en t of th e s tu d e n t popu la tion qualified for free or reduced\nlunche s . E igh teen pe rcen t of the school en ro llm en t qualified for\nC h ap te r I services.[¬e]""']",,NA,NA,,NA,NA,,NA,23,,NA,23,,NA,NA,,NA,NA,,NA,22,,NA,21,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,4,,NA,7,
42024828,Donachy (1976),1976,['Parental engagement'],NA,,NA,64,NA,,['Mixed gender'],"['Page 2:\n[¬s]""all groups were matched for sex\n(half of each group being boys)[¬e]""']",50,,NA,NA,,NA,"['Page 2:\n[¬s]""social class (half of each group being Class V and\nthe other half Classes 11, I11 and IV on the Registrar General’s classification[¬e]""']",,NA,NA,,"['Page 2:\n[¬s]""16\n16[¬e]""']",32,,NA,32,,NA,NA,,NA,NA,,"['Page 2:\n[¬s]""16\n16[¬e]""']",32,,"['Page 2:\n[¬s]""16[¬e]""']",32,,NA,NA,,NA,NA,,['No'],NA,"if there was any attrition this was substituted by other children, therefore n attrition",,NA,NA,,NA,NA,
38296611,Dorsett (2014),2014,"['Metacognition and self-regulation', 'Parental engagement', 'Extending school time']",NA,,NA,491,"['Page 22:\n[¬s]""PETT and the TT classes – 635 and 377 pupils, respectively – compared to 543 in control classes.[¬e]""', 'Page 23:\n[¬s]""Remaining schools (ns=23) Remaining schools (ns=17) PE & TT non-missing 6-months outcomes (nc/np): Reading = 12/227 Arithmetic = 12/238 General maths = 12/233 SDQs = 9/170 PVT = 17/261 TT only non-missing 6-months outcomes (nc/np): Reading = 4/83 Arithmetic = 4/85 General maths = 4/83 SDQs = 4/64 PVT = 5/76 Control non-missing 6-months outcomes (nc/np): Reading = 14/311 Arithmetic = 14/326 General maths = 14/338 SDQs = 13/287 PVT = 13/329[¬e]""']",,['Mixed gender'],NA,48,,27,NA,,NA,NA,,NA,NA,,"['Page 22:\n[¬s]""635[¬e]""']",635,,"['Page 22:\n[¬s]""543[¬e]""']",543,,"['Page 22:\n[¬s]""377[¬e]""']",377,,NA,NA,,"['Page 29:\n[¬s]""209[¬e]""']",209,,"['Page 29:\n[¬s]""283[¬e]""']",283,,"['Page 30:\n[¬s]""70[¬e]""']",70,,"['Page 30:\n[¬s]""208""\n""160[¬e]""']",208,,['Yes'],"['Page 22:\n[¬s]""Of the Intervention schools, two dropped out, one before and one after the start of the programm""\n""Of the control schools, four dropped out before the programme had started and five dropped out later""\n""The impact estimates were based on fewer observations still due to missing post-tests.""\n""The bottom boxes in Figure 3 show, for each outcome""\n"" the number of pupils, across all classes, for which the outcome is observed.[¬e]""', 'Page 22:\n[¬s]""There were a number of additional deviations from the design. Two control schools provided data for two classes rather than one. This resulted in there being 19 classes for 17 schools. In one intervention school both classes received the animation session, resulting in there being one additional PETT class and one less TT class. Additionally, four intervention schools provided outcomes for the PETT class but none for the TT class.[¬e]""']",On top of schools droping out a number of pupils were excluded from analysis due to missing 6-month outcomes  PE & TT   Reading = (635-227)/635= 64.3% Arithmetic = (635-238)/635= 62.5% General maths = (635-233)/635= 63.3% SDQs = (635-170)/635= 73.2% PVT = (635-261)/635= 58.9% TT  Reading = (377-83)/377= 78% Arithmetic = (377-85)/377= 77.5% General maths = (377-83)/377= 78% SDQs = (377-64)/377= 83% PVT= (377-76)/377= 79.8% Control  Reading = (543-311)/543= 42.7% Arithmetic = (543-326)/543= 40% General maths = (543-338)/543= 37.8% SDQs = (543-287)/543= 47.1% PVT = (543-329)/543= 39.4% ,,"['Page 22:\n[¬s]"" 635 and 377[¬e]""', 'Page 23:\n[¬s]""227""\n""83[¬e]""']",69,,"['Page 22:\n[¬s]"" 635""\n""377""\n""543[¬e]""', 'Page 23:\n[¬s]""227""\n""83""\n""311[¬e]""', 'Page 82:\n[¬s]""57%[¬e]""']",58,
42025516,Erion (1994),1994,['Parental engagement'],NA,,NA,24,"['Page 65:\n[¬s]""Twenty-four subjects[¬e]""']",,['Mixed gender'],"['Page 65:\n[¬s]""Fourteen (58%) were\nboys[¬e]""']",42,,21,"['Page 65:\n[¬s]""Five (21%) received free or reduced lunches[¬e]""']",,NA,NA,,NA,NA,,"['Page 63:\n[¬s]""Demographic Data for Experimental Group""\n""12[¬e]""']",12,,"['Page 64:\n[¬s]""Table 2\nDemographic Data for Control Group[¬e]""', 'Page 87:\n[¬s]""12""\n""Control""\n""Table 5[¬e]""']",12,,NA,NA,,NA,NA,,"['Page 87:\n[¬s]""12[¬e]""']",12,,"['Page 87:\n[¬s]""12[¬e]""']",12,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
42025494,Evangelou (2007),2007,['Parental engagement'],NA,,NA,604,"['Page 11:\n[¬s]""604 children.[¬e]""', 'Page 11:\n[¬s]""This repre-\nsented a participation rate of 71% in the Comparison group and 68% in the Oxford\ngroup. The year by year attrition conformed to the expected pattern and resulted in\na final retention rate by the sixth year of 71% for the Oxford group and 76% for the\nComparison group.[¬e]""']",,['Mixed gender'],NA,NA,,NA,NA,,NA,"['Page 11:\n[¬s]""The Oxford group had signif- icantly fewer mothers of white ethnicity (82.3% v 90%)""\n""and more single mothers (21.1% v 11.3%)""\n""There was\nalso a difference between the groups in the level of maternal qualifications [χ2 = 18.381,\ndf = 6, p <.05]; the Comparison group had a smaller proportion of mothers with no\nqualifications and a much higher proportion of those with GCSE and O-Levels.\nHowever, the Oxford group had higher levels of further and higher education. The\nOxford group were in receipt of considerably more benefits than the Comparison group\n(44.6% v 28%) [χ2 = 17.627, df = 1, p <0.01] and had a larger family size [t = 2.471,\ndf = 594, p < .05].""\n""There were no significant differences\nbetween the groups in car ownership, child’s gender or birth weight at the birth inter-\nview or maternal socio-economic status as measured at the first birthday interview.[¬e]""']",,NA,NA,,"['Page 6:\n[¬s]""73[¬e]""']",73,,"['Page 6:\n[¬s]""91[¬e]""']",91,,NA,NA,,NA,NA,,"['Page 12:\n[¬s]""64[¬e]""']",64,,"['Page 12:\n[¬s]""83[¬e]""']",83,,NA,NA,,NA,NA,,['Yes'],"['Page 6:\n[¬s]""Table 2[¬e]""']",NA,,"['Page 6:\n[¬s]""73""\n""64[¬e]""']",12.33,,"['Page 6:\n[¬s]""73""\n""91""\n""64""\n""83[¬e]""']",10.37,
42025517,Fantuzzo (1995),1995,['Parental engagement'],NA,,NA,78,"['Page 3:\n[¬s]""A total of 78 academically at-risk students attending a public\nelementary school in a large urban city in the Northeastern United\nStates were selected to participate in this study[¬e]""']",,['Mixed gender'],NA,51,,"Data representing family income indicated that all of the participants' families were members of lower socioeco- nomic groups (i.e., all the students qualified for the federally subsidized lunch program).",NA,,NA,NA,,NA,NA,,NA,26,,NA,26,,NA,NA,,NA,NA,,NA,24,,NA,26,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,12,,NA,8,
42025509,Fielding-Barnsley (2003),2003,['Parental engagement'],NA,,NA,49,"['Page 2:\n[¬s]""26""\n""23[¬e]""']",,['Mixed gender'],"['Page 2:\n[¬s]""experimental group was made up of 26 children (9 girls,\n17 boys; mean age 70.2 months), and 23 children (6 girls,\n17 boys; mean age 70.5 months[¬e]""']",30,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 2:\n[¬s]""The experimental group was made up of 26 children[¬e]""']",26,,"['Page 2:\n[¬s]""23 children (6 girls, 17 boys; mean age 70.5 months) made up the control group.[¬e]""']",23,,NA,NA,,NA,NA,,NA,26,,NA,23,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
42025495,France (1993),1993,"['Parental engagement', 'One to one tuition']",NA,,NA,32,"['Page 3:\n[¬s]""fifty-three children\nparticipated in total.[¬e]""']",,['Mixed gender'],NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 4:\n[¬s]""In the tested class, there were 22 Cued Spellers[¬e]""']",22,,"['Page 4:\n[¬s]""10\nnon-participant comparison children.[¬e]""']",10,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""Cued\nSpellers\n(n = 22[¬e]""']",22,,"['Page 4:\n[¬s]""Comparison\ngroup\n(n= 10)[¬e]""']",10,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
42025140,Glass (1978),1978,['Parental engagement'],NA,,NA,290,"['Page 55:\n[¬s]"" 290 pupils, 40 parents, and 20 teachers""\n""There were three groups of pupils from kindergarten, primary, intermediate and upper levels. These groups were: (1) those pupils who received volunteer service in their classrooms, (2) those pupils who did not receive volunteer service in their classrooms, and (3) children of parents who were classified according to the level of their parents participation in the school.[¬e]""']",,['No information provided'],NA,NA,,NA,NA,,NA,"['Page 52:\n[¬s]""Charles Drew Elementary School serves East Lake Meadows, a large low cost housing project in the Dekalb portion of Atlanta.""\n""There are approximately 5,000 residents in the project of which approximately 92 percent of the families are headed by a single, female parent. A m ajority of those who work do not have fu ll\xad tim e or regular jobs.[¬e]""']",,NA,NA,,"['Page 55:\n[¬s]""Experimental\nand control classes were designated in primary, intermediate, and upper level.\nThere were 25 pupils in each experimental and each control class.""\n""There were two kindergarten teachers; one of them conducted the\nexperimental class, the other the control class. Thirty-five pupils each in the\nexperimental and control classes who had taken the pre and post tests of the[¬e]""', 'Page 56:\n[¬s]""Cooperative Preschool Inventory were compared. T[¬e]""']",110,,"['Page 55:\n[¬s]""Experimental\nand control classes were designated in primary, intermediate, and upper level.\nThere were 25 pupils in each experimental and each control class.""\n""There were two kindergarten teachers; one of them conducted the\nexperimental class, the other the control class. Thirty-five pupils each in the\nexperimental and control classes who had taken the pre and post tests of the[¬e]""', 'Page 56:\n[¬s]""Cooperative Preschool Inventory were compared.[¬e]""']",110,,NA,NA,,NA,NA,,"['Page 55:\n[¬s]""Experimental\nand control classes were designated in primary, intermediate, and upper level.\nThere were 25 pupils in each experimental and each control class.""\n""Thirty-five pupils each in the\nexperimental and control classes who had taken the pre and post tests of the[¬e]""', 'Page 56:\n[¬s]""Cooperative Preschool Inventory were compared.[¬e]""']",110,,"['Page 55:\n[¬s]""Experimental\nand control classes were designated in primary, intermediate, and upper level.\nThere were 25 pupils in each experimental and each control class. T""\n""Thirty-five pupils each in the\nexperimental and control classes who had taken the pre and post tests of the[¬e]""', 'Page 56:\n[¬s]""Cooperative Preschool Inventory were compared[¬e]""']",110,,NA,NA,,NA,NA,,['Unclear (please add notes)'],NA,"numbers are not reported in the analysis section, and still unclear in the sample section",,NA,NA,,NA,NA,
45336742,Guastello (2001) PE,2001,['Parental engagement'],NA,,NA,167,NA,,['Mixed gender'],NA,50,,NA,NA,,NA,"['Page 16:\n[¬s]""Students were enrolled in one of three schools:\n(1) an affluent suburban school on the south shore of Nassau County. NY;\n(2) a low socioeconomic multi-ethnic school located in Brooklyn, NY; and\n(3) a middle-class school in Queens, NY.[¬e]""']",,NA,NA,,"['Page 16:\n[¬s]""The experimental group\nconsisted of 97 students, 50 female, and 47 male[¬e]""']",97,,"['Page 16:\n[¬s]""The control group con\xad\ntained 70 students, 34 female, and 36 male. T[¬e]""']",70,,NA,NA,,NA,NA,,"['Page 19:\n[¬s]""The experimental group had 97 students[¬e]""']",97,,"['Page 19:\n[¬s]""he control group had\n70 students.[¬e]""']",70,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
