id,pub_author,smd_tool,se_tool,pub_year,pub_year_raw_risk,pub_year_risk_value,strand_raw,pub_type_raw,pub_type_risk,pub_type_risk_value,part_assig_raw,part_assig_risk,part_assig_risk_value,eco_valid_raw,eco_valid_risk,eco_valid_risk_value,school_treat_info,school_treat_info_new,school_treat_risk,school_treat_risk_value,int_who_raw,peers,lay persons/volunteers,digital technology,parents/carers,external teachers,teaching assistants,research staff,class teachers,unclear/not specified,int_who_raw_risk_value,class_total_info,class_total_info_new,class_total_info_risk,class_total_risk_value,out_eval_raw,out_eval_risk,out_eval_risk_value,comp_anal_raw,comp_anal_risk,comp_anal_risk_value,sample_analysed_info,sample_size_risk,sample_size_risk_value,out_test_type_raw,out_test_type_raw_risk,out_test_type_raw_risk_value,out_es_type,out_es_type_raw_risk,out_es_type_risk_value,attri_perc_info,attri_perc_info_raw_risk,attri_perc_info_risk_value,clust_anal_raw,clust_anal_raw_risk,clust_anal_risk_value,rand_raw,rand_risk,rand_risk_value,NA_values,Mean,Median,raw_total
42025488,Chow (2003),0.4584,0.2663,2003,Low Risk,3,"['Parental engagement', 'Oral language interventions']",Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,2,2.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,57.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,2,2.4615384615384617,3.0,32.0
42025489,Chow (2008),0.065,0.23,2008,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,148.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,1.33,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,2,2.6923076923076925,3.0,35.0
42025134,Clegg (1971),0.734,0.4656,1971,High Risk,1,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,2,2.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,30.0,High Risk,1.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,1,2.2857142857142856,3.0,32.0
42025415,Crain-Thoreson (1999),0.3848,0.4648,1999,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,"['Class teachers', 'Other school staff', 'Parents/carers']",False,False,False,True,False,False,False,True,False,3.0,NA,0.0,NA,NA,Unclear/not stated,Medium Risk,2.0,Yes,Low Risk,3,32.0,Medium Risk,2.0,NA,NA,NA,NA,NA,NA,21.0,High Risk,1,No,High Risk,1.0,Yes,Low Risk,3,3,2.25,2.5,27.0
45336725,Crain-Thoreson (1999) PE,0.3889,0.4253,1999,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,3,3.0,Medium Risk,2.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,19.0,High Risk,1.0,NA,NA,NA,NA,NA,NA,12.0,Medium Risk,2,No,High Risk,1.0,Yes,Low Risk,3,3,2.25,2.0,27.0
42025417,DeBaryshe (2007),0.0592,0.2301,2007,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,3,3.0,Medium Risk,2.0,['Class teachers'],False,False,False,False,False,False,False,True,False,3.0,11,11.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3,126.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,0,2.7333333333333334,3.0,41.0
42025436,Doering (1994),0.3459,0.3076,1994,Medium Risk,2,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,Low ecological validity,High Risk,1.0,1,1.0,High Risk,1.0,"['Class teachers', 'External teachers']",False,False,False,False,True,False,False,True,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,43.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,7.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,1,2.142857142857143,2.0,30.0
42024828,Donachy (1976),0.7165,0.2584,1976,High Risk,1,['Parental engagement'],Journal article,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,64.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,2,2.1538461538461537,2.0,28.0
38296611,Dorsett (2014),-0.141,0.283,2014,Low Risk,3,"['Metacognition and self-regulation', 'Parental engagement', 'Extending school time']",Technical report,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,25,25.0,Low Risk,3.0,"['Class teachers', 'External teachers']",False,False,False,False,True,False,False,True,False,2.0,65,65.0,Low Risk,3.0,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3,491.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment AND clustering,Low Risk,3.0,58.0,High Risk,1,Yes,Medium Risk,2.0,Yes,Low Risk,3,1,2.7142857142857144,3.0,38.0
42025516,Erion (1994),0.4529,0.4145,1994,Medium Risk,2,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,"['Class teachers', 'Parents/carers']",False,False,False,True,False,False,False,True,False,3.0,4,4.0,Medium Risk,2.0,An organization commissioned independently to evaluate,Low Risk,3.0,Yes,Low Risk,3,24.0,High Risk,1.0,Test type  Researcher developed test,High Risk,1.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,1,2.2857142857142856,3.0,32.0
42025494,Evangelou (2007),0.5255,0.1692,2007,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,604.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,10.37,Medium Risk,2,No,High Risk,1.0,Not applicable,Medium Risk,2,2,2.3076923076923075,2.0,30.0
42025517,Fantuzzo (1995),0.323,0.4034,1995,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,"['Class teachers', 'Teaching assistants']",False,False,False,False,False,True,False,True,False,3.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,78.0,Medium Risk,2.0,NA,NA,NA,NA,NA,NA,8.0,Low Risk,3,No,High Risk,1.0,No/Unclear,Medium Risk,2,3,2.3333333333333335,2.5,28.0
42025509,Fielding-Barnsley (2003),0.4583,0.2903,2003,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,Unclear,High Risk,1.0,17,17.0,Low Risk,3.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,49.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,1,2.2142857142857144,2.0,31.0
42025495,France (1993),0.5752,0.389,1993,Medium Risk,2,"['Parental engagement', 'One to one tuition']",Journal article,Low Risk,3,Unclear,Medium Risk,2.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,32.0,Medium Risk,2.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,3,2.1666666666666665,2.0,26.0
42025140,Glass (1978),-0.4183,0.2418,1978,High Risk,1,['Parental engagement'],Dissertation or thesis,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,Low ecological validity,High Risk,1.0,1,1.0,High Risk,1.0,"['Class teachers', 'Parents/carers']",False,False,False,True,False,False,False,True,False,3.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,290.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Pre-post gain,Medium Risk,2.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,1,2.142857142857143,2.0,30.0
45336742,Guastello (2001) PE,0.619,0.1604,2001,Low Risk,3,['Parental engagement'],Conference paper,Medium Risk,2,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,"['Research staff', 'Class teachers']",False,False,False,False,False,False,True,True,False,3.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,167.0,Low Risk,3.0,Test type  Researcher developed test,High Risk,1.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,No/Unclear,Medium Risk,2,2,2.3076923076923075,3.0,30.0
42025141,Hampton (1998),0.808,0.112,1998,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,"Non-random, not matched prior to treatment",Medium Risk,2.0,High ecological validity,Low Risk,3.0,4,4.0,Medium Risk,2.0,"['Class teachers', 'Parents/carers']",False,False,False,True,False,False,False,True,False,3.0,10,10.0,Low Risk,3.0,The developer,Medium Risk,2.0,No,Medium Risk,2,58.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,0,2.2666666666666666,2.0,34.0
42025474,Hannon (1987),0.0889,0.1604,1987,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,"Non-random, not matched prior to treatment",Medium Risk,2.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2,152.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,Yes,Medium Risk,2.0,Not applicable,Medium Risk,2,1,2.2142857142857144,2.0,31.0
42025518,Heller (1993),0.5928,0.2411,1993,Medium Risk,2,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,"['Class teachers', 'Peers', 'Parents/carers']",True,False,False,True,False,False,False,True,False,3.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2,112.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,1,2.357142857142857,3.0,33.0
45336749,Henderson (1982) PE,0.2389,0.1469,1982,Medium Risk,2,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,2,2.0,NA,NA,['Unclear/not specified'],False,False,False,False,False,False,False,False,True,1.0,In the two we are interested in N=4  Overall N=6.,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,188.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,0.0,Low Risk,3,Yes,Medium Risk,2.0,No/Unclear,Medium Risk,2,2,2.5384615384615383,3.0,33.0
42025142,Henry (1974),0.9468,0.5728,1974,High Risk,1,['Parental engagement'],Dissertation or thesis,Low Risk,3,NA,NA,NA,NA,NA,NA,1,1.0,High Risk,1.0,NA,False,False,False,False,False,False,False,False,False,NA,NA,0.0,NA,NA,NA,NA,NA,No,Medium Risk,2,16.0,High Risk,1.0,NA,NA,NA,NA,NA,NA,60.0,High Risk,1,No,High Risk,1.0,Yes,Low Risk,3,7,1.625,1.0,13.0
42025212,Henry (1974),-0.2188,0.4111,1974,High Risk,1,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2,16.0,High Risk,1.0,NA,NA,NA,NA,NA,NA,60.0,High Risk,1,No,High Risk,1.0,Yes,Low Risk,3,3,1.9166666666666667,2.0,23.0
42025143,Hewison (1988),0.4771,0.2025,1988,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Retrospective Quasi Experimental Design (QED),Medium Risk,2.0,Unclear,High Risk,1.0,2,2.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,An organization commissioned independently to evaluate,Low Risk,3.0,Yes,Low Risk,3,248.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,2,2.230769230769231,2.0,29.0
42024832,Highberger (1973),1.1584,0.2425,1973,High Risk,1,['Parental engagement'],Journal article,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Unclear or details not provided,Medium Risk,2,80.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Pre-post gain,Medium Risk,2.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,1,2.0714285714285716,2.0,29.0
42025144,Hirst (1972),0.1064,0.2043,1972,High Risk,1,['Parental engagement'],Dissertation or thesis,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,High ecological validity,Low Risk,3.0,2,2.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Unclear or details not provided,Medium Risk,2,72.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,Yes,Medium Risk,2.0,Yes,Low Risk,3,2,2.230769230769231,2.0,29.0
38296625,Husain (2016),-0.0162,0.0738,2016,Low Risk,3,['Parental engagement'],Technical report,Low Risk,3,Random (please specify),Low Risk,3.0,Low ecological validity,High Risk,1.0,16,16.0,Low Risk,3.0,['External teachers'],False,False,False,False,True,False,False,False,False,2.0,NA,0.0,NA,NA,An organization commissioned independently to evaluate,Low Risk,3.0,Yes,Low Risk,3,1923.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment AND clustering,Low Risk,3.0,12.45,Medium Risk,2,Yes,Medium Risk,2.0,Yes,Low Risk,3,1,2.642857142857143,3.0,37.0
42025475,Jordan (2000),0.6865,0.1439,2000,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,"Non-random, not matched prior to treatment",Medium Risk,2.0,High ecological validity,Low Risk,3.0,3,3.0,Medium Risk,2.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,248.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,1,2.357142857142857,2.5,33.0
42025422,Justice (2000),1.0585,0.4076,2000,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,Low ecological validity,High Risk,1.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2,28.0,High Risk,1.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,4,2.0,2.0,22.0
42025439,Kiesner (1997),0.0,0.4174,1997,Medium Risk,2,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,23.0,High Risk,1.0,Test type  Researcher developed test,High Risk,1.0,Post-test unadjusted (select one from this group),High Risk,1.0,20.6,High Risk,1,No,High Risk,1.0,Yes,Low Risk,3,1,1.9285714285714286,2.0,27.0
42064877,Kim (2008),0.1384,0.1393,2008,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,2,2.0,NA,NA,"['Class teachers', 'Parents/carers']",False,False,False,True,False,False,False,True,False,3.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,400.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,25.0,High Risk,1,No,High Risk,1.0,Yes,Low Risk,3,2,2.6153846153846154,3.0,34.0
42064876,Kim (2010),-0.1028,0.1343,2010,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,Low ecological validity,High Risk,1.0,4,4.0,Medium Risk,2.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,"13 classes, as the students who participated in the intervention and those given alternate treatments or the control, were randomised on an individual level. Therefore, each classroom will be made up of students from each sample. ",0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,222.0,Low Risk,3.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,Unclear,NA,NA,No/Unclear,Medium Risk,2,4,2.4545454545454546,3.0,27.0
42059811,Koh (1982),0.2551,0.267,1982,Medium Risk,2,['Parental engagement'],Dissertation or thesis,Low Risk,3,Retrospective Quasi Experimental Design (QED),Medium Risk,2.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,"['Class teachers', 'Parents/carers', 'Lay persons/volunteers']",False,True,False,True,False,False,False,True,False,3.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,74.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,2,2.4615384615384617,3.0,32.0
42025146,Kosten (1997),0.0746,0.3383,1997,Medium Risk,2,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['External teachers'],False,False,False,False,True,False,False,False,False,2.0,NA,0.0,NA,NA,An organization commissioned independently to evaluate,Low Risk,3.0,No,Medium Risk,2,35.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,1,2.2857142857142856,2.5,32.0
