id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,source_raw,source_eef_reports,study_place_info,study_place_ht
38296676,Gorard (2014),2014,['Technical report'],['Summer schools'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1722,0.1141,['Pre-post gain'],Summer School - English PiE,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.1722,0.1141,NA,NA,NA,['Mathematics primary outcome'],-0.0023,0.1146,NA,NA,NA,NA,NA,NA,303,43,NA,['Primary/elementary school'],"['9', '10', '11']",FALSE,46.0,"['UK (Select all that apply)', 'England']",['Individual RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['Summer/ holiday period'],"['External teachers', 'Peers']",4,5,360,['Toolkit: Summer schools'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 5:\n[¬s]""London and the South East: Brighton, Enfield and Islington[¬e]""']"
38296614,Gorard (2015),2015,['Technical report'],"['Oral language interventions', 'Metacognition and self-regulation']","['Toolkit primary outcome', 'Other outcome']",-0.0257,0.0377,['Post-test unadjusted (select one from this group)'],Cognitive Abilities Test 4 (CAT4)  ,With business as usual,['Sample: All'],Cognitive  reasoning,['Test type: Standardised test '],['Reading primary outcome'],-0.04,0.0512,NA,NA,NA,['Mathematics primary outcome'],-0.0799,0.0512,NA,NA,NA,NA,NA,NA,2821,46,NA,['Primary/elementary school'],"['9', '8', '10']",FALSE,47.0,"['UK (Select all that apply)', 'England']",['Cluster RCT'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'Paired learning']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],33,1,45,['Toolkit: Metacognition and self-regulation'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 11:\n[¬s]"" five areas across England (Northeast, Northwest, Southeast, Southwest, and the Midlands) [¬e]""', 'Page 14:\n[¬s]""Birmingham, London, Hull, Sheffield, Manchester, Hertfordshire, Staffordshire, and Stoke-on-Trent[¬e]""', 'Page 11:\n[¬s]"" representing a range of geography, economy, local political control, population density, and levels of disadvantage.[¬e]""']"
38296615,Gorard (2015),2015,['Technical report'],"['Digital technology', 'Feedback']","['Toolkit primary outcome', 'Reading primary outcome']",0.2396,0.1091,['Post-test adjusted for baseline attainment'],DIG SCORE New Group Reading Test A (NGRT A),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2396,0.1091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339  ,4,1,['Secondary/High school'],"['11', '12']",FALSE,35.0,"['UK (Select all that apply)', 'England']",['Individual RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'One to one']",['Yes (Please specify)'],['Yes'],['No'],"['During regular school hours ', 'Before/after school']","['Class teachers', 'Digital technology']",22,4,50,['Toolkit: Feedback'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 17:\n[¬s]"" The schools involved were located at four different locations in Essex, Sussex, Thornaby and Liverpool[¬e]""']"
38296616,Gorard (2015),2015,['Technical report'],"['Small group tuition', 'Phonics']","['Toolkit primary outcome', 'Reading primary outcome']",0.2392,0.0981,['Pre-post gain'],New Group Reading Test B (NGRT-B),With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2392,0.0981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,10,NA,['Secondary/High school'],"['11', '12']",FALSE,36.0,"['UK (Select all that apply)', 'England']",['Multisite RCT'],"['Small group/intensive support (3-5)', 'One to one']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],22,3,60,['Toolkit: Phonics'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 19:\n[¬s]""he 10 schools involved were located at three different locations in Harlow, Holderness and Telford[¬e]""', 'Page 19:\n[¬s]""All schools were urban, mixed secondary schools,[¬e]""']"
38296612,Gorard (2016),2016,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,['Secondary/High school'],"['13', '14']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['No'],['No'],['Yes'],['Evenings and/or weekends'],"['Parents/carers', 'Lay persons/volunteers']",Ranging from 4-30 weeks depending on the uniformed programmes involved.,Weekly interventions (usually at weekends),"While the length of each session varied depending on the programme in question, on average sessions lasted approximately two hours. ",NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 7:\n[¬s]""Middlesbrough, Lancashire, Tees Valley, Merseyside/Liverpool, Redcar and Cleveland, and Manchester[¬e]""']"
38296618,Gorard (2017),2017,['Technical report'],['Aspiration interventions'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In final Analysis   Overall analysis based upon data from 1258 pupils.   Volunteer pupils who were measured on maths attainment  Treatment  654 Control  577 Overall  1231  Volunteer pupils who were measured on reading attainment  Treatment  650 Control  574 Overall  1224  From Table 7 and 8, pg25",NA,NA,['Primary/elementary school'],"['9', '10', '11']",NA,NA,"['UK (Select all that apply)', 'England']",NA,['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],"['Before/after school', 'Evenings and/or weekends', 'Summer/ holiday period']",['Class teachers'],NA,The frequency of sessions may vary depending on child and school - they choose when they want to take part.,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 12:\n[¬s]"" north of England, with a particular focus on Lancashire and Middlesbrough,""\n""The schools were recruited by CU regional offices in Lancashire, Middlesbrough, Blackpool, Blackburn and Darwen.[¬e]""']"
38296619,Greaves (2016),2016,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n= 8,650 by the time of analysis ",NA,NA,['Secondary/High school'],"['14', '15', '16']",NA,NA,"['England', 'UK (Select all that apply)']",NA,['Other (Explain in notes)'],['Yes (Please specify)'],['No'],['No'],['Unclear/ not specified'],['Class teachers'],Two academic years,"Schools were expected to enroll in a minimum of one professional development programme out of five programmes on offers by the three partner charities. The maximum number of sessions or intervals of interventions was five and the minimum was zero. It is unclear from the information provided exactly how many programmes the treatment schools participated in, but it is identifiable that schools only enrolled in Teach First courses and neither of the other two charities. ",Unclear,NA,['EEF reports'],['Main data extraction'],['Information about the type of location'],"['Page 7:\n[¬s]""The intervention was focused on schools in low-income communities across England that were not already working with all three partner charities (see \x91participant selection\x92 for further details). London schools were excluded because of their significant existing participation with these charities.[¬e]""']"
38296620,Griggs (2016),2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],['Not codeable'],NA,NA
38296621,Hanley (2015),2015,['Technical report'],"['Oral language interventions', 'Metacognition and self-regulation']","['Toolkit primary outcome', 'Reading primary outcome']",-0.0425,0.0514,['Post-test adjusted for baseline attainment AND clustering'],KS2 Reading,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0425,0.0514,NA,NA,NA,['Mathematics primary outcome'],-0.0935,0.0514,NA,NA,NA,NA,NA,NA,1264,42,NA,['Primary/elementary school'],"['9', '10']",FALSE,19.0,"['UK (Select all that apply)', 'England']",['Cluster RCT'],"['Large group/class teaching (+6)', 'Other (Explain in notes)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,1,45,"['Toolkit: Metacognition and self-regulation', 'Toolkit: Oral language interventions']",['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction', 'Strand specific - in Toolkit']",['Specific to the location or place'],"['Page 9:\n[¬s]""Oxfordshire[¬e]""']"
41425841,Hanley (2016),2016,['Technical report'],"['Metacognition and self-regulation', 'Collaborative learning']","['Toolkit primary outcome', 'Science primary outcome']",-0.0027,0.0261,['Post-test adjusted for baseline attainment AND clustering'],Science Attainment (KS3 SAT),With business as usual,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,['Mathematics primary outcome'],-0.0269,0.0476,"['Toolkit primary outcome', 'Science primary outcome']",-0.0027,0.0261,NA,NA,NA,5882,51,NA,['Secondary/High school'],"['11', '12', '13']",FALSE,29.0,['England'],['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],66,.25,60,NA,['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis', 'Strand specific - in Toolkit']",['Specific to the location or place'],"['Page 7:\n[¬s]""north-east, midlands and south-west England[¬e]""']"
68655331,Hanley (2021),2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],['Main data extraction'],NA,NA
68655332,Hardman (2020),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],['Main data extraction'],NA,NA
68655333,Harland (2021),2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],['Main data extraction'],NA,NA
38296623,Haywood (2015),2015,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Primary/elementary school'],"['6', '7']",NA,NA,"['UK (Select all that apply)', 'England']",NA,['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['External teachers'],NA,NA,NA,NA,['EEF reports'],['Main data extraction'],"['Specific to the location or place', 'Information about the type of location']","['Page 7:\n[¬s]"" four areas of England: the London Borough of Hounslow, East Sussex, Coventry, and Essex. [¬e]""', 'Page 10:\n[¬s]"" aim of including schools with a diverse range of characteristics based on size, urban\x96rural location, and levels of deprivation.[¬e]""']"
40398941,Hodgen (2019),2019,['Technical report'],"['Teaching assistants', 'One to one tuition']","['Toolkit primary outcome', 'Mathematics primary outcome']",0.1278,0.0475,['Post-test adjusted for baseline attainment AND clustering'],Progress Test in Mathematics,With active control,['Sample: Low achievers'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.1278,0.0475,NA,NA,NA,NA,NA,NA,1481,151,NA,['Primary/elementary school'],"['8', '9', '10', '6', '7', '11']",FALSE,22.0,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],39,2,15,"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis', 'Strand specific - in Toolkit']",['Specific to the location or place'],"['Page 9:\n[¬s]""North East, Yorkshire, the Peterborough area, and London[¬e]""']"
38296624,Humphrey (2018),2018,['Technical report'],['Behaviour interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.03,0.0612,['Post-test adjusted for baseline attainment'],HGRT ,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.03,0.0612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3084,77,NA,['Primary/elementary school'],"['8', '9']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],80,5,30,['Toolkit: Behaviour interventions'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 20:\n[¬s]""Three regions (Greater Manchester, West and South Yorkshire, and the East Midlands) were targeted for recruitment. [¬e]""', 'Page 51:\n[¬s]""Greater Manchester""\n""Greater Manchester""\n""Greater Manchester""\n""West Yorkshire""\n""South Yorkshire""\n""Greater Manchester[¬e]""', 'Page 51:\n[¬s]""urban Church of England primary school in Greater Mancheste""\n""situated in one of the most deprived areas in England""\n""School 2 is situated in a deprived urban area""\n""School 3""\n""serves a deprived urban area[¬e]""', 'Page 52:\n[¬s]""School 4 is an urban Roman Catholic primary school in Yorkshire.""\n""School 5 is located in the middle of a council estate on the fringes of a large, deprived town.""\n""School 6 is an urban Roman Catholic primary school in Greater Manchester.""\n""situated in one of the most socio-economically deprived areas in England[¬e]""']"
68655334,Humphrey (2020),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
38296625,Husain (2016),2016,['Technical report'],['Parental engagement'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0162,0.0738,['Post-test adjusted for baseline attainment AND clustering'],KS2 Maths Overall ES,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],['Reading primary outcome'],0.01,0.0615,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0162,0.0738,NA,NA,NA,NA,NA,NA,1923,16,NA,['Primary/elementary school'],"['7', '8', '9', '10', '11']",TRUE,55.0,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['Yes'],"['During regular school hours ', 'Evenings and/or weekends', 'Summer/ holiday period']",['External teachers'],40,0.5,100,['Toolkit: Parental engagement'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Information about the type of location', 'Specific to the location or place']",NA
38296626,Husain (2018),2018,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Included in final analysis  Intervention  940 pupils Control  1045 pupils Overall  1985  From Figure 3, pg27.",115,NA,['Primary/elementary school'],"['4', '5']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['Yes'],['During regular school hours '],['External teachers'],NA,NA,NA,NA,['EEF reports'],['Main data extraction'],['No information provided'],NA
68655335,Husain (2019),2019,NA,['Sports participation'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
68655336,Husain (2019),2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
68655337,Husain (2020),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],['Main data extraction'],NA,NA
38296627,Institute (2016),2016,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pupils included in Final Analysis  Intervention  5372 pupils Control  5058 pupils Overall  10430   Figure 2, pg21.",NA,NA,['Secondary/High school'],"['13', '14', '15', '16']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['External teachers', 'Class teachers']",NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",['No information provided'],NA
38296628,Jay (2017),2017,['Technical report'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.15,0.0765,['Post-test adjusted for baseline attainment AND clustering'],Y5 Reading comprehension (PTE) - Oral language,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.15,0.0765,NA,NA,NA,['Mathematics primary outcome'],0.09,0.0607,['Science primary outcome'],0.12,0.056,NA,NA,NA," 4,958",78,NA,['Primary/elementary school'],"['9', '10']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],20,7 ,45,['Toolkit: Oral language interventions'],['EEF reports'],"['Effect size - in EEF meta-analysis', 'Strand specific - in Toolkit', 'Main data extraction']",['Specific to the location or place'],"['Page 14:\n[¬s]""Schools within Leeds and Bradford local authorities, and Birmingham Education Partnership, were invited to participate in the trial.[¬e]""']"
38296629,Jerrim (2015),2015,['Technical report'],['Mastery learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.06,0.05,['Post-test adjusted for baseline attainment AND clustering'],GL Assessment - PiM 12 test,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.06,0.05,NA,NA,NA,NA,NA,NA,"7,712",50,NA,['Secondary/High school'],"['11', '12']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,60,['Toolkit: Mastery learning'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 10:\n[¬s]"" The majority of schools participating in the trial were from London or the South East (a significant minority were based in the Midlands). [¬e]""']"
38296630,Jerrim (2016),2016,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pupils in final analysis  Intervention  1965 pupils Control  1900 pupils Overall  3865 pupils  From Figure 1, pg21.",NA,100,['Primary/elementary school'],"['9', '10']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['External teachers'],NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 12:\n[¬s]""The Institute of Education (IoE) and Chess in Schools and Communities (CSC) teams first identified specific local education authorities (LEAs) in England where CSC had capacity to deliver the intervention. The LEAs selected were: \uf0b7 City of Bristol \uf0b7 Hackney \uf0b7 Hammersmith and Fulham \uf0b7 Leeds \uf0b7 Liverpool \uf0b7 Middlesbrough \uf0b7 Newham \uf0b7 Sefton \uf0b7 Sheffield \uf0b7 Southwark \uf0b7 Tameside[¬e]""']"
68655338,Jerrim (2021),2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Main data extraction']",NA,NA
38296632,King (2015),2015,['Technical report'],"['Small group tuition', 'Phonics']","['Toolkit primary outcome', 'Reading primary outcome']",-0.05,0.15,['Post-test adjusted for baseline attainment AND clustering'],Y6/7 Reading comprehension (NGRT) phonics/small group tuition,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.05,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,22,NA,"['Primary/elementary school', 'Secondary/High school']","['10', '11', '12']",TRUE,62.0,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['External teachers'],12,3,30,"['Toolkit: Phonics', 'Toolkit: Small Group Tuition']",['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 16:\n[¬s]"" located in the three areas of Norwich, Kings Lynn and Breckland within the County of Norfolk.[¬e]""']"
40398942,Kitmitto (2018),2018,['Technical report'],"['Metacognition and self-regulation', 'Oral language interventions']","['Toolkit primary outcome', 'Science primary outcome']",-0.0224,0.0223,['Post-test adjusted for baseline attainment AND clustering'],Science Assessment,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.0224,0.0223,NA,NA,NA,8015,205,NA,['Primary/elementary school'],"['9', '10', '11']",FALSE,26.05,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],33,4,360,"['Toolkit: Metacognition and self-regulation', 'Toolkit: Oral language interventions']",['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis', 'Strand specific - in Toolkit']",['Specific to the location or place'],"['Page 9:\n[¬s]""\uf0b7 Bath \uf0b7 Dorset \uf0b7 Hampshire \uf0b7 Lancashire \uf0b7 Lincolnshire \uf0b7 London \uf0b7 Teesside[¬e]""']"
38296633,Lloyd (2015),2015,['Technical report'],['Peer tutoring'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0377,0.0348,['Post-test adjusted for baseline attainment AND clustering'],T&T NGRT Overall Reading,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0377,0.0348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2736,10,120,['Secondary/High school'],"['11', '12', '13', '14']",FALSE,20.249,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],16,1,20,['Toolkit: Peer Tutoring'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
38296634,Lloyd (2015),2015,['Technical report'],['Peer tutoring'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.015,0.029,['Post-test adjusted for baseline attainment AND clustering'],T&T_ INCAS maths,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.015,0.029,NA,NA,NA,NA,NA,NA,6472 ,82,NA,['Primary/elementary school'],"['8', '9', '10', '11']",FALSE,22.7,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",32,1,20,['Toolkit: Peer Tutoring'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 7:\n[¬s]""Schools from four local authorities took part in the trial; Worcestershire, Leeds, Durham and Medway.[¬e]""']"
38296635,Lord (2015),2015,['Technical report'],['One to one tuition'],"['Toolkit primary outcome', 'Reading primary outcome']",0.36,0.084,['Post-test adjusted for baseline attainment AND clustering'],Y7 reading and writing (PiE) - one to one tuition,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.36,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,4,NA,['Secondary/High school'],"['11', '12']",NA,NA,"['UK (Select all that apply)', 'England']",['Multisite RCT'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['External teachers'],40,2.5,40,['Toolkit: One to one tuition'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 17:\n[¬s]""Birmingham[¬e]""', 'Page 17:\n[¬s]"" (three in inner city urban areas, and one in an urban coastal area)[¬e]""']"
38296636,Lord (2017),2017,['Technical report'],NA,"['Toolkit primary outcome', 'Reading primary outcome']",-0.0032,0.0197,['Post-test unadjusted (select one from this group)'],"KS2 English - Combined Arms 1,3,5&8 (Passive) and Arms 2,4,6,7,9 (Active) vs Control",With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0032,0.0197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Final Analysis   Intervention (Arm 1, 2, 3, 4, 5, 6, 7, 8 and 9 combined)  20,515 pupils Control  10,280 pupils  Overall  30,795",NA,NA,['Primary/elementary school'],"['11', '12']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Class teachers'],NA,It is unclear from the study how frequently the interevntion was delivered. I would think the intervention would be implemented daily in literacy lessons. ,"The length of intervention sessions is unclear. I would think it would be implemented during literacy lessons, meaning the length would be about an hour. ",NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 16:\n[¬s]"" some interventions involved travel to set locations in the north (York) and south of England (London).[¬e]""']"
