id,pub_author,pub_year,strand_raw,strand_info,strand_CLEAN,sample_analysed_info,sample_analysed_ht,sample_analysed_CLEAN,part_gen_raw,part_gen_ht,part_gen_info,part_gen_CLEAN,fsm_perc_info,fsm_perc_ht,fsm_perc_CLEAN,fsm_info_info,fsm_info_ht,fsm_info_CLEAN,fsm_na_raw,fsm_na_info,fsm_na_CLEAN,base_n_treat_ht,base_n_treat_info,base_n_treat_CLEAN,base_n_cont_ht,base_n_cont_info,base_n_cont_CLEAN,base_n_treat2_ht,base_n_treat2_info,base_n_treat2_CLEAN,base_n_treat3_ht,base_n_treat3_info,base_n_treat3_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,n_cont_ht,n_cont_info,n_cont_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,attri_raw,attri_ht,attri_info,attri_CLEAN,attri_treat_ht,attri_treat_info,attri_treat_CLEAN,attri_perc_ht,attri_perc_info,attri_perc_CLEAN
47269778,Brickman (2002) PE,2002,['Parental engagement'],NA,,33,"['Page 71:\n[¬s]""16 mothers in the treatment group and 15 mothers\nin the control group at pretest[¬e]""']",,['Mixed gender'],"['Page 72:\n[¬s]""5 females and 9\nmales i[¬e]""']",NA,,NA,NA,,NA,"['Page 70:\n[¬s]""The children can be at risk because of\nbeing taught in a second language, having parents who do not have a high\nschool diploma and/or being considered to be in low SES[¬e]""']",,NA,NA,,"['Page 71:\n[¬s]""there were 17 children included in both the treatment group and\nthe control group,[¬e]""']",17,,NA,17,,NA,NA,,NA,NA,,"['Page 86:\n[¬s]""14[¬e]""']",14,,"['Page 86:\n[¬s]""17[¬e]""']",17,,NA,NA,,NA,NA,,['Yes'],"['Page 72:\n[¬s]""At posttest, there were 5 females and 9\nmales in the treatment group[¬e]""']",17.64,,NA,17.64,,NA,8.82,
55203417,Cadieux (2005),2005,NA,NA,,54,"['Page 4:\n[¬s]""the final total number of par\xad\nticipants was 54 pupils.[¬e]""']",,['Mixed gender'],NA,NA,,NA,NA,,NA,"['Page 5:\n[¬s]""The results indicated\nthat the socio-economic level of partici\xad\npants was generally low (average = 2.3;\nstandard deviation = 1.0), but did not indi\xad\ncate a statistically significant difference\nbetween the experimental and control\ngroups (F (1,52) = 0.2; n.s.)[¬e]""']",,NA,NA,,"['Page 5:\n[¬s]""The number of pupils in the\nexperimental group was 32[¬e]""']",32,,"['Page 5:\n[¬s]""22 pupils\nwere assigned to the control group.[¬e]""']",22,,NA,NA,,NA,NA,,NA,32,,NA,22,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
74577995,Chacko (2017) PE,2017,"['Parental engagement', 'EY_Parental engagement']",NA,,126,"['Page 6:\n[¬s]""(FSSP = 64, waitlist = 62; see Figure 1)[¬e]""', 'Page 6:\n[¬s]""A total of 126\nfather–child dyads[¬e]""']",,['Mixed gender'],"['Page 23:\n[¬s]""Child Sex""\n""66% male""\n""FSSP (n = 64)""\n""Waitlist (n = 62)""\n""69% male[¬e]""']",67.5,,NA,"['Page 23:\n[¬s]""Income (% Less Than $24,000) 70%""\n""68%""\n""FSSP (n = 64)""\n""Waitlist (n = 62)""\n""Father Education (Years)""\n""M = 8.28 (SD = 1.95)""\n""M = 8.22 (SD = 1.88)[¬e]""', 'Page 6:\n[¬s]""The sample consisted primarily of low-income families based on\nfederal eligibility guidelines for Head Start. The majority of fathers reported not completing\nhigh school.[¬e]""']",,NA,NA,,NA,NA,,NA,64,,NA,62,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
55203372,Chao (2006),2006,NA,NA,,41,"['Page 2:\n[¬s]""Forty-one children (23 boys, 18 girls), ages\n3–5 years[¬e]""']",,['Mixed gender'],"['Page 2:\n[¬s]""(23 boys, 18 girls)[¬e]""']",NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 3:\n[¬s]""intervention group consisted of 22 children (14 boys,\n8 girls)[¬e]""']",22,,"['Page 3:\n[¬s]""19 children (9 boys, 10 girls),[¬e]""']",NA,,NA,NA,,NA,NA,,NA,22,,NA,19,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
74577996,Cheung (2017) PE,2017,"['EY_Parental engagement', 'Parental engagement']",NA,,NA,"['Page 10:\n[¬s]""Thus, the final sample consisted of 88 children (56 boys, 32 girls)\nand their parents. Of them, 23 children and their parents were in the game with parent training\ngroup, 22 children and their parents were in the game without parent training group, 20 children\nand their parents were in the exercise book group, and 23 children and their parents were in the\ncontrol group.[¬e]""']",,['Mixed gender'],"['Page 10:\n[¬s]""Thus, the final sample consisted of 88 children (56 boys, 32 girls)\nand their parents.[¬e]""']",36.36,,NA,NA,,NA,"['Page 10:\n[¬s]""The median paternal and maternal education levels\nwere upper secondary (Grades 10 to 11). About one tenth of fathers and mothers of the participating\nchildren had attended postsecondary education. The median monthly family income level was HK\n$15,000 to 19,999 (US$1,923 to $2,564).[¬e]""']",,NA,NA,,"['Page 10:\n[¬s]""23 children and their parents were in the game with parent training[¬e]""']",23,,"['Page 10:\n[¬s]""23 children and their parents were in the\ncontrol group.[¬e]""']",23,,NA,NA,,NA,NA,,NA,17,,NA,19,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,4,,NA,NA,
42025488,Chow (2003),2003,"['Parental engagement', 'Oral language interventions']",NA,,57,"['Page 8:\n[¬s]""Dialogic Reading""\n""29""\n""Control""\n""28[¬e]""']",,['Mixed gender'],"['Page 14:\n[¬s]"" the sex ratio and the pretest scores were not fully balanced across groups, though there were no significant differences found. [¬e]""', 'Page 7:\n[¬s]""A demographic information questionnaire was administered at the pretest. It consisted of questions about participating children\x92s school, class, sex, date of birth, maternal education level, maternal occupation, paternal education level and paternal occupation.[¬e]""']",Numbers not given.,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,29,,NA,29,,NA,NA,,NA,NA,,NA,29,,NA,29,,NA,27,,NA,27,,['No'],NA,NA,,NA,NA,,NA,NA,
42025489,Chow (2008),2008,['Parental engagement'],NA,,148,"['Page 4:\n[¬s]""a total of 148 children[¬e]""']",,['Mixed gender'],"['Page 4:\n[¬s]""There were 91 male\nand 57 female participants.[¬e]""']",50,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],"Mention of HK income, but no mention of SES",,"['Page 7:\n[¬s]""37[¬e]""']",38,,"['Page 7:\n[¬s]""36[¬e]""']",37,,"['Page 7:\n[¬s]""38[¬e]""']",38,,"['Page 7:\n[¬s]""37[¬e]""']",37,,NA,37,,"['Page 7:\n[¬s]""36[¬e]""']",36,,NA,NA,,NA,NA,,['Yes'],"['Page 4:\n[¬s]""One child in the DR\ncondition and another in the control condition dropped out during\nthe study,[¬e]""']",NA,,"['Page 4:\n[¬s]""One child in the DR\ncondition and another in the control condition dropped out during\nthe study, and thus our data were from a total of 148 children[¬e]""']",2.6,,NA,1.33,
42025415,Crain-Thoreson (1999),1999,['Parental engagement'],NA,,32,"['Page 4:\n[¬s]""Thus, final group sizes were""\n""Parent, n =""\n""10,""\n""Staff/control, n""\n""=""\n""9.[¬e]""']",,['Mixed gender'],"['Page 4:\n[¬s]""Thirty-two children (22 boys and 10 girls) q[¬e]""']",31,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,13,,NA,11,,NA,NA,,NA,NA,,NA,10,,NA,9,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,23,,NA,21,
45336725,Crain-Thoreson (1999) PE,1999,['Parental engagement'],NA,,19,"['Page 4:\n[¬s]""Thus, final group sizes were Parent, n = 10,\nStaff/practice, n - 13, and Staff/control, n - 9.[¬e]""']",,['Mixed gender'],NA,No specific numbers for participants in two strands provided. From original 32 (22 B  10G),,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,13,,NA,13,,NA,NA,,NA,NA,,NA,10,,NA,13,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,23,,NA,12,
49048252,Davis (2004),2004,"['Homework', 'Parental engagement', 'EY_Parental engagement']",NA,,300,"['Page 66:\n[¬s]""he researcher sent out over 700\ninformed consent requests for student data with a return rate of less than ½. The final\ndata set included 311 students.[¬e]""']",,['Mixed gender'],NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 56:\n[¬s]""the experimental group N=147[¬e]""']",147,,"['Page 56:\n[¬s]""control group N=164[¬e]""']",164,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
42025417,DeBaryshe (2007),2007,['Parental engagement'],NA,,126,"['Page 7:\n[¬s]""Complete pre- and\nposttest data were available for 126 children.[¬e]""']",,['Mixed gender'],"['Page 7:\n[¬s]""52% were boys.[¬e]""']",48,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 12:\n[¬s]""Literacy (n = 51)[¬e]""']",51,,"['Page 12:\n[¬s]""Control (n = 30)""\n""Math (n = 44)[¬e]""']",30,,NA,NA,,NA,NA,,"['Page 12:\n[¬s]""Literacy (n = 51)[¬e]""']",51,,"['Page 12:\n[¬s]""Control (n = 30)[¬e]""']",30,,NA,NA,,NA,NA,,['Yes'],"['Page 7:\n[¬s]""Complete pre- and\nposttest data were available for 126 children. (Note that 26% of the original sample\nwas lost to attrition, almost all due to children leaving two of the control class-\nrooms before the end of the school year. There were no differences on age or any\npretest score for those children who completed the school year vs. those who left\nHead Start.)[¬e]""']","yes, but this is the ORIGINAL sample, not the 126 children that are reported here, see highlighted section ",,NA,NA,,NA,NA,
42024828,Donachy (1976),1976,['Parental engagement'],NA,,64,NA,,['Mixed gender'],"['Page 2:\n[¬s]""all groups were matched for sex\n(half of each group being boys)[¬e]""']",50,,NA,NA,,NA,"['Page 2:\n[¬s]""social class (half of each group being Class V and\nthe other half Classes 11, I11 and IV on the Registrar General’s classification[¬e]""']",,NA,NA,,"['Page 2:\n[¬s]""16\n16[¬e]""']",32,,NA,32,,NA,NA,,NA,NA,,"['Page 2:\n[¬s]""16\n16[¬e]""']",32,,"['Page 2:\n[¬s]""16[¬e]""']",32,,NA,NA,,NA,NA,,['No'],NA,"if there was any attrition this was substituted by other children, therefore n attrition",,NA,NA,,NA,NA,
73032952,Dulay (2019) 1_1,2019,['Parental engagement'],NA,,578,"['Page 5:\n[¬s]""Group sizes were as follows: numeracy (n ⫽ 166),\nDR (n ⫽ 128), EL (n ⫽ 120), and control (n ⫽ 164).[¬e]""']",,['Mixed gender'],"['Page 5:\n[¬s]""gender distribution remained the same\n(53% boys).[¬e]""']",NA,,NA,NA,,NA,"['Page 4:\n[¬s]""In general, the communities\nwere known to have low- to middle-income residents, had housing\nstructures made of a mix of concrete and scrap materials, had\nfamilies with high residential mobility, and were generally known\nas high-crime areas within the city. Many areas in the communities\nwere dense slum areas and had loosely defined geographical\nborders[¬e]""']",,NA,NA,,"['Page 5:\n[¬s]""numeracy (n ⫽ 192[¬e]""']",192,,"['Page 5:\n[¬s]""and control (n ⫽ 191)[¬e]""']",191,,"['Page 5:\n[¬s]""DR (n ? 128)""\n""numeracy (n ⫽ 192), dialogic reading (DR, n ⫽ 145),\nearly literacy (EL, n ⫽ 145), and control (n ⫽ 191).[¬e]""']",(192 + 145 + 145),,NA,NA,,NA,166,,NA,164,,NA,NA,,NA,NA,,['Yes'],"['Page 5:\n[¬s]"". Participant attrition was due to dropout\nbefore or during program implementation (59) and failure to locate\nthe families during the assessment period (36). Among the latter,\n27 were from the control group. The remaining nine were families\nthat completed the program but were not located during posttest:\nNumeracy (2), DR (2), and EL (5). This represented an overall""\n""pretest-posttest attrition rate of 14%, with no group demonstrating\na significantly higher attrition rate compared to other groups:\nnumeracy (14%), DR (12%), EL (17%), and control (14%)[¬e]""']",NA,,"['Page 5:\n[¬s]""numeracy (14%), DR (12%), EL (17%), and control (14%)[¬e]""']",14,,"['Page 5:\n[¬s]""This represented an overall""\n""pretest-posttest attrition rate of 14%,[¬e]""']",14,
