id,pub_author,pub_year,strand_raw,strand_info,out_tit_tool,out_desc_tool,out_type_tool,out_g1_n_tool,out_g1_mean_tool,out_g1_sd_tool,out_g2_n_tool,out_g2_mean_tool,out_g2_sd_tool,smd_tool,se_tool,co_lower_tool,ci_upper_tool,outcome_tool,out_samp_tool,out_comp_tool,out_es_type_tool,out_measure_tool,out_strand_tool,out_tit_red,out_desc_red,out_type_red,out_g1_n_red,out_g1_mean_red,out_g1_sd_red,out_g2_n_red,out_g2_mean_red,out_g2_sd_red,smd_red,se_red,co_lower_red,ci_upper_red,outcome_red,out_samp_red,out_comp_red,out_es_type_red,out_measure_red,out_strand_red,out_tit_wri,out_desc_wri,out_type_wri,out_g1_n_wri,out_g1_mean_wri,out_g1_sd_wri,out_g2_n_wri,out_g2_mean_wri,out_g2_sd_wri,smd_wri,se_wri,co_lower_wri,ci_upper_wri,outcome_wri,out_samp_wri,out_comp_wri,out_es_type_wri,out_measure_wri,out_strand_wri,out_tit_math,out_desc_math,out_type_math,out_g1_n_math,out_g1_mean_math,out_g1_sd_math,out_g2_n_math,out_g2_mean_math,out_g2_sd_math,smd_math,se_math,co_lower_math,ci_upper_math,outcome_math,out_samp_math,out_comp_math,out_es_type_math,out_measure_math,out_strand_math,out_tit_sci,out_desc_sci,out_type_sci,out_g1_n_sci,out_g1_mean_sci,out_g1_sd_sci,out_g2_n_sci,out_g2_mean_sci,out_g2_sd_sci,smd_sci,se_sci,co_lower_sci,ci_upper_sci,outcome_sci,out_samp_sci,out_comp_sci,out_es_type_sci,out_measure_sci,out_strand_sci
43099872,Bhattacharya (2004),2004,['Phonics'],NA,WRMT-R Word Attack - Phonics,Post-test unadjusted mean score of  	the WRMT Word attack subtest consisting of 45 items and administered to assess students' ability to decode pseudowords,"['Toolkit primary outcome', 'Reading primary outcome']",20.0,37.4,5.402,20.0,29.55,6.633,1.272,0.3499,0.5862,1.9578,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: decoding/phonics,['Toolkit: Phonics'],WRMT-R Word Attack - Phonics,Post-test unadjusted mean score of  	the WRMT Word attack subtest consisting of 45 items and administered to assess students' ability to decode pseudowords,"['Toolkit primary outcome', 'Reading primary outcome']",20.0,37.4,5.402,20.0,29.55,6.633,1.272,0.3499,0.5862,1.9578,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: decoding/phonics,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099888,Blachman (1994),1994,['Phonics'],NA,Woodccock word ID,Post-test unadjusted mean score. Word Identification subtest of the Woodcock  Reading Mastery Test,"['Toolkit primary outcome', 'Reading primary outcome']",66.0,33.9,14.1,62.0,28.6,15.8,0.3525,0.1783,0.0031,0.7019,Primary outcome,"['Sample: Low achievers', 'Sample: Average']",With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: decoding/phonics,['Toolkit: Phonics'],Woodccock word ID,Post-test unadjusted mean score. Word Identification subtest of the Woodcock  Reading Mastery Test,"['Toolkit primary outcome', 'Reading primary outcome']",66.0,33.9,14.1,62.0,28.6,15.8,0.3525,0.1783,0.0031,0.7019,Primary outcome,"['Sample: Low achievers', 'Sample: Average']",With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: decoding/phonics,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099894,Blachman (1994),1994,['Phonics'],NA,Woodcock  (Word Identification)- Phonics,Post-test unadjusted mean score. Word Identification subtest of the Woodcock Reading Mastery Tests-Revised. Participants were asked to read single words on a graded word list.,"['Toolkit primary outcome', 'Reading primary outcome']",84.0,0.6,1.6,75.0,1.0,3.0,-0.1683,0.1592,-0.4802,0.1436,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: decoding/phonics,['Toolkit: Phonics'],Woodcock  (Word Identification)- Phonics,Post-test unadjusted mean score. Word Identification subtest of the Woodcock Reading Mastery Tests-Revised. Participants were asked to read single words on a graded word list.,"['Toolkit primary outcome', 'Reading primary outcome']",84.0,0.6,1.6,75.0,1.0,3.0,-0.1683,0.1592,-0.4802,0.1436,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: decoding/phonics,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43100011,Blachman (2004),2004,['Phonics'],NA,GORT Comprehension -Phonics,GORT Comprehension (Gray Oral Reading Tests—Third Edition) at post-test (treatment  phonologic and orthographic connections),"['Toolkit primary outcome', 'Reading primary outcome']",37.0,89.8,11.96,32.0,83.67,11.29,0.5201,0.2457,0.0385,1.0016,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,['Toolkit: Phonics'],GORT Comprehension -Phonics,GORT Comprehension (Gray Oral Reading Tests—Third Edition) at post-test (treatment  phonologic and orthographic connections),"['Toolkit primary outcome', 'Reading primary outcome']",37.0,89.8,11.96,32.0,83.67,11.29,0.5201,0.2457,0.0385,1.0016,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269773,Bond (1967) Ph,1967,['Phonics'],NA,Word Recognition,Stanford measures,"['Toolkit primary outcome', 'Other outcome']",NA,NA,NA,NA,NA,NA,0.2089,0.049,0.1129,0.3049,Primary outcome,['Sample: All'],With active control,['Post-test adjusted for baseline attainment'],Literacy: decoding/phonics,['Toolkit: Phonics'],Paragraph Meaning,Stanford measures,['Reading primary outcome'],NA,NA,NA,NA,NA,NA,0.196,0.049,0.1,0.292,Secondary outcome(s),['Sample: All'],With active control,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099809,Bond (1995 ),1995,['Phonics'],NA,Durrell-combined - Phonics,"Durrell-combined all stratums (High+Medium+Low) and all grades (Kind., Gr1, Gr2)for fixed effect calculation","['Toolkit primary outcome', 'Reading primary outcome']",0.116302077,0.0,0.0,0.073747544,0.0,0.0,0.1163,0.0737,-0.0282,0.2608,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],Durrell-combined - Phonics,"Durrell-combined all stratums (High+Medium+Low) and all grades (Kind., Gr1, Gr2)for fixed effect calculation","['Toolkit primary outcome', 'Reading primary outcome']",0.116302077,0.0,0.0,0.073747544,0.0,0.0,0.1163,0.0737,-0.0282,0.2608,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269774,Borman (2009) Ph,2009,['Phonics'],NA,Second Grade Reading Comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,-0.068,0.164,-0.3894,0.2534,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],Second Grade Reading Comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,-0.068,0.164,-0.3894,0.2534,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43100021,Brown (1990),1990,['Phonics'],NA,Woodcock Word Identification,End of year 2 posttest means and SD's,"['Toolkit primary outcome', 'Reading primary outcome']",19.0,76.58,23.26,23.0,64.61,22.62,0.5126,0.3155,-0.1058,1.1311,Primary outcome,['Sample: Low achievers'],With active control,['Post-test unadjusted (select one from this group)'],Literacy: decoding/phonics,['Toolkit: Phonics'],Woodcock Word Identification,End of year 2 posttest means and SD's,"['Toolkit primary outcome', 'Reading primary outcome']",19.0,76.58,23.26,23.0,64.61,22.62,0.5126,0.3155,-0.1058,1.1311,Primary outcome,['Sample: Low achievers'],With active control,['Post-test unadjusted (select one from this group)'],Literacy: decoding/phonics,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099891,Carrasco (1994),1994,['Phonics'],NA,Reading Achievement Test (mean and SDs) - Phonics,"Post-test unadjused mean score. The test includes sixty items that subsume the areas of reading, comprehension, vocabulary, and the phonetics of the Spanish Language.","['Toolkit primary outcome', 'Reading primary outcome']",30.0,51.08,3.9,30.0,51.52,8.1,-0.0683,0.2583,-0.5745,0.4379,Primary outcome,['Sample: All'],With active control,['Post-test unadjusted (select one from this group)'],Literacy: reading other,['Toolkit: Reading comprehension strategies'],Reading Achievement Test (mean and SDs) - Phonics,"Post-test unadjused mean score. The test includes sixty items that subsume the areas of reading, comprehension, vocabulary, and the phonetics of the Spanish Language.","['Toolkit primary outcome', 'Reading primary outcome']",30.0,51.08,3.9,30.0,51.52,8.1,-0.0683,0.2583,-0.5745,0.4379,Primary outcome,['Sample: All'],With active control,['Post-test unadjusted (select one from this group)'],Literacy: reading other,['Toolkit: Reading comprehension strategies'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671546,Clarke (2017),2017,"['Teaching assistants', 'Phonics', 'One to one tuition']",NA,NGRT Reading Comprehension (RI + C),"A computerised assessment, the New Group Reading Test Digital (NGRT  GL Assessment, 2010) was used at all time points except t4. The test took approximately 45 min to complete and was supervised by one of the TAs in school. This is an adaptive, multiple-choice test that begins with a sentence completion task and then, depending upon the accuracy of responses, either drops down in difficulty to phonics tasks or becomes harder and assesses passage comprehension. The comprehension questions target a range of skills including inferencing and vocabulary. Given the adaptive nature of the test, pupils complete different subtests. Note  Reading Ability Scores (not standard scores) are reported, hence outcome is listed as a secondary measure. ","['Toolkit primary outcome', 'Reading primary outcome']",72.0,269.82,42.456,67.0,246.99,56.925,0.4545,0.172,0.1174,0.7916,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],Literacy: reading comprehension,['Toolkit: Teaching assistants'],NGRT Reading Comprehension (RI + C),"A computerised assessment, the New Group Reading Test Digital (NGRT  GL Assessment, 2010) was used at all time points except t4. The test took approximately 45 min to complete and was supervised by one of the TAs in school. This is an adaptive, multiple-choice test that begins with a sentence completion task and then, depending upon the accuracy of responses, either drops down in difficulty to phonics tasks or becomes harder and assesses passage comprehension. The comprehension questions target a range of skills including inferencing and vocabulary. Given the adaptive nature of the test, pupils complete different subtests. Note  Reading Ability Scores (not standard scores) are reported, hence outcome is listed as a secondary measure. ","['Toolkit primary outcome', 'Reading primary outcome']",72.0,269.82,42.456,67.0,246.99,56.925,0.4545,0.172,0.1174,0.7916,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],Literacy: reading comprehension,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
