id,pub_author,pub_year,strand_raw,strand_info,strand_CLEAN,sample_analysed_ht,sample_analysed_info,sample_analysed_CLEAN,part_gen_raw,part_gen_ht,part_gen_info,part_gen_CLEAN,fsm_prop_info,fsm_prop_ht,fsm_prop_CLEAN,fsm_perc_info,fsm_perc_ht,fsm_perc_CLEAN,fsm_info_info,fsm_info_ht,fsm_info_CLEAN,fsm_na_raw,fsm_na_info,fsm_na_CLEAN,base_n_treat_ht,base_n_treat_info,base_n_treat_CLEAN,base_n_cont_ht,base_n_cont_info,base_n_cont_CLEAN,base_n_treat2_ht,base_n_treat2_info,base_n_treat2_CLEAN,base_n_treat3_ht,base_n_treat3_info,base_n_treat3_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,n_cont_ht,n_cont_info,n_cont_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,attri_raw,attri_ht,attri_info,attri_CLEAN,attri_treat_ht,attri_treat_info,attri_treat_CLEAN,attri_perc_ht,attri_perc_info,attri_perc_CLEAN
43099872,Bhattacharya (2004),2004,['Phonics'],NA,,"['Page 4:\n[¬s]""three experimental\ngroups, 20 participants per group[¬e]""']","60, intervention = 20, active control = 20, control = 20",,['Mixed gender'],"['Page 4:\n[¬s]""33\nboys and 27 girls[¬e]""']",NA,,NA,NA,,75-93%,"['Page 4:\n[¬s]""free-lunch stu\xad\ndents ranging from 75% to 93%.[¬e]""']",,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""20 participants per group[¬e]""']",20,,"['Page 4:\n[¬s]""20 participants per group[¬e]""']",20,,NA,NA,,NA,NA,,NA,20,,NA,20,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0.00,,NA,NA,
43099888,Blachman (1994),1994,['Phonics'],NA,,"['Page 7:\n[¬s]""This left a sample of 128 children (66 treatment and 62\ncontrol).[¬e]""']",NA,,['Mixed gender'],"['Page 12:\n[¬s]""Phoneme segmentation test. The phoneme segmentation test (Ball & Blach-\nman 1988), originally adapted from a segmentation test designed by Liber-[¬e]""', 'Page 13:\n[¬s]""man and her colleagues (1974), consists of 34 randomly arranged one-, two-,\nand three-phoneme items.[¬e]""']","Only gender information was reported before participants were removed from the dataset. Treatment = 37 Females, 47 Males Control = 37 Females, 38 Males Total = 74 Females, 85 Males",,NA,NA,,NA,"['Page 5:\n[¬s]""approximately 85% of our sample received free or reduced lunch.[¬e]""']",,NA,"['Page 28:\n[¬s]""the children\ninvolved in these studies were from low-income, inner-city schools. Most of\nthe children in our study received free lunch (used as a measure ofSES),[¬e]""', 'Page 4:\n[¬s]""all-day kindergartens in four, demographically comparable low-\nincome, inner-city schools[¬e]""']",,NA,NA,,NA,66,,NA,62,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,"Attrition is given for the time between the previous kindergarten study and the grade 1 intervention, so I have not included this as attrition from the current study.",,NA,NA,,NA,NA,
43099894,Blachman (1994),1994,['Phonics'],NA,,NA,159 84 intervention 75 control,,['Mixed gender'],"['Page 6:\n[¬s]""47 boys and 37 girls""\n""control children\nincluded 38 boys and 37 girls""\n""treatment children included[¬e]""']",NA,,NA,NA,,NA,NA,,NA,"['Page 5:\n[¬s]""low-income, inner-city school[¬e]""']",,NA,NA,,"['Page 6:\n[¬s]""87[¬e]""']",87,,"['Page 6:\n[¬s]""78[¬e]""']",78,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""84[¬e]""', 'Page 7:\n[¬s]""N = 84[¬e]""']",84,,"['Page 6:\n[¬s]""75[¬e]""', 'Page 7:\n[¬s]""N = 75[¬e]""']",75,,NA,NA,,NA,NA,,['Yes'],"['Page 6:\n[¬s]""Between the kindergarten screening in January and the posttesting in\nMay, six of the 165 children moved (three treatment and three control\nchildren), leaving a total sample of 159[¬e]""']",NA,,"['Page 6:\n[¬s]""Between the kindergarten screening in January and the posttesting in\nMay, six of the 165 children moved (three treatment and three control\nchildren), leaving a total sample of 159.[¬e]""']",3.448,,NA,NA,
43100011,Blachman (2004),2004,['Phonics'],NA,,"['Page 3:\n[¬s]""89 students ([¬e]""']",NA,,['Mixed gender'],"['Page 3:\n[¬s]""(54\nmale, 35 female)[¬e]""']",NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 3:\n[¬s]""resulted in a treatment group of 37 children[¬e]""']",37,,"['Page 3:\n[¬s]""This resulted in a control group of 32\nchildren, including 20 boys and 12 girls.[¬e]""']",32,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""a Treatment group n ⫽ 37;[¬e]""']",37,,"['Page 4:\n[¬s]""control group n ⫽ 32[¬e]""']",32,,NA,NA,,NA,NA,,['Yes'],"['Page 3:\n[¬s]""There was no\nattrition during this study, and all analyses are based on 37 children in the\ntreatment group and 32 children in the control group. I[¬e]""']",attrition before treatment but after allocation. Therefore I will not report attrition percentages for treatment & total,,NA,NA,,NA,NA,
47269773,Bond (1967) Ph,1967,['Phonics'],NA,,"['Page 57:\n[¬s]""111\n119""\n""87\n103""\n""310""\n""260""\n""214\n518""\n""Basal plus\nPhonics[¬e]""', 'Page 63:\n[¬s]""The number of subjects\nchosen for the individual tests varied considerably from project to\nproject. The within-projects analysis of variance on pre-measures for\nthe sample subjects is reported in Table 37.[¬e]""']","N=1722 from all 4 project, Bordeaux, Hayes, Manning and Murphy, added the numbers in Table 29, for Basal (control), and Basal + Phonics (treatment) In terms of analysis, the total number varied according to test and project",,['Mixed gender'],"['Page 57:\n[¬s]""locking on sex, treatment, and\nproject.""\n""A number of sex differences also\nshowed girls predominating.[¬e]""']",% of female not given but we know that mixed gender as they analysed also by gender,,NA,NA,,NA,NA,,i only highlighted whatever minimum information was given in each of the 4 projects,"['Page 129:\n[¬s]""Care was taken to include at least three classrooms in each treatment\ngroup in “culturally deprived” areas.[¬e]""']",,NA,NA,,"['Page 57:\n[¬s]""Table 29 Materials and numbers of classes and pupils for Basal vs. Basal plus Phonics\nBordeaux\nHayes\nClasses\nNumbers\nBasal\nBasal plus\nPhonics\nMaterials\nBasal\nBasal plus\nPhonics\n5\n5\nPupils\n111\n119\nScott-Foresman\nScott-Foresman +\nSpeech to Print\nClasses\n5\n5\nPupils\n87\n103\nScott-Foresman\nScott-Foresman +\nPhonic Word Power\n13\n12 260\nGinn\nGinn + Special\nPhonic Exercises\nManning\nClasses\nPupils\n310\n10\n20\nMurphy\nClasses\nPupils\n214\n518\nScott-Foresman\nScott-Foresman +\nSpeech to Print[¬e]""']",1000,,"['Page 57:\n[¬s]""ble 29 Materials and numbers of classes and pupils for Basal vs. Basal plus Phonics\nBordeaux\nHayes\nClasses\nNumbers\nBasal\nBasal plus\nPhonics\nMaterials\nBasal\nBasal plus\nPhonics\n5\n5\nPupils\n111\n119\nScott-Foresman\nScott-Foresman +\nSpeech to Print\nClasses\n5\n5\nPupils\n87\n103\nScott-Foresman\nScott-Foresman +\nPhonic Word Power\n13\n12 260\nGinn\nGinn + Special\nPhonic Exercises\nManning\nClasses\nPupils\n310\n10\n20\nMurphy\nClasses\nPupils\n214\n518\nScott-Foresman\nScott-Foresman +\nSpeech to Print[¬e]""']",722,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
43099809,Bond (1995 ),1995,['Phonics'],NA,,NA,T=1591 - see p4,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 11:\n[¬s]""52""\n""23""\n""38""\n""70""\n""29[¬e]""']",368 ,,"['Page 11:\n[¬s]""40""\n""25""\n""43""\n""63""\n""33""\n""164[¬e]""']",368 ,,NA,NA,,NA,NA,,NA,"368 (from excel group calculation for each group, Table 3)",,NA,"368 (from excel group calculation for each group, Table 3)",,NA,NA,,NA,NA,,['Unclear (please add notes)'],NA,"different numbers of the various tests are reported, and they do not specify about attrition",,NA,NA,,NA,NA,
47269774,Borman (2009) Ph,2009,['Phonics'],NA,,"['Page 6:\n[¬s]""The stu-\ndent sample included a total of 415 children from\ntwo grade-specific cohorts: a group of 141 sec-\nond-grade students and 274 seventh-grade stu-\ndents.[¬e]""']",415 141 of Grade 2 274 of Grade 7,,['Mixed gender'],"['Page 9:\n[¬s]""Male""\n""%""\n""Experimental 71 52.1""\n""Control\n70 51.4[¬e]""']","about 48% of female (48% for treatment, ~ 49% for control)",,NA,NA,,"73% FSM for treatment, 74.3% FSM for control","['Page 9:\n[¬s]""Free""\n""lunch""\n""73.2""\n""74.3[¬e]""']",,NA,"['Page 5:\n[¬s]""The children participating in the study\nwere predominantly African American, were of\nlow socioeconomic status,[¬e]""']",,NA,NA,,"['Page 8:\n[¬s]""Total\nselected for""\n""program""\n""210[¬e]""']",210,,"['Page 8:\n[¬s]""Total""\n""controls""\n""205[¬e]""']",205,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 8:\n[¬s]""Deletion of student cases with missing\nposttest data did not cause differential attrition\nrates by program condition for the second-grade\ncohort, χ2\n(1, N = 141) = 0.70, p = 0.40, leaving\n79% of the baseline sample of 71 treatment stu-\ndents and 73% of the 70 baseline controls for the\nimpact analyses. Data attrition for the seventh-\ngrade sample also was statistically equivalent\nacross treatment and control, χ2\n(1, N = 274) =\n1.83, p = 0.18, leaving 62% of the 139 treat-\nment students from the baseline sample and\n70% of the 135 baseline controls.[¬e]""']",NA,,NA,NA,,NA,NA,
43100021,Brown (1990),1990,['Phonics'],NA,,NA,T = 48 Control = 24 Treatment  = 24,,['Mixed gender'],NA,Roughly 50 50,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,24,,NA,24,,NA,NA,,NA,NA,,NA,19,,NA,23,,NA,NA,,NA,NA,,['Yes'],NA,Table 4 shows the final sample numbers,,NA,20.83%,,NA,12.5%,
43099891,Carrasco (1994),1994,['Phonics'],NA,,"['Page 18:\n[¬s]""Control (N=30\nTeatment (N« 30)[¬e]""']",NA,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,"['Page 16:\n[¬s]""The students\nattend Joseph E. Gary School which is located in predominantly\nlow and low-middle socio-economic neighborhood[¬e]""']",,NA,NA,,"['Page 18:\n[¬s]""Teatment (N« 30)[¬e]""']",30,,"['Page 18:\n[¬s]""Control (N=30[¬e]""']",30,,NA,NA,,NA,NA,,"['Page 18:\n[¬s]""Teatment (N« 30)[¬e]""']",30,,"['Page 18:\n[¬s]""Control (N=30[¬e]""']",30,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
37671546,Clarke (2017),2017,"['Teaching assistants', 'Phonics', 'One to one tuition']",NA,,"['Page 12:\n[¬s]""72""\n""67[¬e]""']",139,,['Mixed gender'],"['Page 11:\n[¬s]""Gender (male: female)""\n""101:85[¬e]""']",45.6,,NA,NA,,30%,"['Page 5:\n[¬s]""Of pupils who\nprovided consent for their data to be accessed, approximately 30% were eligible for free school meals[¬e]""']",,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""Allocated to RI + C n = 39 Allocated to RI n = 39[¬e]""', 'Page 7:\n[¬s]""Allocated to RI + C n = 58 Allocated to RI n = 58[¬e]""']",97,,"['Page 6:\n[¬s]""Allocated to Control n = 39[¬e]""', 'Page 7:\n[¬s]""Allocated to Control n = 54[¬e]""']",93,,NA,NA,,NA,NA,,"['Page 12:\n[¬s]""72[¬e]""']",72,,"['Page 12:\n[¬s]""67[¬e]""']",67,,NA,NA,,NA,NA,,['Yes'],"['Page 11:\n[¬s]""Missingness test confirmed that data missing from the language and reading posttest measures did not vary as function of group, χ 2 (51) = 23.07, p = .999. In short, though rates of attrition were substantial in this study, attrition appears to have been random and there is no evidence to suggest that it has introduced significant bias.[¬e]""', 'Page 12:\n[¬s]""RI + C""\n""Control""\n""80""\n""77""\n""72""\n""67[¬e]""', 'Page 6:\n[¬s]""Pupils dropped out n = 2""\n""Pupils dropped out n = 1""\n""3 schools dropped out n = 6""\n""3 schools dropped out n = 3""\n""Pupils dropped out n = 1 Pupils with no test data n = 2[¬e]""', 'Page 7:\n[¬s]""Pupils dropped out n = 1""\n""2 schools dropped out n = 10""\n""2 schools dropped out n = 11""\n""2 schools dropped out n = 9[¬e]""']","Intervention  97 recruited (flowchart of RI + C with control), 80 take NGRT pretest, 72 take posttest,  Control  93 recruited (flowchart of RI + C with control), 77 take NGRT pretest, 67 take posttest. ",,"['Page 12:\n[¬s]""80""\n""72[¬e]""']",10,,"['Page 12:\n[¬s]""80""\n""72""\n""77""\n""67[¬e]""']",11.464%,
39253281,Cleary (2001),2001,"['Summer schools', 'Phonics']",NA,,"['Page 6:\n[¬s]"" O f the 62 children invited 40 elected to participate a nd were identified as the Intervention group; 22 children chose not to take part in the program and were identified as the C ontrol group.[¬e]""']",62,,['Mixed gender'],NA,37,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 33:\n[¬s]""Intervention Group, n=40[¬e]""']",40,,"['Page 33:\n[¬s]""Control Group, n=22[¬e]""']",22,,NA,NA,,NA,NA,,"['Page 33:\n[¬s]""40[¬e]""']",40,,"['Page 33:\n[¬s]""22[¬e]""']",22,,NA,NA,,NA,NA,,NA,NA,NA,,NA,0,,NA,0%,
47269791,Degé (2011) Ph,2011,['Phonics'],NA,,"['Page 2:\n[¬s]""a phonological skills program\n(n = 14, six girls), and a control group that received sports training\n(n = 14, seven girls)""\n""Participants were randomly assigned to\na music program (n = 13, six girls),[¬e]""']","N=28 children in teh groups of interest (phonological n=14, control n=14) (total N=41 children (19 girls), in all 3 groups)",,['Mixed gender'],"['Page 2:\n[¬s]""participants were 41 (19 girls) preschoolers[¬e]""']",46% girls,,NA,NA,,NA,NA,,for SES measure the authors took the numbers of parents who had a university education or not 16 of 28 families in the phonics and control groups had at least one parents with university education,"['Page 3:\n[¬s]""Children in all three groups were comparable in socioeconomic\nstatus, χ2(4, n = 37) = 2.68, p = 0.61, see Table 2 for detail[¬e]""', 'Page 4:\n[¬s]""Distribution of parents’ education as a measure of\nsocioeconomic status within the music group, the phonological skills\ngroup, and the control group.[¬e]""']",,['No SES/FSM Information Provided'],they controlled for SES but no info on % of that,,NA,20,,NA,25,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,20%,,NA,NA,
43099870,del Rosario (2002),2002,['Phonics'],NA,,"['Page 3:\n[¬s]""With these criteria, 53 children\n(43 boys and 10 girls), whose ages\nranged between 108 and 132 months\n(M = 117.509; SD = 8.601), were se\xad\nlected.""\n""The participants were randomly as\xad\nsigned to the LPA (n = 18) or the SP/\nLPA (h = 17) training group or to\nthe untrained control group (n = 18).[¬e]""']",Overall sample  =  53 students  LPA group (treatment 1) = 18 students SP/LPA group (treatment 2)  = 17 students Control group = 18 students,,['Mixed gender'],"['Page 3:\n[¬s]""(43 boys and 10 girls)[¬e]""']",NA,,NA,NA,,NA,NA,,NA,"['Page 2:\n[¬s]""The\nchildren were from average socio\xad\neconomic backgrounds and attended\nthird, fourth, and fifth grades of state\nprimary schools[¬e]""']",,NA,NA,,"['Page 3:\n[¬s]""LPA (n = 18) or the SP/\nLPA (h = 17)[¬e]""']",35,,"['Page 3:\n[¬s]""control group (n = 18)[¬e]""']",18,,NA,NA,,NA,NA,,NA,33,,NA,17,,NA,NA,,NA,NA,,['Unclear (please add notes)'],"['Page 3:\n[¬s]""F(2, 50)[¬e]""', 'Page 5:\n[¬s]""F(2, 47)[¬e]""']","Sample size analysed at post-test is not provided. But the specification of the F-value pre-test  vs post-test gives reason to suspect attrition ie F(2,50) vs f(2,47)",,NA,≤8.333,,NA,5.660%,
43099992,Dynarski (2007) Ph,2007,['Phonics'],NA,,"['Page 35:\n[¬s]""2,619[¬e]""']",see Table 1.1 p8,,['Mixed gender'],"['Page 42:\n[¬s]""School records data were reasonably complete for\nstudent age and gender.[¬e]""']",national study,,NA,NA,,"see Table 1.3 p9  percentage of pupils eligible for free/reduced price lunch in the Reading Study, grade 1 = 49% ","['Page 34:\n[¬s]""Free and reduced-price lunch rates were 44 percent for schools in the\nreading substudies[¬e]""']",,NA,"['Page 19:\n[¬s]""Districts and schools in the study\nhad higher-than-average poverty levels and minority student populations[¬e]""']",,NA,NA,,"['Page 113:\n[¬s]""1,712[¬e]""']",1712 ,,"['Page 113:\n[¬s]""1,266[¬e]""']",1266 ,,NA,NA,,NA,NA,,"['Page 113:\n[¬s]""1,617[¬e]""']",1617 ,,"['Page 113:\n[¬s]""1,204[¬e]""']",1204,,NA,NA,,NA,NA,,['Unclear (please add notes)'],"['Page 109:\n[¬s]""Attrition also sometimes resulted in fewer than two sampled\nteachers in a school, and these schools were dropped (12 teachers). Four teachers declined to\nparticipate after random assignment was conducted (three in the treatment group and one in\nthe control group). As the figure shows, treatment and control status had relatively little\neffect on teachers being excluded from the study.[¬e]""']","not clear info on excact attrition after assignment to conditions for each of the specific grades   eligible students for TOWRE primary outcome Table A6, p.86 total or overall attrition =(3111-2619)/3111*100 (from Table I1 p. 8 & Table A5 p.85) ",,NA,NA,,NA,15.8% ,
