id,pub_author,pub_year,strand_raw,strand_info,sample_analysed_info,strand_CLEAN,sample_analysed_ht,part_gen_raw,sample_analysed_CLEAN,part_gen_ht,part_gen_info,fsm_prop_info,part_gen_CLEAN,fsm_prop_ht,fsm_perc_info,fsm_prop_CLEAN,fsm_perc_ht,fsm_info_info,fsm_perc_CLEAN,fsm_info_ht,fsm_na_raw,fsm_info_CLEAN,fsm_na_info,base_n_treat_ht,fsm_na_CLEAN,base_n_treat_info,base_n_cont_ht,base_n_treat_CLEAN,base_n_cont_info,base_n_treat2_ht,base_n_cont_CLEAN,base_n_treat2_info,base_n_treat3_ht,base_n_treat2_CLEAN,base_n_treat3_info,n_treat_ht,base_n_treat3_CLEAN,n_treat_info,n_cont_ht,n_treat_CLEAN,n_cont_info,n_treat2_ht,n_cont_CLEAN,n_treat2_info,n_cont2_ht,n_treat2_CLEAN,n_cont2_info,attri_raw,n_cont2_CLEAN,attri_ht,attri_info,attri_treat_ht,attri_CLEAN,attri_treat_info,attri_perc_ht,attri_treat_CLEAN,attri_perc_info,attri_perc_CLEAN
40642369,Alam (1968),1968,['Setting or streaming'],NA,32 ,,"['Page 95:\n[¬s]""The experimental group was selected immediately. This group was made up of 16 youngsters (9 boys and 7 girls) who have been enrolled con\xad tinual iy in the gifted program since third grade.[¬e]""', 'Page 96:\n[¬s]"" 16 were finally selected for the control group.[¬e]""']",['Mixed gender'],,"['Page 95:\n[¬s]""(9 boys and 7 girls[¬e]""', 'Page 96:\n[¬s]"" The control group finally selected consisted of 8 boys and 8 girls.[¬e]""']",47,NA,,NA,NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,NA,"['Page 95:\n[¬s]""The experimental\ngroup was selected immediately. This group was made up of 16\nyoungsters (9 boys and 7 girls) who have been enrolled con\xad\ntinual iy in the gifted program since third grade[¬e]""']",,16,"['Page 96:\n[¬s]""16 were finally selected for the control group.[¬e]""']",,16,NA,,NA,NA,,NA,"['Page 114:\n[¬s]""(n = 16)[¬e]""']",,16,"['Page 114:\n[¬s]""Contro 1 (n => 16)[¬e]""']",,16,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
40307479,Alfassi (1998),1998,['Reading comprehension strategies'],NA,75,,"['Page 2:\n[¬s]"" 53 students in five intact reading classes who received strategy instruction were compared to 22 students in three control-group[¬e]""']",['Mixed gender'],,"['Page 9:\n[¬s]"" The composition of the classes with respect to race and sex was similar across groups, e[¬e]""']",50,NA,,NA,NA,,NA,composed largely of middle-class families,,NA,NA,,NA,"['Page 9:\n[¬s]""The experimental group (strategy instruction, reciprocal teaching-\nGroup 1) consisted of 53 students who we[¬e]""']",,53,"['Page 9:\n[¬s]""The control group (skill acquisition--Group 2) included the remain-\ning 22 students from a neig[¬e]""']",,22,NA,,NA,NA,,NA,"['Page 9:\n[¬s]""perimental group (strategy instruction, reciprocal teaching-\nGroup 1) consisted of 53 students who we[¬e]""']",,53,"['Page 9:\n[¬s]""he control group (skill acquisition--Group 2) included the remain-\ning 22 students f[¬e]""']",,22,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
46887859,Algozzine (2009),2009,['Feedback'],NA,100,,"['Page 4:\n[¬s]""we randomly selected 50 children from\nthose participating in 7 treatment schools and 50 children from those with similar levels of fall\nbenchmark risk on an ORF measure in 7 control schools.[¬e]""']",['Mixed gender'],,"['Page 4:\n[¬s]""Girls (48%) and boys (52%)[¬e]""']",48,NA,,NA,70,,"['Page 4:\n[¬s]""and more than 70%[¬e]""', 'Page 5:\n[¬s]""of the students were on the free or reduced-price lunch program at their schools.[¬e]""']",NA,,NA,NA,,NA,"['Page 4:\n[¬s]""50 children[¬e]""']",,50,"['Page 4:\n[¬s]""50 children[¬e]""']",,50,NA,,NA,NA,,NA,"['Page 4:\n[¬s]""50 children[¬e]""']",,50,"['Page 4:\n[¬s]""50 children[¬e]""']",,50,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,0,NA,,0,
39253274,Allen (2003),2003,['Summer schools'],NA,30,,"['Page 80:\n[¬s]"" Thirty kindergarten students[¬e]""']",['Mixed gender'],,"['Page 85:\n[¬s]"" 18 males and 12 females,[¬e]""']",40,NA,,NA,50,,NA,"Information regarding school, not the specific sample ",,"['Page 81:\n[¬s]""Both elementary schools were Whole School Title I facilities based on populations o f 50% or more o f the student body receiving free and reduced meal services.[¬e]""']",NA,,NA,"['Page 80:\n[¬s]""intervention (N - 10),[¬e]""']",,18,"['Page 80:\n[¬s]""control (N = 10),[¬e]""']",,12,NA,,NA,NA,,NA,NA,,18,NA,,12,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,0,NA,,0,
47269764,Allerhand (1965) SS,1965,['Summer schools'],NA,228 ,,"['Page 12:\n[¬s]""By the end of the study, there was an attrition of 24 subjects\n(Final totals: 117 HS; 111 NHS).[¬e]""']",['Mixed gender'],,"['Page 12:\n[¬s]""The working sample resulted in 146 males and 103 females.[¬e]""']",41,NA,,NA,80,,"['Page 15:\n[¬s]""Participation in Free Milk Programs""\n""182[¬e]""']",NA,,"['Page 13:\n[¬s]""comparison of HS /NHS status and participation or ncn-\nparticipation in the free milk program in the ele-\nmentary schools (clear indication of poverty status)""\n""Table II indicates that the other variables used to examine the\ncomparability of the two groups also supports the thesis that both\nsamples of children come from the same general supply of children in\nthe poverty situation.[¬e]""', 'Page 8:\n[¬s]""This follow-up study examines the progress of a group of 125\npoverty youngsters[¬e]""']",NA,,NA,"['Page 12:\n[¬s]""The HS sample of 125[¬e]""']",,125,"['Page 12:\n[¬s]""ir census tract\nsampling approach used for the Head Start Project. The 125 Non-Head\nStart children were randomly chosen from the same group[¬e]""']",,125,NA,,NA,NA,,NA,"['Page 44:\n[¬s]""N mm 56[¬e]""']",,56,"['Page 44:\n[¬s]""N mm 87[¬e]""']",,87,NA,,NA,NA,,NA,['Yes'],,"['Page 12:\n[¬s]""By the end of the study, there was an attrition of 24 subjects\n(Final totals: 117 HS; 111 NHS)[¬e]""']",NA,NA,,6.4,NA,,9.6,
39717210,Allor (2004),2004,['One to one tuition'],NA,86,,"['Page 3:\n[¬s]"" Due to attrition, we ended the study with 61 in the tutored group and 25 in the contrast group. Demographic data for Cohort 1 are presented in Table 1""\n"". Due to at- trition, we ended the study with 76 in the tutoring group and 81 in the contrast group. Demographic data for Cohort 2 are presented in Table 2.[¬e]""']",['Mixed gender'],,NA,"Cohort 1 females  Tutoring  36/61 = 59% Contrast  15/25 = 60% Total  51/86 = 59.3% From Table 1, pg118.  Cohort 2 females   Tutoring  38/76 = 50% Contrast  32/81 = 40%  Total  70/157 = 44.6% From Table 2, pg119. ",NA,,NA,"Cohort 1 FSM  Tutoring  61/61 = 100% Contrast  25/25 = 100% From Table 1, pg118.   Cohort 2 FSM   Tutoring  73/76 = 96% Contrast  74/81 = 91% From Table 2, pg119.",,NA,NA,,NA,NA,,NA,"['Page 3:\n[¬s]""We began the study with 62 children in the tutoring group""\n""82 in the tutoring group[¬e]""']",,144,"['Page 3:\n[¬s]"" 29 children in the contrast group.""\n""85 in the contrast group.[¬e]""']",,"114 (cohort 1  29, cohort 2  85) ",NA,,NA,NA,,NA,"['Page 7:\n[¬s]""Tutoring (n = 61)[¬e]""', 'Page 8:\n[¬s]""Tutoring (n = 76)[¬e]""']",,61,"['Page 7:\n[¬s]""Contrast (n = 25)[¬e]""', 'Page 8:\n[¬s]""Contrast (n = 81)[¬e]""']",,25,NA,,NA,NA,,NA,['Yes'],,"['Page 3:\n[¬s]""Due to attrition, we ended the study with 61 in the tutored group and 25 in the contrast group.""\n""Due to at- trition, we ended the study with 76 in the tutoring group and 81 in the contrast group.[¬e]""']",NA,NA,,5,NA,,13,
43100014,Allor (2004) 1_1,2004,['Phonics'],NA,61,,"['Page 1:\n[¬s]""61 ﬁrst-grade\nchildren in Cohort 1[¬e]""']",['Mixed gender'],,"['Page 3:\n[¬s]""Gender (male)[¬e]""']",41.5,NA,,NA,86.5 ,,"['Page 3:\n[¬s]""The percentage ofstudents on\nfree or reduced lunch was very high in all the ﬁrst-grade\nclassrooms for both years, ranging from 78–100 per-\ncent, with an overall average of 95 percent.[¬e]""']",NA,,NA,NA,,NA,NA,,62,NA,,29,NA,,NA,NA,,NA,NA,,61,NA,,25,NA,,NA,NA,,NA,['Yes'],,NA,NA,NA,,2 ,NA,,5 ,
46325665,Allor (2004) 1_2,2004,['Phonics'],NA,157,,"['Page 3:\n[¬s]""Due to at-\ntrition, we ended the study with 76 in the tutoring group\nand 81 in the contrast group.[¬e]""']",['Mixed gender'],,"['Page 4:\n[¬s]""Gender (male)[¬e]""']",59.5,NA,,NA,86.5 ,,"['Page 3:\n[¬s]""The percentage ofstudents on\nfree or reduced lunch was very high in all the ﬁrst-grade\nclassrooms for both years, ranging from 78–100 per-\ncent, with an overall average of 95 percent.[¬e]""']",NA,,NA,NA,,NA,NA,,82,NA,,85,NA,,NA,NA,,NA,NA,,76,NA,,81,NA,,NA,NA,,NA,['Yes'],,NA,NA,NA,,7,NA,,6,
37133863,Allsopp (1995),1995,['Peer tutoring'],NA,262,,"['Page 117:\n[¬s]"" The total number of subjects who completed a pretest, posttest, and maintenance test equaled 262. The CWPT group totaled 140 students, and the independent practice group totaled 122 students[¬e]""']",['Mixed gender'],,"['Page 98:\n[¬s]"" One hundred twenty-nine students (49%) were male, and 133 (51%) students were female.[¬e]""']",51,Lunch status was primarily paid lunch. One-hundred eighty-nine students (72%) paid for their lunch  9 students (3%) paid a reduced fee for lunch  and 64 students (24%) had free lunch.,,"['Page 118:\n[¬s]""Lunch status was primarily paid lunch. One-hundred eighty-nine students (72%) paid for their lunch; 9 students (3%) paid a reduced fee for lunch; and 64 students (24%) had free lunch.[¬e]""']",NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,NA,"['Page 117:\n[¬s]""The CWPT group totaled 140 students,[¬e]""']",,140,"['Page 117:\n[¬s]""the independent practice group totaled 122 students[¬e]""']",,122,NA,,NA,NA,,NA,NA,,140,NA,,122,NA,,NA,NA,,NA,['No'],,NA,"Sample figures consistent, but attrition or drop out not reported.",NA,,NA,NA,,NA,
40307416,Alvermann (1988),1988,['Reading comprehension strategies'],NA,64,,"['Page 3:\n[¬s]""4 students (32 high and 32 low comprehenders) were selected on the criteria that their self-perceived proficiency ratings matched their ac tual reading achievement. N[¬e]""']",['No information provided'],,NA,NA,NA,,NA,NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,NA,NA,,32,NA,,32,NA,,NA,NA,,NA,NA,,15,NA,,15,NA,,15,NA,,15,['No'],,NA,NA,NA,,NA,NA,,NA,
46887861,Amendum (2011),2011,['Feedback'],NA,364,,NA,['Mixed gender'],,NA,47.53,NA,,NA,66,,"['Page 9:\n[¬s]""and most of the students (56.7%–78.4%) were\neligible for free or reduced-price lunch[¬e]""']","% between 56.7% and 78.4%, took an average",,NA,NA,,NA,"['Page 11:\n[¬s]""Experimental\nFocal\n(n ⫽ 112)""\n""Experimental\nNonfocal\n(n ⫽ 125)[¬e]""']",,237,"['Page 11:\n[¬s]""Control\nFocal\n(n ⫽ 63)""\n""Control\nNonfocal\n(n ⫽ 64)[¬e]""']",,127,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
40307267,Anderberg (1996),1996,['Reading comprehension strategies'],NA,103,,"['Page 68:\n[¬s]""There were 62 ELP and 41 LEP students in the total sample. The control group contained 36 ELP and 14 LEP subjects. The treatm ent group contained 26 ELP and 27 LEP subjects[¬e]""']",['Mixed gender'],,"['Page 68:\n[¬s]""T here were 51 male sub je cts and 52 female subjects.[¬e]""']",50,NA,,NA,NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,NA,"['Page 77:\n[¬s]""Treatment 27 26[¬e]""']",,53,"['Page 77:\n[¬s]""Control 14 36[¬e]""']",,50,NA,,NA,NA,,NA,NA,,53,NA,,50,NA,,NA,NA,,NA,['Yes'],,"['Page 76:\n[¬s]""The original sample o f 108 was reduced to 103.[¬e]""']",NA,NA,,NA,"['Page 76:\n[¬s]""The original sample o f 108 was reduced to 103.[¬e]""']",,4.6,
40307481,Anders (1984),1984,['Reading comprehension strategies'],NA,62,,"['Page 4:\n[¬s]""Sixty-two learning disabled high school students""\n""Each group consisted of 31 subjects.[¬e]""']",['No information provided'],,NA,NA,NA,,NA,NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,NA,"['Page 4:\n[¬s]""Each group consisted of 31 subjects.[¬e]""']",,31,"['Page 4:\n[¬s]""Each group consisted of 31 subjects[¬e]""']",,31,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,0,NA,,0,
37092749,Anderson (1973),1973,['Feedback'],NA,82,,"['Page 54:\n[¬s]"" 26, 27, and 29 students who had completed the entire sequence.[¬e]""']",['Male only'],,"['Page 58:\n[¬s]""he""\n"" he""\n""he[¬e]""']","Not stated that the sample was all male, however author refers to students using male pronouns. ",NA,,NA,NA,,NA,NA,,NA,NA,,NA,"['Page 54:\n[¬s]"" 26, 27,[¬e]""']",,53,"['Page 54:\n[¬s]""29 students[¬e]""']",,29,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
50307044,Anderson (2006),2006,['Mentoring'],NA,60,,"['Page 58:\n[¬s]""Sixty youth (30 in the wait-list control condition and 15 per mentoring condition)[¬e]""']",['Mixed gender'],,"['Page 58:\n[¬s]""Thirty-four males and 26 females participated in the current study.[¬e]""']",43.33,NA,,NA,NA,,NA,NA,,"['Page 58:\n[¬s]""The school district is considered to be a “poor performance” district and is located in a\nhigh crime community with large numbers of disadvantaged children and families.[¬e]""']",NA,,NA,"['Page 58:\n[¬s]""15 per mentoring condition[¬e]""', 'Page 59:\n[¬s]""SM\nn = 15[¬e]""']",,15,"['Page 58:\n[¬s]""(30 in the wait-list control condition[¬e]""', 'Page 59:\n[¬s]""Wait-List\nControl\n« = 30[¬e]""']",,30,NA,,NA,NA,,NA,"['Page 79:\n[¬s]""SM\nn = 15[¬e]""']",,15,"['Page 79:\n[¬s]""Wait-List\nControl\nN= 30[¬e]""']",,30,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
37092571,Andrade (2008),2008,['Feedback'],NA,116,,"['Page 3:\n[¬s]""116 volunteer participants.[¬e]""', 'Page 6:\n[¬s]""Comparison Male 23.92 5.22 23 Female 24.73 4.18 23 Total 24.33 4.69 46 Treatment Male 27.25 4.77 29 Female 29.32 4.82 41 Total 28.46 4.87 70 Total Male 25.78 5.20 52 Female 27.67 5.07 64 Total 26.82 5.19 116[¬e]""']",['Mixed gender'],,"['Page 3:\n[¬s]""Among the participants, 52 (44.8%) were boys, and 64 (55.2%) were girls.[¬e]""']",64,NA,,NA,NA,,NA,NA,,NA,NA,,NA,"['Page 3:\n[¬s]""Three classes were grade 3 (N = 46) and four were grade 4 (N = 70).[¬e]""', 'Page 6:\n[¬s]""Table 3.""\n""Treatment""\n""70[¬e]""']",,70,"['Page 3:\n[¬s]""Three classes were grade 3 (N = 46) and four were grade 4 (N = 70)[¬e]""', 'Page 6:\n[¬s]""Table 3.""\n""Comparison""\n""46[¬e]""']",,46,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
43090112,Aram (2004) Ph,2004,['Phonics'],NA,76,,"['Page 12:\n[¬s]""(N= 76)[¬e]""']",['Mixed gender'],,"['Page 5:\n[¬s]""The boy:girl\nratio in the preschools was 18:18 for the joint writing group,[¬e]""']",50,NA,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""30.1% of Jaffa’s residents regularly receive local welfare services, in\ncomparison with 16.3% in Tel Aviv.[¬e]""']",NA,,NA,"['Page 5:\n[¬s]""(38 in each intervention group[¬e]""']",,38 ,"['Page 5:\n[¬s]""24 children from two other untreated preschools to serve as a control group[¬e]""']",,24,NA,,NA,NA,,NA,"['Page 11:\n[¬s]""(N= 36[¬e]""']",,36,"['Page 11:\n[¬s]""(N= 24[¬e]""']",,24,NA,,NA,NA,,NA,['Yes'],,"['Page 5:\n[¬s]""e administered\npretests to the 76 children sampled from the intervention preschools (38 children in each of the two\nintervention programs), but only 71 of these children completed the posttest measures (36 children in\nthe joint writing program and 35 in joint reading)""\n""children moved with their families out of town\nand left their preschools, and one child was hospitalized at the time of the posttest. All 24 children in the\ncontrol group completed measures at both the pretest and posttest intervals[¬e]""']",NA,"['Page 5:\n[¬s]""(36 children in the joint writing program""\n""We administered\npretests to the 76 children sampled from the intervention preschools (38 children in each of the two\nintervention programs), but only 71 of these children completed the posttest measures (36 children in\nthe joint writing program[¬e]""']",,5.263,NA,,3.226,
37093532,Arblaster (1991),1991,"['Peer tutoring', 'Mastery learning']",NA,36,,NA,['No information provided'],,NA,NA,NA,,NA,NA,,NA,NA,,NA,['No SES/FSM Information Provided'],,NA,NA,,22,NA,,14,NA,,NA,NA,,NA,NA,,22,NA,,14,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,NA,NA,,NA,
