id,pub_author,pub_year,strand_raw,strand_info,strand_CLEAN,sample_analysed_ht,sample_analysed_info,sample_analysed_CLEAN,part_gen_raw,part_gen_ht,part_gen_info,part_gen_CLEAN,fsm_prop_info,fsm_prop_ht,fsm_prop_CLEAN,fsm_perc_info,fsm_perc_ht,fsm_perc_CLEAN,fsm_info_info,fsm_info_ht,fsm_info_CLEAN,fsm_na_raw,fsm_na_info,fsm_na_CLEAN,base_n_treat_ht,base_n_treat_info,base_n_treat_CLEAN,base_n_cont_ht,base_n_cont_info,base_n_cont_CLEAN,base_n_treat2_ht,base_n_treat2_info,base_n_treat2_CLEAN,base_n_treat3_ht,base_n_treat3_info,base_n_treat3_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,n_cont_ht,n_cont_info,n_cont_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,attri_raw,attri_ht,attri_info,attri_CLEAN,attri_treat_ht,attri_treat_info,attri_treat_CLEAN,attri_perc_ht,attri_perc_info,attri_perc_CLEAN
40397364,Cartwright (1972) 1_1,1972,['Setting or streaming'],NA,,"['Page 2:\n[¬s]""ects of three different grouping procedures (het erogeneous, homogeneous, and flexible) on the academic achievement of[¬e]""']","As per Abstract, total = 260 but I am only looking at 2 of the 3 groups – precise numbers not stated. TOTAL APPOROX = 173.3, 86.6 in each group",,['Mixed gender'],NA,Mixed gender numbers not stated but reference to analysis by sex on page 428.,,NA,NA,,NA,NA,,Procedures section re family income and neighbourhood.,"['Page 3:\n[¬s]"" in attendance at Lina puni School, Honolulu, Hawaii. Almost all were residents in a government housing project in which the maximum permissible family income was fixed at $3,000 per year. The racial extraction of the children consisted of O[¬e]""']",,NA,NA,,"['Page 4:\n[¬s]""Hetero\xad geneous (N=32)[¬e]""']",32,,"['Page 4:\n[¬s]""Homoge\xad neous (N=32)[¬e]""']",32,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
45336722,Cartwright (1972) 1_2,1972,['Setting or streaming'],NA,,NA,grade 2 pupils only specified for the purpose of coding treatment (homogeneous) = 29 control (heterogeneous) = 32 Total = 61 (see Table 2 p428),,['Mixed gender'],NA,default - not specified otherwise,,NA,NA,,NA,NA,,NA,"['Page 3:\n[¬s]""Almost all were\nresidents in a government housing project in\nwhich the maximum permissible family income\nwas fixed at $3,000 per year. The racial extraction\nof the children consisted of Oriental, Caucasian,\nand Negro, and there were ethnic influences from\nJapan, Korea, China, the Philippines, Samoa,\nHawaii, and the mainland United States. Many\nchildren were of mixed racial and ethnic ex\xad\ntraction. A dominant characteristic of the\nchildren, according to school authorities, was\nlanguage inadequacy.[¬e]""']",,NA,NA,,"['Page 5:\n[¬s]""Homoge\xad neous (N=29)[¬e]""']",29,,"['Page 5:\n[¬s]""Hetero\xad geneous (N=32)[¬e]""']",32,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""Homoge\xad neous (N=29)[¬e]""']",29,,"['Page 5:\n[¬s]""Hetero\xad geneous (N=32)[¬e]""']",32,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
45336723,Cartwright (1972) 1_3,1972,['Setting or streaming'],NA,,NA,grade 3 pupils only specified for the purpose of coding treatment (homogeneous) = 26 control (heterogeneous) = 24 Total = 50 (see Table 3 p428),,['Mixed gender'],NA,default - not otherwise specified,,NA,NA,,NA,NA,,NA,"['Page 3:\n[¬s]""Almost all were\nresidents in a government housing project in\nwhich the maximum permissible family income\nwas fixed at $3,000 per year. The racial extraction\nof the children consisted of Oriental, Caucasian,\nand Negro, and there were ethnic influences from\nJapan, Korea, China, the Philippines, Samoa,\nHawaii, and the mainland United States. Many\nchildren were of mixed racial and ethnic ex\xad\ntraction. A dominant characteristic of the\nchildren, according to school authorities, was\nlanguage inadequacy.[¬e]""']",,NA,NA,,"['Page 5:\n[¬s]""Homoge\xad neous (N=26)[¬e]""']",26,,"['Page 5:\n[¬s]""Hetero\xad geneous (N=24)[¬e]""']",24,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
40642388,Chiotti (1961),1961,['Setting or streaming'],NA,,"['Page 23:\n[¬s]""This t03t was given to all of the 9th grade students in\nschools A, 3, and C except those that were absent during one or the\nother tasting periods, totaling 353 students;[¬e]""']",353,,['Mixed gender'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,"132 (Group A), 132 (Group B)",,"['Page 23:\n[¬s]""90 from group C.[¬e]""']",90,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,
40642391,Cluff (1964),1964,['Setting or streaming'],NA,,NA,"Total sample is 96 (48 experimentals, 48 controls). ",,['Mixed gender'],"['Page 38:\n[¬s]""B e c a u s e of th e t e n d e n c y f o r g i r l s t o a t t a i n g r e a t e r a c h i e v e m e n t th a n b o y s a t th e e l e m e n t a r y l e v e l , i t w a s c o n s i d e r e d e s s e n t i a l to p r o \xad v id e f o r a n e q u a l n u m b e r of b o th s e x e s i n e a c h e x p e r i m e n t a l a n d c o n t r o l g r o u p .[¬e]""']",50 50,,NA,NA,,NA,NA,,NA,"['Page 39:\n[¬s]""W h ile th e s o c i o - e c o n o m i c s t a t u s of p u p il s i n c l u d e d in t h i s s tu d y w a s n o t one of th e c h a r a c t e r i s t i c s e m p lo y e d in m a t c h i n g i n d i v i d u a l s t o o b t a i n m a t c h e d p a i r s , a n a t t e m p t w a s m a d e t o v e r i f y th e g e n e r a l s i m i l a r i t y of t h e g r o u p s in v o lv e d .[¬e]""']",,NA,NA,,NA,80,,NA,48,,NA,NA,,NA,NA,,NA,48,,NA,48,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,40%,,NA,25%,
40642393,Culbertson (1961),1961,['Setting or streaming'],NA,,"['Page 31:\n[¬s]""The total number of\' pairs, 250,[¬e]""']",Total sample  =  500 students = 250 matched pairs  Experimental (accelerated) = 250 students Control (normal program) = 250 students,,['Mixed gender'],"['Page 31:\n[¬s]""It may be""\n""noted that 136, or 54 percent, of the pairs were girls.[¬e]""']",NA,,NA,NA,,NA,NA,,NA,"['Page 18:\n[¬s]"".four schools were scattered along a semicircle o:f the ci-tur\'s\nouter circumference. Intra--ci""GY commmities that .feed the .four schools\ntend to represent middle and upper...midd.le class societies with a mixtaire\no:r group am imividu.al homes.[¬e]""']",,NA,NA,,"['Page 31:\n[¬s]""Thus a total of 250matched. pairs[¬e]""']",250,,"['Page 31:\n[¬s]""Thus a total of 250matched. pairs[¬e]""']",250,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,,"['Page 31:\n[¬s]""250[¬e]""', 'Page 40:\n[¬s]""183 ACCELERATED[¬e]""']",27%,,"['Page 31:\n[¬s]""250 pairs[¬e]""', 'Page 40:\n[¬s]""183 ACCELERATED AND 174 NON-AC0ELERA\'IED STUDENTS[¬e]""']",29%,
40642394,Daniels (1961) 1_1,1961,['Setting or streaming'],NA,,NA,210 (Table 1),,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 3:\n[¬s]""105[¬e]""']",105,,"['Page 3:\n[¬s]""105[¬e]""']",105,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
45336726,Daniels (1961) 1_2,1961,['Setting or streaming'],NA,,NA,From Table 1 p3 (details for schools A & C) a sample of 210 (105 in each condition),,['No information provided'],NA,Reasonably assumed to be mixed as typical UK state school,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 8:\n[¬s]""2 2 4[¬e]""']",112 (224/2),,"['Page 8:\n[¬s]""2 2 3[¬e]""', 'Page 8:\n[¬s]""2 2 4[¬e]""']",112 (224/2),,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,NA,
40642396,DeGrow (1964),1964,['Setting or streaming'],NA,,"['Page 3:\n[¬s]""A Cne-Ycar study cf a Ten Percent Random -a-glc from an\nexperimental group of 1200 students in grades 4, 5, and 6[¬e]""', 'Page 4:\n[¬s]""grcuped vertically for reading, matched according to\nintelligence quotient, grade level, sex, and reading\ngrade score with an equal number of students from a\ncontrol group of 690 students grouped heterogeneously\naccording to regular grade level.[¬e]""']",1890,,['Mixed gender'],NA,NA,,NA,NA,,See table 6.   I don't fully understand the table as a number of values are missing but this is the only quantitative information provided about socioeconomic variability in the sample,NA,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""all individual elementary schools voted on\nwhether they would use the new reading program and six schools chose\nto become a part cf it, while four elementary schools rejected the plan.\nThis increased the number cf students involved in the experimental\nschools to 1200 students. There Were new 600 students ‘..■ho were in the\nfour control schools at these orade levels.[¬e]""']",1200,,"['Page 5:\n[¬s]""There Were new 600 students ‘..■ho were in the\nfour control schools at these orade levels.[¬e]""']",600,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
47269792,Duflo (2011) SetS,2011,['Setting or streaming'],NA,,"['Page 13:\n[¬s]""approximately 10,000 students[¬e]""', 'Page 14:\n[¬s]""In total, we have endline\ntest score data for 5,795 students.[¬e]""']",NA,,['Mixed gender'],NA,"See table 1, page 12 for details Tracking schools  0.49 Female Non-Tracking 0.49 Female",,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 12:\n[¬s]""Average class size in first grade[¬e]""']",5340,,"['Page 12:\n[¬s]""Average class size in first grade[¬e]""']",5551,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 12:\n[¬s]""Panel D. Class size in year two of program (March 2006)\nA""\n""Panel B. Class size prior to program inception (March 2005)[¬e]""']",NA,,"['Page 14:\n[¬s]""t was not always possible to find those children, however, and\nthe attrition rate on the test was 18 percent. There was no difference between track-\ning and nontracking schools in overall attrition rates.[¬e]""']",18%,,NA,NA,
