id,pub_author,pub_year,strand_raw,strand_info,out_tit_tool,out_desc_tool,out_type_tool,out_g1_n_tool,out_g1_mean_tool,out_g1_sd_tool,out_g2_n_tool,out_g2_mean_tool,out_g2_sd_tool,smd_tool,se_tool,co_lower_tool,ci_upper_tool,outcome_tool,out_samp_tool,out_comp_tool,out_es_type_tool,out_measure_tool,out_strand_tool,out_tit_red,out_desc_red,out_type_red,out_g1_n_red,out_g1_mean_red,out_g1_sd_red,out_g2_n_red,out_g2_mean_red,out_g2_sd_red,smd_red,se_red,co_lower_red,ci_upper_red,outcome_red,out_samp_red,out_comp_red,out_es_type_red,out_measure_red,out_strand_red,out_tit_wri,out_desc_wri,out_type_wri,out_g1_n_wri,out_g1_mean_wri,out_g1_sd_wri,out_g2_n_wri,out_g2_mean_wri,out_g2_sd_wri,smd_wri,se_wri,co_lower_wri,ci_upper_wri,outcome_wri,out_samp_wri,out_comp_wri,out_es_type_wri,out_measure_wri,out_strand_wri,out_tit_math,out_desc_math,out_type_math,out_g1_n_math,out_g1_mean_math,out_g1_sd_math,out_g2_n_math,out_g2_mean_math,out_g2_sd_math,smd_math,se_math,co_lower_math,ci_upper_math,outcome_math,out_samp_math,out_comp_math,out_es_type_math,out_measure_math,out_strand_math,out_tit_sci,out_desc_sci,out_type_sci,out_g1_n_sci,out_g1_mean_sci,out_g1_sd_sci,out_g2_n_sci,out_g2_mean_sci,out_g2_sd_sci,smd_sci,se_sci,co_lower_sci,ci_upper_sci,outcome_sci,out_samp_sci,out_comp_sci,out_es_type_sci,out_measure_sci,out_strand_sci
45336718,Bell (1959) 1_2,1959,['Setting or streaming'],NA,MAT Reading -S&S,MAT (Metropolitan Achievement Test)  Reading -2nd testing – Setting & Streaming,"['Toolkit primary outcome', 'Reading primary outcome']",30.0,10.6,0.6,30.0,9.9,1.2,0.7283,0.2672,0.2046,1.252,Primary outcome,['Sample: Exceptional'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],MAT Reading -S&S,MAT (Metropolitan Achievement Test)  Reading -2nd testing – Setting & Streaming,"['Toolkit primary outcome', 'Reading primary outcome']",30.0,10.6,0.6,30.0,9.9,1.2,0.7283,0.2672,0.2046,1.252,Primary outcome,['Sample: Exceptional'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Overal Maths ES - Arith Found + Arith Prob,NA,['Mathematics primary outcome'],0.59338469,0.0,0.0,0.18702874,0.0,0.0,0.5934,0.187,0.2268,0.96,Secondary outcome(s),['Sample: Exceptional'],With business as usual,['Post-test unadjusted (select one from this group)'],Mathematics,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40642379,Bent (1969),1969,['Setting or streaming'],NA,STEP reading-S&S,STEP (Sequential Tests of Educational Progress= continuous measures of academic achievement)  Reading – Setting & Streaming  program for gifted vs public schools comparison,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.1418,0.2066,-0.2632,0.5468,Primary outcome,['Sample: Exceptional'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],STEP reading-S&S,STEP (Sequential Tests of Educational Progress= continuous measures of academic achievement)  Reading – Setting & Streaming  program for gifted vs public schools comparison,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.1418,0.2066,-0.2632,0.5468,Primary outcome,['Sample: Exceptional'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STEP - maths_S&S,STEP (Sequential Tests of Educational Progress= continuous measures of academic achievement)  Mathematics – Setting & Streaming  program for gifted vs public schools comparison,['Mathematics primary outcome'],NA,NA,NA,NA,NA,NA,0.406,0.2318,-0.0482,0.8602,Secondary outcome(s),['Sample: Exceptional'],With business as usual,['Post-test adjusted for baseline attainment'],Mathematics,['Toolkit: Setting or streaming'],STEP - science,STEP (Sequential Tests of Educational Progress= continuous measures of academic achievement)  Science – Setting & Streaming  program for gifted vs public schools comparison,['Science primary outcome'],NA,NA,NA,NA,NA,NA,0.2167,0.2301,-0.2343,0.6677,With business as usual,['Sample: Exceptional'],With business as usual,['Post-test adjusted for baseline attainment'],Science,['Toolkit: Setting or streaming']
40642380,Berkun (1966),1966,['Setting or streaming'],NA,Reading Achievement,Posttest t-value (no SD's provided) all grades together a the end of 7 month intervention,"['Toolkit primary outcome', 'Reading primary outcome']",441.0,5.2,0.0,657.0,0.0,0.0,0.3201,0.0619,0.1987,0.4415,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],Reading Achievement,Posttest t-value (no SD's provided) all grades together a the end of 7 month intervention,"['Toolkit primary outcome', 'Reading primary outcome']",441.0,5.2,0.0,657.0,0.0,0.0,0.3201,0.0619,0.1987,0.4415,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40642381,Bicak (1962) 1_1,1962,['Setting or streaming'],NA,Overall ES - Science ,"High Heterogeneous v high homogeneous Posttest and Low Heterogeneous v Low homogeneous Posttest. The purpose of the application test de- signed for this study was to determine whether there was a significant difference between the experimental and control sec- tions in their ability to utilize and apply meteorological information. The applica- tion test (reliability .So), employed the use of materials with which a pupil might come in daily contact. The material for the items was obtained from such sources as 2x2 color slides of cloud formations, articles with reference to weather found in current newspapers and popular periodicals, and weather forecast maps as illustrated in daily newspapers.","['Toolkit primary outcome', 'Science primary outcome']",NA,NA,NA,NA,NA,NA,0.0279,0.1987,-0.3615,0.4173,Primary outcome,['Sample: All'],With active control,['Post-test adjusted for baseline attainment'],Science,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Overall ES - Science ,"High Heterogeneous v high homogeneous Posttest and Low Heterogeneous v Low homogeneous Posttest. The purpose of the application test de- signed for this study was to determine whether there was a significant difference between the experimental and control sec- tions in their ability to utilize and apply meteorological information. The applica- tion test (reliability .So), employed the use of materials with which a pupil might come in daily contact. The material for the items was obtained from such sources as 2x2 color slides of cloud formations, articles with reference to weather found in current newspapers and popular periodicals, and weather forecast maps as illustrated in daily newspapers.","['Toolkit primary outcome', 'Science primary outcome']",NA,NA,NA,NA,NA,NA,0.0279,0.1987,-0.3615,0.4173,With active control,['Sample: All'],With active control,['Post-test adjusted for baseline attainment'],Science,['Toolkit: Setting or streaming']
40397376,Breidenstine (1936),1936,['Setting or streaming'],NA,Accomplishment Ratio,Posttest accomplishment ratio means and SD's,"['Toolkit primary outcome', 'Other outcome']",787.0,100.4,10.2,787.0,100.6,12.3,-0.0177,0.0504,-0.1165,0.0811,Primary outcome,NA,With business as usual,NA,Cognitive: reasoning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40397363,Burris (2006),2006,['Setting or streaming'],NA,Advanced Placements Exam All Students,Advanced Placements Exam All Students,"['Toolkit primary outcome', 'Mathematics primary outcome']",NA,NA,NA,NA,NA,NA,0.3232,0.1212,0.0856,0.5608,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],Mathematics,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Advanced Placements Exam All Students,Advanced Placements Exam All Students,"['Toolkit primary outcome', 'Mathematics primary outcome']",NA,NA,NA,NA,NA,NA,0.3232,0.1212,0.0856,0.5608,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],Mathematics,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40642386,Campbell (1965),1965,['Setting or streaming'],NA,SAAT (posttest),"Stanford Arithmetic Achievement Test, Form KM (Advanced), was administered as a post-test to pupils in the experi­ mental and control classes in each of the two junior high schools.","['Toolkit primary outcome', 'Mathematics primary outcome']",117.0,7.358,1.4,118.0,7.539,1.113,-0.1427,0.1306,-0.3988,0.1133,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Mathematics,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAAT (posttest),"Stanford Arithmetic Achievement Test, Form KM (Advanced), was administered as a post-test to pupils in the experi­ mental and control classes in each of the two junior high schools.","['Toolkit primary outcome', 'Mathematics primary outcome']",117.0,7.358,1.4,118.0,7.539,1.113,-0.1427,0.1306,-0.3988,0.1133,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Mathematics,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40397364,Cartwright (1972) 1_1,1972,['Setting or streaming'],NA,MAT Reading (homo vs hetero grade 1),Metropolitan Achievement Test (MAT) scores - means and SDs for homogenenous (treatment) vs heterogeneous (control) groups for grade 1 pupils.,"['Toolkit primary outcome', 'Reading primary outcome']",32.0,10.8,4.5,32.0,15.2,6.9,-0.7462,0.2591,-1.254,-0.2384,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],MAT Reading (homo vs hetero grade 1),Metropolitan Achievement Test (MAT) scores - means and SDs for homogenenous (treatment) vs heterogeneous (control) groups for grade 1 pupils.,"['Toolkit primary outcome', 'Reading primary outcome']",32.0,10.8,4.5,32.0,15.2,6.9,-0.7462,0.2591,-1.254,-0.2384,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336722,Cartwright (1972) 1_2,1972,['Setting or streaming'],NA,MAT Reading (homo vs hetero grade 2),Metropolitan Achievement Tests (MAT) grade 2 reading f value for homogeneous vs heterogeneous groups ANOVA,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.45,0.26,-0.0596,0.9596,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],MAT Reading (homo vs hetero grade 2),Metropolitan Achievement Tests (MAT) grade 2 reading f value for homogeneous vs heterogeneous groups ANOVA,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.45,0.26,-0.0596,0.9596,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336723,Cartwright (1972) 1_3,1972,['Setting or streaming'],NA,MAT Reading (grade 3),Metropolitan Achievement Tests (MAT) reading - homogeneous (treatment) vs heterogeneous (control) groups for grade 3 - ANOVA,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.44,0.29,-0.1284,1.0084,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],MAT Reading (grade 3),Metropolitan Achievement Tests (MAT) reading - homogeneous (treatment) vs heterogeneous (control) groups for grade 3 - ANOVA,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.44,0.29,-0.1284,1.0084,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAT Computation (grade 3),Metropolitan Achieve­ ment Tests (MAT) computation means/SDs for homogeneous vs hetergeneous groups - grade 3,['Mathematics primary outcome'],NA,NA,NA,NA,NA,NA,-0.4073,0.2862,-0.9683,0.1537,Secondary outcome(s),['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Mathematics,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40642388,Chiotti (1961),1961,['Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40642391,Cluff (1964),1964,['Setting or streaming'],NA,Iowa Tests of basic skills,Posttest composite mean scores. There were SD's for composite mean gain scores unfortunately. ,"['Toolkit primary outcome', 'Other outcome']",48.0,8.86,0.5,48.0,8.74,0.57,0.222,0.2048,-0.1793,0.6234,Primary outcome,NA,With business as usual,NA,Combined subjects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40642393,Culbertson (1961),1961,['Setting or streaming'],NA,Reading Achievement,F-values used and uploaded to Skype,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.1248,0.1059,-0.0828,0.3324,Primary outcome,['Sample: High achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],Reading Achievement,F-values used and uploaded to Skype,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.1248,0.1059,-0.0828,0.3324,Primary outcome,['Sample: High achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Algebra Achievement,F-values used and uploaded to Slack.. ,['Mathematics primary outcome'],NA,NA,NA,NA,NA,NA,0.338,0.1066,0.1291,0.5469,Secondary outcome(s),['Sample: High achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Mathematics,['Toolkit: Setting or streaming'],Science Achievement ,F-values used and uploaded to Slack. ,['Science primary outcome'],NA,NA,NA,NA,NA,NA,0.0635,0.1059,-0.1441,0.2711,With business as usual,['Sample: High achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Science,['Toolkit: Setting or streaming']
40642394,Daniels (1961) 1_1,1961,['Setting or streaming'],NA,Reading Test,Schonell Graded Reading Test scores (means/SDs) for 3.5 year results for school A vs C,"['Toolkit primary outcome', 'Reading primary outcome']",105.0,95.01,14.0,105.0,98.97,12.67,-0.2955,0.1388,-0.5675,-0.0235,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],Reading Test,Schonell Graded Reading Test scores (means/SDs) for 3.5 year results for school A vs C,"['Toolkit primary outcome', 'Reading primary outcome']",105.0,95.01,14.0,105.0,98.97,12.67,-0.2955,0.1388,-0.5675,-0.0235,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arithmetic Test,Arithmetic Test scores (means/SDs) for 3.5 year results for school A vs C,['Mathematics primary outcome'],105.0,96.56,12.73,105.0,99.6,11.66,-0.2481,0.1386,-0.5197,0.0234,Secondary outcome(s),['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Mathematics,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336726,Daniels (1961) 1_2,1961,['Setting or streaming'],NA,Schonell Graded Reading Test,Schonell Graded Reading Test year 3.5 - school B vs D,"['Toolkit primary outcome', 'Reading primary outcome']",112.0,98.96,13.23,112.0,102.04,11.09,-0.2515,0.1342,-0.5144,0.0115,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],Schonell Graded Reading Test,Schonell Graded Reading Test year 3.5 - school B vs D,"['Toolkit primary outcome', 'Reading primary outcome']",112.0,98.96,13.23,112.0,102.04,11.09,-0.2515,0.1342,-0.5144,0.0115,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arithmetic Test,Essential Mechanical Arithmetic Test for school B vs D - 3.5 years,['Mathematics primary outcome'],111.0,99.1,13.04,112.0,101.61,12.65,-0.1947,0.1343,-0.4579,0.0684,Secondary outcome(s),['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Mathematics,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40642396,DeGrow (1964),1964,['Setting or streaming'],NA,Reading Score-Combined,California Achievement Test ,"['Toolkit primary outcome', 'Reading primary outcome']",1200.0,5.63,1.61,600.0,5.5,1.563,0.0815,0.05,-0.0165,0.1795,Primary outcome,NA,With business as usual,NA,Literacy: reading comprehension,['Toolkit: Sports participation'],Reading Score-Combined,California Achievement Test ,"['Toolkit primary outcome', 'Reading primary outcome']",1200.0,5.63,1.61,600.0,5.5,1.563,0.0815,0.05,-0.0165,0.1795,Primary outcome,NA,With business as usual,NA,Literacy: reading comprehension,['Toolkit: Sports participation'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269792,Duflo (2011) SetS,2011,['Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40642401,Eddleman (1971),1971,['Setting or streaming'],NA,Metropolitan Achievement Test (Arithmetic Test),NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",80.0,38.43,12.55,76.0,38.18,11.22,0.0209,0.1602,-0.2931,0.3348,Primary outcome,NA,With business as usual,NA,Mathematics,['Toolkit: Homework'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metropolitan Achievement Test (Arithmetic Test),NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",80.0,38.43,12.55,76.0,38.18,11.22,0.0209,0.1602,-0.2931,0.3348,Primary outcome,NA,With business as usual,NA,Mathematics,['Toolkit: Homework'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40642407,Flair (1964),1964,['Setting or streaming'],NA,Reading Total,posttest means and SD's ,"['Toolkit primary outcome', 'Reading primary outcome']",107.0,68.68,24.42,336.0,65.96,23.12,0.1158,0.1111,-0.1019,0.3336,Primary outcome,NA,With business as usual,NA,Combined subjects,NA,Reading Total,posttest means and SD's ,"['Toolkit primary outcome', 'Reading primary outcome']",107.0,68.68,24.42,336.0,65.96,23.12,0.1158,0.1111,-0.1019,0.3336,Primary outcome,NA,With business as usual,NA,Combined subjects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arithmetic Total,Posttest means and SD's ,['Mathematics primary outcome'],107.0,57.4,6.55,336.0,57.71,6.25,-0.0489,0.111,-0.2665,0.1687,Primary outcome,NA,With business as usual,NA,Combined subjects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40642408,Fogelman (1978),1978,['Setting or streaming'],NA,Overall Reading ES,"Comb - streamed, setted and mixed ability. Sixteen-year reading test  a comprehension test devised by the National Foundation for Educa- tional Research for use in this study and to be parallel with the Watts-Vernon test. Scores on this test have been transformed to give a mean of zero and a standard deviation of one.","['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.0067,0.0162,-0.0252,0.0385,Primary outcome,['Sample: All'],With active control,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],Overall Reading ES,"Comb - streamed, setted and mixed ability. Sixteen-year reading test  a comprehension test devised by the National Foundation for Educa- tional Research for use in this study and to be parallel with the Watts-Vernon test. Scores on this test have been transformed to give a mean of zero and a standard deviation of one.","['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.0067,0.0162,-0.0252,0.0385,Primary outcome,['Sample: All'],With active control,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Overall Maths ES,"Comb - streamed, setted and mixed ability. Sixteen-year mathematics test  a test devised by the NFER to be used with this age-group. Scores transformed as for the reading test.",['Mathematics primary outcome'],NA,NA,NA,NA,NA,NA,-0.0109,0.0256,-0.0611,0.0392,Primary outcome,['Sample: All'],With active control,['Post-test adjusted for baseline attainment'],Mathematics,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40642413,Gray (1931),1931,['Setting or streaming'],NA,SAT: Reading –opportunity vs regular,Stanford Achievement Test  Total Reading (sentence meaning & word meaning) - Mean composite scores and SD's for opportunity class vs regular classes,"['Toolkit primary outcome', 'Reading primary outcome']",56.0,152.0,14.1,36.0,151.9,9.7,0.0079,0.2136,-0.4108,0.4266,Primary outcome,['Sample: Exceptional'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],SAT: Reading –opportunity vs regular,Stanford Achievement Test  Total Reading (sentence meaning & word meaning) - Mean composite scores and SD's for opportunity class vs regular classes,"['Toolkit primary outcome', 'Reading primary outcome']",56.0,152.0,14.1,36.0,151.9,9.7,0.0079,0.2136,-0.4108,0.4266,Primary outcome,['Sample: Exceptional'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAT: arithmetic -opportunity vs regular,Stanford Achievement Test  Total Arithmetic (comprehension & reasoning) - Mean composite scores and SD's for opportunity class vs regular classes,['Mathematics primary outcome'],56.0,156.1,13.7,36.0,153.2,17.7,0.187,0.2141,-0.2326,0.6066,Secondary outcome(s),['Sample: Exceptional'],With business as usual,['Post-test unadjusted (select one from this group)'],Mathematics,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40642414,Green (1963) 1_1,1963,['Setting or streaming'],NA,SAT: Reading -Gr4 (mean/SD gain),SAT (Stanford Achievement Test)  Reading  Grade 4 – Setting & Streaming (gain score means/SD calculation),"['Toolkit primary outcome', 'Reading primary outcome']",120.0,1.17,0.74,120.0,0.62,0.76,0.731,0.1334,0.4695,0.9924,Primary outcome,['Sample: All'],With business as usual,['Pre-post gain'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],SAT: Reading -Gr4 (mean/SD gain),SAT (Stanford Achievement Test)  Reading  Grade 4 – Setting & Streaming (gain score means/SD calculation),"['Toolkit primary outcome', 'Reading primary outcome']",120.0,1.17,0.74,120.0,0.62,0.76,0.731,0.1334,0.4695,0.9924,Primary outcome,['Sample: All'],With business as usual,['Pre-post gain'],Literacy: reading comprehension,['Toolkit: Setting or streaming'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
