id,pub_author,pub_year,abstract,strand_raw,strand_info,strand_CLEAN,pub_eppi,pub_eppi_CLEAN,pub_type_raw,pubtype_ht,pubtype_info,pub_type_CLEAN,loc_country_raw,loc_country_CLEAN,int_setting_raw,int_setting_ht,int_setting_info,int_Setting_CLEAN,eco_valid_raw,eco_valid_ht,eco_valid_info,eco_valid_CLEAN,part_age_raw,part_age_ht,part_age_info,part_age_CLEAN,school_treat_info,school_treat_ht,school_treat_CLEAN,school_cont_info,school_cont_ht,school_cont_CLEAN,school_total_info,school_total_ht,school_total_CLEAN,school_na_raw,school_na_info,school_na_ht,school_na_CLEAN,class_treat_info,class_treat_ht,class_treat_CLEAN,class_cont_info,class_cont_ht,class_cont_CLEAN,class_total_info,class_total_ht,class_total_CLEAN,class_na_raw,class_na_info,class_na_ht,class_na_CLEAN,treat_group_raw,treat_group_ht,treat_group_info,treat_group_CLEAN,part_assig_raw,part_assig_ht,part_assig_info,part_assig_CLEAN,level_assig_raw,level_assig_ht,level_assig_info,level_assig_CLEAN,int_desig_raw,int_design_ht,int_design_info,int_design_CLEAN,rand_raw,rand_ht,rand_info,rand_CLEAN
40642396,DeGrow (1964),1964,UTR,['Setting or streaming'],NA,,Dissertation,,['Dissertation or thesis'],NA,NA,,['USA'],,['Primary/elementary school'],"['Page 5:\n[¬s]""four elementary schools[¬e]""']",NA,,High ecological validity,NA,ppts grouped within school into homogenous classes and taught by regular class teacher,,"['9', '10', '11', '12']","['Page 1:\n[¬s]""HETEROGENEOUS GROUPINGS IN GRADES FOUR,\nFIVE, AND SIX IN THE PORT HURON AREA\nPUBLIC SCHOOLS[¬e]""']",NA,,4,NA,,4,"['Page 5:\n[¬s]""here Were new 600 students ‘..■ho were in the\nfour control schools at these orade levels.[¬e]""']",,8,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['No'],NA,NA,,Random (please specify),"['Page 3:\n[¬s]""A Cne-Ycar study cf a Ten Percent Random -a-glc from an\nexperimental group of 1200 students in grades 4, 5, and 6[¬e]""', 'Page 4:\n[¬s]""grcuped vertically for reading, matched according to\nintelligence quotient, grade level, sex, and reading\ngrade score with an equal number of students from a\ncontrol group of 690 students grouped heterogeneously\naccording to regular grade level.[¬e]""']",NA,,Individual,NA,NA,,['Prospective QED'],"['Page 5:\n[¬s]""Both experimental and control groups were given the California\nTest of .-.eadiiv Ability and also the California Test of Cental Maturity.\nIn addition to this, a ten percent random sa-yle cf the e:tperi-r.ental\n.roup was matched with an ccual number in the control _,rcup using read\xad\ning ability, intelligence cuoticr.t, sc-;:, and socio-economic background\nas the criterion for macchi.-.g groups.[¬e]""']",NA,,Not applicable,"['Page 5:\n[¬s]""Both experimental and control groups were given the California\nTest of .-.eadiiv Ability and also the California Test of Cental Maturity.\nIn addition to this, a ten percent random sa-yle cf the e:tperi-r.ental\n.roup was matched with an ccual number in the control _,rcup using read\xad\ning ability, intelligence cuoticr.t, sc-;:, and socio-economic background\nas the criterion for macchi.-.g groups[¬e]""']",NA,
47269792,Duflo (2011) SetS,2011,"To the extent that students benefit from high-achieving peers, tracking will help strong students and hurt weak ones. However, all students may benefit if tracking allows teachers to better tailor their instruction level. Lower-achieving pupils are particularly likely to benefit from tracking when teachers have incentives to teach to the top of the distribution. We propose a simple model nesting these effects and test its implications in a randomized tracking experiment conducted with 121 primary schools in Kenya. While the direct effect of high-achieving peers is positive, tracking benefited lower-achieving pupils indirectly by allowing teachers to teach to their level.",['Setting or streaming'],NA,,"Journal, Article",,['Journal article'],NA,NA,,['Kenya'],,['Primary/elementary school'],NA,NA,,Unclear,NA,"The experiment was conducted in school settings and by qualified teachers, however, the design was very ambiguous and hiring another teacher to reduce class sizes could become very expensive to implement in other studies.",,"['6', '7']",NA,NA,,60,"['Page 11:\n[¬s]""In the remaining 60 schools (the “tracking schools”), chil-\ndren were assigned to sections based on scores on exams administered by the school\nduring the first term of the 2005 school year.[¬e]""']",,61,"['Page 11:\n[¬s]""In 61 schools randomly selected (using a random number\ngenerator) from the 121 schools that originally had only one grade 1 section, grade\n1 pupils were randomly assigned to one of two sections[¬e]""']",,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['Yes (Please specify)'],NA,"There are tracking and non-tracking schools. Also, these groups were split into further sections based on academic performance",,Random (please specify),"['Page 11:\n[¬s]""In 61 schools randomly selected (using a random number\ngenerator) from the 121 schools that originally had only one grade 1 section, grade\n1 pupils were randomly assigned to one of two sections.[¬e]""']",NA,,School - cluster,NA,NA,,['Cluster RCT'],"['Page 11:\n[¬s]""In 61 schools randomly selected (using a random number\ngenerator) from the 121 schools that originally had only one grade 1 section, grade\n1 pupils were randomly assigned to one of two sections. We call these schools the\n“nontracking schools.” In the remaining 60 schools (the “tracking schools”), chil-\ndren were assigned to sections based on scores on exams administered by the school\nduring the first term of the 2005 school year[¬e]""']",NA,,Yes,NA,NA,
40642401,Eddleman (1971),1971,NA,['Setting or streaming'],NA,,Dissertation,,['Dissertation or thesis'],NA,NA,,['USA'],,['Primary/elementary school'],"['Page 5:\n[¬s]""in selected e1\'1re1Ur7 ecboola[¬e]""']",NA,,High ecological validity,NA,classes grouped both homogenously and heterogenously during school hours and taught by class teachers,,"['10', '11']",NA,NA,,3,"['Page 2:\n[¬s]""~ el.I I\nltail7 acboola, Neb npleNat.iag. bi&b, • lllckDe,[¬e]""']",,3,NA,,3,NA,,NA,NA,NA,,3,"['Page 3:\n[¬s]""l total of 156 student.a in six arithmetic cl esaea-\ntllree nperlmeatal. and three cont.rol--caapriaed the • pJe[¬e]""']",,3,"['Page 3:\n[¬s]""l total of 156 student.a in six arithmetic cl esaea-\ntllree nperlmeatal. and three cont.rol--caapriaed the • pJe[¬e]""']",,6,"['Page 3:\n[¬s]""l total of 156 student.a in six arithmetic cl esaea-\ntllree nperlmeatal. and three cont.rol--caapriaed the • pJe.[¬e]""']",,NA,NA,NA,,['No'],NA,NA,,Random (please specify),"['Page 3:\n[¬s]""Ona ,,n•M17 NW aper1ant.al d••• ml one rud0ml1"" Nlect.ed\noamrol cl••• wn t.,mgt,t, b7 t.ba one t1fth grade arStt tic teacher\n1n each acbool.. l total of 156 student.a in six arithmetic cl esaea-\ntllree nperlmeatal. and three cont.rol--caapriaed the • pJe.[¬e]""']",NA,,Class,NA,NA,,['Cluster RCT'],"['Page 2:\n[¬s]""~ el.I I\nltail7 acboola, Neb npleNat.iag. bi&b, • lllckD[¬e]""', 'Page 3:\n[¬s]""Ona ,,n•M17 NW aper1ant.al d••• ml one rud0ml1"" Nlect.ed\noamrol cl••• wn t.,mgt,t, b7 t.ba one t1fth grade arStt tic teacher\n1n each acbool.. l total of 156 student.a in six arithmetic cl esaea-\ntllree nperlmeatal. and three cont.rol--caapriaed the • pJe.[¬e]""']",NA,,Yes,"['Page 3:\n[¬s]""Ona ,,n•M17 NW aper1ant.al d••• ml one rud0ml1"" Nlect.ed\noamrol cl••• wn t.,mgt,t, b7 t.ba one t1fth grade arStt tic teacher\n1n each acbool.. l total of 156 student.a in six arithmetic cl esaea-\ntllree nperlmeatal. and three cont.rol--caapriaed the • pJe.[¬e]""']",NA,
40642407,Flair (1964),1964,NA,['Setting or streaming'],NA,,Dissertation,,['Dissertation or thesis'],NA,NA,,['USA'],,['Primary/elementary school'],NA,NA,,High ecological validity,NA,NA,,"['6', '7']",NA,NA,,3,NA,,1,NA,,3,NA,,NA,NA,NA,,9,NA,,4,NA,,13,NA,,NA,NA,NA,,['No'],NA,Homogenous (experimental) sample and heterogenous (control) sample.,,"Non-random, but matched","['Page 12:\n[¬s]""This study included all the first grade pupils in a suburban e l e m e n t a r y school district d u r \xad ing the 1962-63 school year. Seventeen first grade classes in four schools w i t h a total of a p p r o x i m a t e l y four hundred seventy-five children were involved. It was determined that four classes at a single school wou l d be grouped for in\xad struction on the basis of the child\'s predicted p erformance in reading and arithmetic. Under the plan utilized there was one ""high"" class, two ""middle"" classes, and one ""low"" class.[¬e]""', 'Page 29:\n[¬s]""The three categories we r e not ""ability levels"" in the typical sense of being determined by I. Q. scores. Rather they were a combination of the kindergarten teacher\'s o b ser\xad vations of intellectual ability, social and emotional behavior, physical stamina and motor skills, background opportunities, test scores, and perhaps other factors c o m \xad bined into a teacher\'s ""best prediction"" of a child\'s first grade performance.[¬e]""', 'Page 13:\n[¬s]""rema i n i n g thirteen first grade classes in the district w e r e formed by ran d o m l y a ssigning children to one of four or five classes in each school building. T h e r e b y each of these classes included high, middle and low ability students.[¬e]""']",NA,,School - multi-site,"['Page 30:\n[¬s]""All homog e n e o u s l y grouped classes necessarily we r e housed w i t h i n one school because of the limitations of[¬e]""', 'Page 31:\n[¬s]""o n l y four s c h o o l s in the d i s t r i c t and the d e m a n d s for a c o m p l e t e r a n g e of a b i l i t i e s in the h e t e r o g e n e o u s groups.""\n""The s c h o o l c h o s e n to h o u s e the h o m o g e n e o u s g r o u p s w a s s e l e c t e d b e c a u s e it w a s j u d g e d a p r i o r i t o h a v e the w i d e s t v a r i a n c e of i n d e p e n d e n t f a c t o r s w h i c h m i g h t affect the e x \xad p e r i m e n t (i.e p u p i l abilities, s o c i o - e c o n o m i c factors, g e n e r a l c o m m u n i t y e x p e c t a t i o n s ) .[¬e]""']",NA,,['Regression Discontinuity with randomisation'],NA,"The heterogenous group were individually randomised to classes, whereas the homogenous group  were assigned based on predicted educational attainment. ",,Yes,NA,NA,
40642408,Fogelman (1978),1978,"Of course, when the Secretaries of State (DES, 1977) wrote the above they had in mind the selection of children to go to a particular type of school, and in this narrow context the statement is true. However, the importance of this change could be illusory if divisions between schools have merely been replaced by selective systems within the schools. Downey & Kelly (1975), for example, have argued that comprehensive education cannot"" be undertaken without fundamental re-appraisal of the internal reorganization of the school.",['Setting or streaming'],NA,,"Journal, Article",,['Journal article'],NA,NA,,"['UK (Select all that apply)', 'England', 'Scotland', 'Wales']",,['Secondary/High school'],NA,NA,,High ecological validity,NA,NA,,"['12', '13', '14', '15', '16']",NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['Yes (Please specify)'],NA,"Streamed, Setted, Mixed-Ability, Other",,"Non-random, not matched prior to treatment",NA,NA,,N,NA,NA,,['Retrospective QED  '],"['Page 3:\n[¬s]""The data which we shall be examining in this paper are drawn from those collected in the\ncourse of the National Child Development Study (NCDS). This is a longitudinal, multi-disci-\nplinary study of all children in England, Scotland and Wales born in the week 3rd-gth March,\n1958.[¬e]""', 'Page 4:\n[¬s]""In the analyses presented below we shall be concentrating mainly on educational data col-\nlected at 16, but shall also make use of test scores at 11.[¬e]""']",NA,,Not applicable,NA,NA,
40642413,Gray (1931),1931,"IT is the purpose of this article to present comparative achievement in standardized school subjects of two groups of exceptional children all testing at or above 130 IQ (Stanford- Binet).* One of these groups was segregated in two special classes for purposes of instruction, while the pupils of the other group were mixed in the usual manner and as chance would dictate, among heterogeneously composed classes.",['Setting or streaming'],NA,,"Journal, Article",,['Journal article'],NA,NA,,['USA'],,['Primary/elementary school'],NA,NA,,High ecological validity,NA,NA,,"['7', '8', '9']",NA,NA,,1,NA,,Unknown,"['Page 3:\n[¬s]""se pupils were, however, at no time segregated\nin special classes, but attended the regular grades of the elementary\nschools with heterogeneous grouping. They were registered in a variety\nof schools scattered over New York City, were not acquainted with each\nother, and were never assembled as a group, except on paper. Of t[¬e]""']",,NA,NA,,NA,NA,NA,,2,NA,,unknown,NA,,NA,NA,,NA,NA,NA,,['No'],NA,NA,,"Non-random, but matched","['Page 3:\n[¬s]"" their interest in experimental education. The comparative group herein considered was composed of children similar in age and in i""\n""e thirty-six pupils composing this group, twenty-nine were in public schools, three in private schools,[¬e]""']",NA,,Individual,"['Page 2:\n[¬s]""ated in 1922, in New York City, to form special opportunity classes.1\'2 This was done by testing children throughout the city who showed indications of unusual brightne[¬e]""', 'Page 3:\n[¬s]"" their interest in experimental education. The comparative group herein considered was composed of children similar in age and in i[¬e]""']",NA,,['Prospective QED'],NA,NA,,Not applicable,NA,NA,
40642414,Green (1963) 1_1,1963,"THE JOPLIN PLAN (2) is an administrative device for reducing the heterogeneity in reading skill of a group during instruction in reading. A reading period is set aside for pupils in, say, grades 4, 5, and 6, during which these students leave their regular classes and join others in these grades whose reading level is approximately comparable to their own. Thus greater homogeneity in reading skill is a ttained in each group than is generally found wi thin class groupings. Presumably greater diversity in all other areas also results. Since the regular",['Setting or streaming'],NA,,"Journal, Article",,['Journal article'],NA,NA,,['USA'],,['Primary/elementary school'],NA,NA,,High ecological validity,NA,NA,,"['9', '10']",NA,NA,,4,"['Page 2:\n[¬s]""Four of these\nschools (hereafter Schools A, B, C, and D) believed\nto serve a representative cross section of the white\npopulation of the city* were selected for study.[¬e]""']",,4,"['Page 2:\n[¬s]""uded.\nControl group data were obtained from the re\ncords of pupils in these schools and grades for the\nyear prior to the inauguration of the experimental\nprogram.[¬e]""']",,4,"['Page 2:\n[¬s]""Control group data were obtained from the re\ncords of pupils in these schools and grades for the\nyear prior to the inauguration of the experimental\nprogram.[¬e]""']",,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['No'],NA,NA,,Regression discontinuity,"['Page 2:\n[¬s]""Control group data were obtained from the re cords of pupils in these schools and grades for the year prio[¬e]""', 'Page 2:\n[¬s]""Subjects were matched by school, grade, sex, IQ, and parental occupatio[¬e]""']","The control students were students of the same school before the change in practise. Out of the matched pairs (of intervention-control children) 15 male and 15 female pairs in each school and grade in each school were drawn for the analysis. Subjects were matched by school, grade, sex, IQ, and parental occupation.",,School - multi-site,NA,"Complete cohorts (classes) participated either in the new way of doing things. As a control group they had older, historical cohorts from the same school. Random pairs within school but between different year cohorts were drawn as a sample.",,['Retrospective QED  '],"['Page 2:\n[¬s]""Control group data were obtained from the re\ncords of pupils in these schools and grades for the\nyear prior to the inauguration of the experimental\nprogram[¬e]""']",NA,,Not applicable,NA,NA,
45336740,Green (1963) 1_2,1963,"THE JOPLIN PLAN (2) is an administrative device for reducing the heterogeneity in reading skill of a group during instruction in reading. A reading period is set aside for pupils in, say, grades 4, 5, and 6, during which these students leave their regular classes and join others in these grades whose reading level is approximately comparable to their own. Thus greater homogeneity in reading skill is a ttained in each group than is generally found wi thin class groupings. Presumably greater diversity in all other areas also results. Since the regular",['Setting or streaming'],NA,,"Journal, Article",,['Journal article'],NA,NA,,['USA'],,['Primary/elementary school'],"['Page 7:\n[¬s]""In four Atlanta elementary schools, the[¬e]""']",NA,,High ecological validity,NA,intervention involved grouping pupils by ability for reading instruction and easily implemented in schools,,"['10', '11']",NA,"5th grade (aged 10-11 years) for the purpose of this coding   (students in grades 3, 4, 5 and 6 involved in the broader study)",,4,"['Page 2:\n[¬s]""endently and\nimplemented it in their own fashion. Four of these\nschools (hereafter Schools A, B, C, and D) believed\nto serve a representative cross section of the white\npopulation of the city* were selected for study.[¬e]""']",,4,"['Page 2:\n[¬s]""Control group data were obtained from the re\ncords of pupils in these schools and grades for the\nyear prior to the inauguration of the experimental\nprogram.[¬e]""']",,4,"['Page 2:\n[¬s]""Control group data were obtained from the re\ncords of pupils in these schools and grades for the\nyear prior to the inauguration of the experimental\nprogram.[¬e]""']",,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['No'],"['Page 2:\n[¬s]""Control group data were obtained from the re\ncords of pupils in these schools and grades for the\nyear prior to the inauguration of the experimental\nprogram.""\n""59. Schools C and D began the preceding\n? year. The experimental group subjects were\nI drawn from those pupils in the appropriate grades\nI in 1958-59. T[¬e]""']",the Joplin plan was implemented in four schools (treatment) and data for the previous year's cohort was used as the control group,,Random (please specify),"['Page 3:\n[¬s]""Each control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each school.[¬e]""', 'Page 2:\n[¬s]""Subjects were matched by school, grade, sex,\nIQ, and parental occupation[¬e]""']",matched samples for treatment and control then 15 pairs of males and 15 pairs of females randomly selected from each grade in each school,,Individual,"['Page 2:\n[¬s]""Subjects were matched by school, grade, sex,\nIQ, and parental occupation.[¬e]""', 'Page 2:\n[¬s]""Subjects were matched by school, grade, sex,\nIQ, and parental occupation.[¬e]""']",NA,,['Retrospective QED  '],NA,NA,,Not applicable,"['Page 2:\n[¬s]""Control group data were obtained from the re\ncords of pupils in these schools and grades for the\nyear prior to the inauguration of the experimental\nprogram.[¬e]""']",NA,
45336741,Green (1963) 1_3,1963,"THE JOPLIN PLAN (2) is an administrative device for reducing the heterogeneity in reading skill of a group during instruction in reading. A reading period is set aside for pupils in, say, grades 4, 5, and 6, during which these students leave their regular classes and join others in these grades whose reading level is approximately comparable to their own. Thus greater homogeneity in reading skill is attained in each group than is generally found wi thin class groupings. Presumably greater diversity in all other areas also results. Since the regular",['Setting or streaming'],NA,,"Journal, Article",,['Journal article'],NA,NA,,['USA'],,['Primary/elementary school'],"['Page 7:\n[¬s]""In four Atlanta elementary schools, th[¬e]""']",NA,,High ecological validity,"['Page 2:\n[¬s]""Starting in 1957 a number of schools in Atlanta\ndecided to give the Joplin plan a try. The faculty\nof each school made the decision independently and\nimplemented it in their own fashion[¬e]""']",NA,,"['9', '10', '11', '12']",NA,NA,,4,"['Page 2:\n[¬s]""Four of these\nschools (hereafter Schools A, B, C, and D) believed\nto serve a representative cross section of the white\npopulation of the city* were selected for study[¬e]""']",,4,"['Page 2:\n[¬s]""Control group data were obtained from the re\ncords of pupils in these schools and grades for the\nyear prior to the inauguration of the experimental\nprogram. S[¬e]""']",,4,"['Page 2:\n[¬s]""Control group data were obtained from the re\ncords of pupils in these schools and grades for the\nyear prior to the inauguration of the experimental\nprogram.[¬e]""']",,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['No'],"['Page 2:\n[¬s]""Control group data were obtained from the re\ncords of pupils in these schools and grades for the\nyear prior to the inauguration of the experimental\nprogram.[¬e]""']",NA,,"Non-random, but matched","['Page 2:\n[¬s]""s in Atlanta\ndecided to give the Joplin plan a try. The faculty\nof each school made the decision independently and\nimplemented it in their own fashion""\n""Subjects were matched by school, grade, sex,\nIQ, and parental occupation.[¬e]""']",NA,,Class,NA,NA,,['Retrospective QED  '],NA,NA,,Not applicable,"['Page 2:\n[¬s]""Control group data were obtained from the re\ncords of pupils in these schools and grades for the\nyear prior to the inauguration of the experimental\nprogram. S[¬e]""']",NA,
40642415,Halliwell (1963) 1_1,1963,"BACKGROUND The past decade will stand out for educators as a period of marked ferment in education. Although most of the ferment has taken place at the secondary school level, the elementary schools have al-so been affected greatly. While several noteworthy experimental programs featuring the tea~ h ing of foreign languages, the utilizing of an indi' 'vidualized reading program and the adopting of new approaches to the teaching of mathematics in the elementary schools have been undertaken, little attention has really",['Setting or streaming'],NA,,"Journal, Article",,['Journal article'],NA,NA,,['USA'],,['Primary/elementary school'],NA,NA,,High ecological validity,NA,NA,,"['6', '7', '8', '9']",NA,NA,,1,"['Page 4:\n[¬s]""a school[¬e]""']",,1,"['Page 4:\n[¬s]""a school[¬e]""']",,1,"['Page 4:\n[¬s]"" a school[¬e]""']",,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['No'],NA,NA,,Retrospective Quasi Experimental Design (QED),"['Page 4:\n[¬s]""The general plan of the study was to compare the spring achievement test scores of first,second and third grade pupils in a school which had in\xad augurated a nongraded program the previous fall with the spring achievement test scores of the pre\xad vious school year when the school was organized solely on the basis of the traditional graded struc\xad ture.[¬e]""']",NA,,N,NA,NA,,['Retrospective QED  '],NA,NA,,Not applicable,NA,NA,
45336744,Halliwell (1963) 1_2,1963,"BACKGROUND The past decade will stand out for educators as a period of marked ferment in education. Although most of the ferment has taken place at the secondary school level, the elementary schools have al-so been affected greatly. While several noteworthy experimental programs featuring the tea~ h ing of foreign languages, the utilizing of an indi' 'vidualized reading program and the adopting of new approaches to the teaching of mathematics in the elementary schools have been undertaken, little attention has really",['Setting or streaming'],NA,,"Journal, Article",,['Journal article'],NA,NA,,['USA'],,['Primary/elementary school'],NA,NA,,High ecological validity,NA,"The intervention required no additional commitment, resources or specialism as it involved removing testing from normal teaching",,"['6', '7', '8', '9']",NA,NA,,1,"['Page 4:\n[¬s]""a school[¬e]""']",,1,"['Page 4:\n[¬s]""a school[¬e]""']",,1,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['Yes (Please specify)'],"['Page 4:\n[¬s]""The resulting nongraded sample comprised 46 first\ngrade pupils, 50 second grade pupils and 50 third\ngrade pupils.""\n""The\nresulting graded sample comprised 52 first grade\npupils, 50 second grade pupils, and 47 third grade\npupils.[¬e]""']","The intervention was administered to three year groups, analysis compared each year group with a control group in the same year group",,Retrospective Quasi Experimental Design (QED),"['Page 4:\n[¬s]""The general plan of the study was to compare\nthe spring achievement test scores of first,second\nand third grade pupils in a school which had in\xad\naugurated a nongraded program the previous fall\nwith the spring achievement test scores of the pre\xad\nvious school year when the school was organized\nsolely on the basis of the traditional graded struc\xad\nture[¬e]""']",NA,,Class,NA,NA,,['Retrospective QED  '],NA,NA,,Not applicable,NA,NA,
45336743,Halliwell (1963) 1_3,1963,"BACKGROUND The past decade will stand out for educators as a period of marked ferment in education. Although most of the ferment has taken place at the secondary school level, the elementary schools have al-so been affected greatly. While several noteworthy experimental programs featuring the tea~ h ing of foreign languages, the utilizing of an indi' 'vidualized reading program and the adopting of new approaches to the teaching of mathematics in the elementary schools have been undertaken, little attention has really",['Setting or streaming'],NA,,"Journal, Article",,['Journal article'],"['Page 1:\n[¬s]""THE JOURNAL OF EXPERIMENTAL EDUCATION[¬e]""']",NA,,['USA'],,['Primary/elementary school'],NA,NA,,High ecological validity,"['Page 4:\n[¬s]""When the nongraded program was inaugurated,\nno effort was made to modify the curriculum or\nmethodology. The nongraded pattern of organiza\xad\ntion was considered an administrative device for\nfacilitating organization — and nothing more[¬e]""']","The intervention required little commitment, resources or specialism from schools as it involved removing testing from lessons, same teaching was applied as previously.",,"['6', '7', '8', '9']",NA,NA,,1,"['Page 4:\n[¬s]""a school [¬e]""']",,1,"['Page 4:\n[¬s]"" a school[¬e]""']",,1,"['Page 4:\n[¬s]""a school[¬e]""']",,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['No'],"['Page 1:\n[¬s]""compare the achievement of 146 primary pupils\nwho had been taught for approximately one year\nunder a nongraded program in reading and spell\xad\ning with the achievement of 149 primary pupils\nwho had been taught solely within the framework\nof the graded class structure[¬e]""']",NA,,Retrospective Quasi Experimental Design (QED),"['Page 4:\n[¬s]""The general plan of the study was to compare\nthe spring achievement test scores of first,second\nand third grade pupils in a school which had in\xad\naugurated a nongraded program the previous fall\nwith the spring achievement test scores of the pre\xad\nvious school year when the school was organized\nsolely on the basis of the traditional graded struc\xad\nture[¬e]""']",NA,,Class,"['Page 4:\n[¬s]""compare\nthe spring achievement test scores of first,second\nand third grade pupils in a school which had in\xad\naugurated a nongraded program the previous fall\nwith the spring achievement test scores of the pre\xad\nvious school year when the school was organized\nsolely on the basis of the traditional graded struc\xad\nture[¬e]""']",NA,,['Retrospective QED  '],NA,NA,,Not applicable,NA,NA,
40642416,Hart (1959) 1_1,1959,"The problem of providing for the needs of pupils of varying ability has long chailenged the resourceful and conscientious teacher. In the field of language arts in the elementary school, the grouping of children within a classroom as the means of adjusting the instructional program to the needs of the pupils has been utilized with success'!. Such a deve lopmental program had been in effect at Peter Boscow School for a number of years. Each teacher had at least three groups in reading. Each group was reading in a developmental basal text on",['Setting or streaming'],NA,,"Journal, Article",,['Journal article'],NA,NA,,['USA'],,['Primary/elementary school'],NA,NA,,High ecological validity,NA,NA,,"['5', '6']",NA,NA,,1,NA,,1,NA,,1,NA,,NA,NA,NA,,2,NA,,2,NA,,4,NA,,NA,NA,NA,,['No'],NA,As per instructions  'Please code fourth to fifth grade for study 1.',,"Non-random, but matched",NA,Matching process not stated explicitly. In procedures for experimentation it states  ‘pupils were comparable in every way’.,,Individual,NA,NA,,['Prospective QED'],"['Page 2:\n[¬s]""Eachpupil was given the Reading Battery of the\nCalifornia Achievement Tests, the Durrell -Sullivan\nIntermediate Reading Survey, and the 1950 S-Form\nCalifornia Short-Form Test of Mental Maturity. On\nthe basis of the results of these tests, the pupils were\ndivided into ability groups a[¬e]""']",NA,,Not applicable,NA,NA,
45336747,Hart (1959) 1_2,1959,"The problem of providing for the needs of pupils of varying ability has long chailenged the resourceful and conscientious teacher. In the field of language arts in the elementary school, the grouping of children within a classroom as the means of adjusting the instructional program to the needs of the pupils has been utilized with success'!. Such a deve lopmental program had been in effect at Peter Boscow School for a number of years. Each teacher had at least three groups in reading. Each group was reading in a developmental basal text on",['Setting or streaming'],NA,,"Journal, Article",,['Journal article'],NA,NA,,['USA'],,['Primary/elementary school'],"['Page 2:\n[¬s]""th, 5th, and 6th\ngrades at Peter Boscow School. Wheras[¬e]""']",NA,,High ecological validity,"['Page 4:\n[¬s]"". Instructional Methods. As w a s mentioned\npreviously in this paper, a developmental approach\nwas used in teaching reading to both groups. Since\nthe same teachers were involved in teaching both\ngroups, it is[¬e]""']",NA,,"['10', '11', '12']",NA,NA,,1,"['Page 2:\n[¬s]""ding Inventory for t[¬e]""']",,1,NA,,1,NA,,NA,NA,NA,,9,NA,,9,NA,,9,NA,,NA,NA,NA,,['No'],"['Page 4:\n[¬s]""The decision was made to compare the pupil a\nchievement in reading under the experimental pro\ngram (ability grouping) for a period of one year (Sept.\nto Sept. ) with the pupil achievement fora similar\nperiod of time under the regular program (heteroge\nneous ly grouped, self-contained class).[¬e]""']",NA,,Unclear,NA,NA,,Individual,NA,NA,,['Prospective QED'],"['Page 2:\n[¬s]""Eachpupil was given the Reading Battery of the\nCalifornia Achievement Tests, the Durrell -Sullivan\nIntermediate Reading Survey, and the 1950 S-Form\nCalifornia Short-Form Test of Mental Maturity. On\nthe basis of the results of these tests, the pupils were\ndivided into ability groups as shown on page 230*\nA block of time 85 minutes in length was set a\nside daily for the teaching of the language arts?read\ning, spelling, writting, and English. During this time\ngrade level designations were dissolved. Pupils of\nsimilar ability from the 4th, 5th, and 6th grades met\nwith a[¬e]""']",NA,,Not applicable,NA,NA,
