id,pub_author,pub_year,strand_raw,strand_info,sample_analysed_info,strand_CLEAN,sample_analysed_ht,part_gen_raw,sample_analysed_CLEAN,part_gen_ht,part_gen_info,fsm_prop_info,part_gen_CLEAN,fsm_prop_ht,fsm_perc_info,fsm_prop_CLEAN,fsm_perc_ht,fsm_info_info,fsm_perc_CLEAN,fsm_info_ht,fsm_na_raw,fsm_info_CLEAN,fsm_na_info,base_n_treat_ht,fsm_na_CLEAN,base_n_treat_info,base_n_cont_ht,base_n_treat_CLEAN,base_n_cont_info,base_n_treat2_ht,base_n_cont_CLEAN,base_n_treat2_info,base_n_treat3_ht,base_n_treat2_CLEAN,base_n_treat3_info,n_treat_ht,base_n_treat3_CLEAN,n_treat_info,n_cont_ht,n_treat_CLEAN,n_cont_info,n_treat2_ht,n_cont_CLEAN,n_treat2_info,n_cont2_ht,n_treat2_CLEAN,n_cont2_info,attri_raw,n_cont2_CLEAN,attri_ht,attri_info,attri_treat_ht,attri_CLEAN,attri_treat_info,attri_perc_ht,attri_treat_CLEAN,attri_perc_info,attri_perc_CLEAN
68655323,Culliney (2021),2021,"['One to one tuition', 'Teaching assistants']",NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,
38296608,Davies (2017),2017,NA,NA,92 teachers from combined numbers in indidivudal schools in Table 2,,"['Page 17:\n[¬s]""No. of teachers participating in the intervention[¬e]""']",['Mixed gender'],,NA,Not given,NA,,"['Page 17:\n[¬s]""Table 2""\n""FSM5[¬e]""']",ranging from 5% to 45%,,NA,NA,,NA,NA,,NA,"['Page 17:\n[¬s]""Table 2: Characteristics of participating schools (including date of first use of IRIS Connect)""\n""No. of teachers participating in the intervention""\n""4""\n""4""\n""7""\n""19""\n""4""\n""5""\n""9""\n""17""\n""3""\n""16""\n""4[¬e]""']",,92,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,['Unclear (please add notes)'],,NA,12 schools were recruited but only 11 schools participated in the intervention. Of the one school that did not participate the number of teachers who would have been in the final analysed sample is not given.,NA,,Information not given,NA,,Information not given,
68655324,Davies (2020),2020,NA,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,
68655325,Dawson (2020),2020,NA,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,
38296609,Demack (2016),2016,['One to one tuition'],NA,181,,NA,['Mixed gender'],,NA,"Female    Cohort 1 Total sample  39% Intervention Group  25% Control group (total)  43% Pupil level control  35% School level control  70%   Cohort 2 Total sample  36% Intervention group  34% Control group (total)  37% Pupil level control  38% School level control  36%  From Table 2.3.1, pg16.",NA,,NA,"FSM   Cohort 1 Total Sample  83% Intervention group  80% Control group (total)  84% Pupil level control  84% School level control  83%  Cohort 2 Total Sample  83% Intervention group  79% Control group (total)  84% Pupil level control  85% School level control  83%  From Table 2.3.1, pg16.",,NA,NA,,NA,NA,,NA,"['Page 17:\n[¬s]""40""\n""38[¬e]""']",,78,"['Page 17:\n[¬s]""141""\n""124[¬e]""']",,265,NA,,NA,NA,,NA,"['Page 20:\n[¬s]""Intervention group 40""\n""Intervention group 37[¬e]""']",,77,"['Page 20:\n[¬s]""Control (Total) 141""\n""Control (Total) 123[¬e]""']",,264,NA,,NA,NA,,NA,['Yes'],,"['Page 17:\n[¬s]""Table 2.3.1""\n""Intervention group 40""\n""Control group (total) 141""\n""Intervention group 38""\n""Control group (total) 124[¬e]""', 'Page 19:\n[¬s]""For cohort 2, KS4/GCSE data for all participants who completed the baseline survey was requested in December 2015. NPD KS4/GCSE data was provided for 160 of the 162 cases. One of the cases with missing data was located within the intervention group and the other missing case was in the school-level control group.[¬e]""', 'Page 20:\n[¬s]""Table 2.4.1""\n""Intervention group 40""\n""Control (Total) 141""\n""Intervention group 37""\n""Control (Total) 123[¬e]""']",NA,"['Page 17:\n[¬s]""Table 2.3.1:""\n""Intervention group 40""\n""Intervention group 38[¬e]""', 'Page 20:\n[¬s]""Table 2.4.1:""\n""Intervention group 40""\n""Intervention group 37[¬e]""']",,1.282,"['Page 17:\n[¬s]""Table 2.3.1:""\n""Intervention group 40""\n""Control group (total) 141""\n""Intervention group 38""\n""Control group (total) 124[¬e]""', 'Page 20:\n[¬s]""Table 2.4.1:""\n""Intervention group 40""\n""Control (Total) 141""\n""Intervention group 37""\n""Control (Total) 123[¬e]""', 'Page 20:\n[¬s]""Table 2.4.1:[¬e]""']",,0.583%,
68655326,Dimova (2020),2020,['Oral language interventions'],NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,
68655327,Dimova (2021),2021,['Parental engagement'],NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,
68655328,Dimova (2021),2021,['Teaching assistants'],NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,
37671548,Dockrell (2015),2015,['Teaching assistants'],NA,592,,"['Page 34:\n[¬s]""Table 4: Pupil data for three project phases""\n""Total""\n""January 14""\n""347""\n""245""\n""592[¬e]""']",['No information provided'],,NA,NA,NA,,NA,17.5%,,NA,NA,,"['Page 24:\n[¬s]""There were no significant differences between intervention and comparison schools in the proportion of students in receipt of free school meals or who were designated to be at school action or school action plus.[¬e]""']",NA,,NA,"['Page 34:\n[¬s]""Table 4: Pupil data for three project phases""\n""633[¬e]""']",,633,"['Page 34:\n[¬s]""571[¬e]""']",,571,NA,,NA,NA,,NA,"['Page 34:\n[¬s]""347[¬e]""']",,347,"['Page 34:\n[¬s]""245[¬e]""']",,245,NA,,NA,NA,,NA,['Yes'],,"['Page 34:\n[¬s]""Table 4: Pupil data for three project phases[¬e]""']",NA,"['Page 34:\n[¬s]""Intervention""\n""633""\n""347[¬e]""']",,45%,"['Page 34:\n[¬s]""Table 4: Pupil data for three project phases[¬e]""']",,51%,
38296611,Dorsett (2014),2014,"['Metacognition and self-regulation', 'Parental engagement', 'Extending school time']",NA,491,,"['Page 22:\n[¬s]""PETT and the TT classes – 635 and 377 pupils, respectively – compared to 543 in control classes.[¬e]""', 'Page 23:\n[¬s]""Remaining schools (ns=23) Remaining schools (ns=17) PE & TT non-missing 6-months outcomes (nc/np): Reading = 12/227 Arithmetic = 12/238 General maths = 12/233 SDQs = 9/170 PVT = 17/261 TT only non-missing 6-months outcomes (nc/np): Reading = 4/83 Arithmetic = 4/85 General maths = 4/83 SDQs = 4/64 PVT = 5/76 Control non-missing 6-months outcomes (nc/np): Reading = 14/311 Arithmetic = 14/326 General maths = 14/338 SDQs = 13/287 PVT = 13/329[¬e]""']",['Mixed gender'],,NA,48,NA,,NA,27,,NA,NA,,NA,NA,,NA,"['Page 22:\n[¬s]""635[¬e]""']",,635,"['Page 22:\n[¬s]""543[¬e]""']",,543,"['Page 22:\n[¬s]""377[¬e]""']",,377,NA,,NA,"['Page 29:\n[¬s]""209[¬e]""']",,209,"['Page 29:\n[¬s]""283[¬e]""']",,283,"['Page 30:\n[¬s]""70[¬e]""']",,70,"['Page 30:\n[¬s]""208""\n""160[¬e]""']",,208,['Yes'],,"['Page 22:\n[¬s]""Of the Intervention schools, two dropped out, one before and one after the start of the programm""\n""Of the control schools, four dropped out before the programme had started and five dropped out later""\n""The impact estimates were based on fewer observations still due to missing post-tests.""\n""The bottom boxes in Figure 3 show, for each outcome""\n"" the number of pupils, across all classes, for which the outcome is observed.[¬e]""', 'Page 22:\n[¬s]""There were a number of additional deviations from the design. Two control schools provided data for two classes rather than one. This resulted in there being 19 classes for 17 schools. In one intervention school both classes received the animation session, resulting in there being one additional PETT class and one less TT class. Additionally, four intervention schools provided outcomes for the PETT class but none for the TT class.[¬e]""']",On top of schools droping out a number of pupils were excluded from analysis due to missing 6-month outcomes  PE & TT   Reading = (635-227)/635= 64.3% Arithmetic = (635-238)/635= 62.5% General maths = (635-233)/635= 63.3% SDQs = (635-170)/635= 73.2% PVT = (635-261)/635= 58.9% TT  Reading = (377-83)/377= 78% Arithmetic = (377-85)/377= 77.5% General maths = (377-83)/377= 78% SDQs = (377-64)/377= 83% PVT= (377-76)/377= 79.8% Control  Reading = (543-311)/543= 42.7% Arithmetic = (543-326)/543= 40% General maths = (543-338)/543= 37.8% SDQs = (543-287)/543= 47.1% PVT = (543-329)/543= 39.4% ,"['Page 22:\n[¬s]"" 635 and 377[¬e]""', 'Page 23:\n[¬s]""227""\n""83[¬e]""']",,69,"['Page 22:\n[¬s]"" 635""\n""377""\n""543[¬e]""', 'Page 23:\n[¬s]""227""\n""83""\n""311[¬e]""', 'Page 82:\n[¬s]""57%[¬e]""']",,58,
68655329,Elliott (2019),2019,NA,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,
68655330,Foliano (2019),2019,['Metacognition and self-regulation'],NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,
38296613,Gorard (2014),2014,NA,NA,NA,,"['Page 5:\n[¬s]""All pupils""\n""385[¬e]""', 'Page 6:\n[¬s]"" 61 schools[¬e]""']",['Mixed gender'],,NA,"M = 210, F = 175",NA,,NA,NA,,NA,25% (96 out of 385),,"['Page 5:\n[¬s]""96[¬e]""']",NA,,NA,"['Page 20:\n[¬s]""Estimate of pupils assessed as eligible (n= 205)[¬e]""']",,205,"['Page 20:\n[¬s]""Estimate of pupils assessed as eligible (n = 312)[¬e]""']",,312,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,['No'],,NA,NA,NA,,Data not given,NA,,Data not given,
38296617,Gorard (2014),2014,"['Teaching assistants', 'One to one tuition', 'Phonics']",NA,308,,NA,['Mixed gender'],,NA,42,NA,,NA,32 ,,NA,NA,,NA,NA,,NA,"['Page 12:\n[¬s]"" 157 pupils per arm[¬e]""']",,157,"['Page 12:\n[¬s]""157 pupils per arm.[¬e]""']",,157,NA,,NA,NA,,NA,"['Page 20:\n[¬s]""155[¬e]""']",,155,"['Page 20:\n[¬s]""153[¬e]""']",,153,NA,,NA,NA,,NA,['Yes'],,NA,NA,"['Page 16:\n[¬s]""Lost to follow-up (n=2)[¬e]""']",,1.3,"['Page 18:\n[¬s]""six students dropped out[¬e]""']",,1.9,
38296676,Gorard (2014),2014,['Summer schools'],NA,303,,"['Page 18:\n[¬s]""Randomised (n=435)""\n""Analysed (n=164)""\n""Analysed (n=139)[¬e]""']",['Mixed gender'],,NA,45,NA,,NA,46,,NA,NA,,NA,NA,,NA,"['Page 18:\n[¬s]""n=239[¬e]""']",,239,"['Page 18:\n[¬s]""n=196[¬e]""']",,196,NA,,NA,NA,,NA,"['Page 20:\n[¬s]""191[¬e]""']",,191,"['Page 20:\n[¬s]""160[¬e]""']",,160,NA,,NA,NA,,NA,['Yes'],,NA,NA,"['Page 18:\n[¬s]""n=164[¬e]""']",,31.4,"['Page 17:\n[¬s]""This level of dropout after randomisation means that the results can no longer be considered those of a true randomised controlled trial[¬e]""']",,30.3,
38296614,Gorard (2015),2015,"['Oral language interventions', 'Metacognition and self-regulation']",NA,2821,,NA,['Mixed gender'],,NA,48.5,NA,,NA,47,,NA,NA,,"['Page 19:\n[¬s]""All schools were primary schools, several with relatively high overall FSM eligibility (over 50%), [¬e]""']",NA,,NA,"['Page 15:\n[¬s]""1,550 were in the treatment group[¬e]""']",,1550,"['Page 15:\n[¬s]""1,609 in the control group[¬e]""']",,1609,NA,,NA,NA,,NA,"['Page 23:\n[¬s]""1366[¬e]""']",,1366,"['Page 23:\n[¬s]""1455[¬e]""']",,1455,NA,,NA,NA,,NA,['Yes'],,"['Page 15:\n[¬s]""Treatment""\n""1550""\n""1366""\n""Control""\n""1609""\n""1455""\n""Total""\n""3159""\n""2821[¬e]""', 'Page 19:\n[¬s]""The headline outcome measure for KS1 to KS2 progress includes all of the original Year 5 pupils in all 48 schools (1529) with figures available from the National Pupil Database (NPD). There is no evidence of attrition. ""\n"" For the CAT scores, Years 4 and 5 initially had 3159 pupils at pre-test. In the final[¬e]""', 'Page 20:\n[¬s]""analysis 338 pupils did not provide post-test data and could not be followed for the post-test due to reasons such as: left country, started home schooling, from traveller group, did not attend the school after the first few days. Another difficulty was that several of the schools would not provide details of the destination school. The evaluation team along with the school leads tried to approach all the missing pupils to complete the post-test. There were 23 pupils who completed the test as a result of this follow-up. The attrition for CAT scores is 10% of the total pupil numbers in the year groups and schools selected for the study.[¬e]""', 'Page 21:\n[¬s]""Pupils dropped out = 184 (CAT only)""\n""Pupils dropped out = 154 (CAT only)[¬e]""']",NA,"['Page 15:\n[¬s]""1550 1366[¬e]""']",,11.870,"['Page 15:\n[¬s]""3159 2821[¬e]""']",,10.699,
