id,pub_author,pub_year,strand_raw,strand_info,desc_stats_raw,desc_stats_ht,desc_stats_info,desc_stats_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,pre_t_mean_ht,pre_t_mean_info,pre_t_mean_CLEAN,pre_t_sd_ht,pre_t_sd_info,pre_t_sd_CLEAN,post_t_mean_ht,post_t_mean_info,post_t_mean_CLEAN,post_t_sd_ht,post_t_sd_info,post_t_sd_CLEAN,gain_t_mean_ht,gain_t_mean_info,gain_t_mean_CLEAN,gain_t_sd_ht,gain_t_sd_info,gain_t_sd_CLEAN,out_t_other_ht,out_t_other_info,out_t_other_CLEAN,n_cont_ht,n_cont_info,n_cont_ht_CLEAN,pre_c_mean_ht,pre_c_mean_info,pre_c_mean_CLEAN,pre_c_sd_ht,pre_c_sd_info,pre_c_sd_CLEAN,post_c_mean_ht,post_c_mean_info,post_c_mean_CLEAN,post_c_sd_ht,post_c_sd_info,post_c_sd_CLEAN,gain_c_mean_ht,gain_c_mean_info,gain_c_mean_CLEAN,gain_c_sd_ht,gain_c_sd_info,gain_c_sd_CLEAN,out_c_other_ht,out_c_other_info,out_c_other_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,pre_t2_mean_ht,pre_t2_mean_info,pre_t2_mean_CLEAN,pre_t2_sd_ht,pre_t2_sd_info,pre_t2_sd_CLEAN,post_t2_mean_ht,post_t2_mean_info,post_t2_mean_CLEAN,post_t2_sd_ht,post_t2_sd_info,post_t2_sd_CLEAN,gain_t2_mean_ht,gain_t2_mean_info,gain_t2_mean_CLEAN,gain_t2_sd_ht,gain_t2_sd_info,gain_t2_sd_CLEAN,out_t2_other_ht,out_t2_other_info,out_t2_other_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,pre_c2_mean_ht,pre_c2_mean_info,pre_c2_mean_CLEAN,pre_c2_sd_ht,pre_c2_sd_info,pre_c2_sd_CLEAN,post_c2_mean_ht,post_c2_mean_info,post_c2_mean_CLEAN,post_c2_sd_ht,post_c2_sd_info,post_c2_sd_CLEAN,gain_c2_mean_ht,gain_c2_mean_info,gain_c2_mean_CLEAN,gain_c2_sd_ht,gain_c2_sd_info,gain_c2_sd_CLEAN,out_c2_other_ht,out_c2_other_info,out_c2_other_CLEAN,follow_up_raw,follow_up_ht,follow_up_info,follow_up_CLEAN
74577997,Clements (2008) 1_2,2008,['EY_Early numeracy approaches'],NA,['Yes'],NA,NA,,NA,84,,NA,41.30,,NA,5.03,,NA,53.77,,NA,6.53,,NA,NA,,NA,NA,,NA,NA,,NA,80,,NA,45.47,,NA,7.53,,NA,53.22,,NA,8.38,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
67322415,Clements (2011),2011,['EY_Early numeracy approaches'],NA,['Yes'],NA,NA,,"['Page 19:\n[¬s]""Post\nn = 927[¬e]""']",927,,"['Page 19:\n[¬s]""18.54[¬e]""']",18.54,,"['Page 19:\n[¬s]""11.86[¬e]""']",11.86,,"['Page 19:\n[¬s]""51.36[¬e]""']",51.36,,"['Page 19:\n[¬s]""17.25[¬e]""']",17.25,,NA,NA,,NA,NA,,NA,NA,,"['Page 19:\n[¬s]""Post\nn = 378[¬e]""']",378,,"['Page 19:\n[¬s]""19.63[¬e]""']",19.63,,"['Page 19:\n[¬s]""11.52[¬e]""']",11.52,,"['Page 19:\n[¬s]""44.01[¬e]""']",44.01,,"['Page 19:\n[¬s]""17.89[¬e]""']",17.89,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
67961477,Codding (2011),2011,['EY_Early numeracy approaches'],NA,['Yes'],"['Page 6:\n[¬s]""Table 1[¬e]""']",NA,,NA,31,,"['Page 6:\n[¬s]""94.32[¬e]""']",94.32,,NA,13.51,,NA,103.5,,NA,11.17,,NA,NA,,NA,NA,,NA,NA,,NA,35,,NA,95.63,,NA,17.06,,NA,100.31,,NA,10.92,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
67322416,Curtis (2009) 1_1,2009,['EY_Early numeracy approaches'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74577998,Curtis (2009) 1_2,2009,['EY_Early numeracy approaches'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
67961479,Doabler (2016),2016,['EY_Early numeracy approaches'],NA,['Yes'],NA,NA,,"['Page 12:\n[¬s]""213[¬e]""']",213,,"['Page 12:\n[¬s]""17.08[¬e]""']",17.08,,"['Page 12:\n[¬s]""(7.03)[¬e]""']",7.03,,"['Page 12:\n[¬s]""26.48[¬e]""']",26.48,,"['Page 12:\n[¬s]""7.62[¬e]""']",7.62,,NA,NA,,NA,NA,,NA,NA,,"['Page 12:\n[¬s]""88[¬e]""']",88,,"['Page 12:\n[¬s]""16.23[¬e]""']",16.23,,"['Page 12:\n[¬s]""(6.67)[¬e]""']", 6.67,,"['Page 12:\n[¬s]""23.27[¬e]""']",23.27,,"['Page 12:\n[¬s]""8.06)[¬e]""']",8.06,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
67322417,Dyson (2011),2011,['EY_Early numeracy approaches'],NA,NA,NA,NA,,NA,NA,,"['Page 9:\n[¬s]""19.45[¬e]""']",19.45,,"['Page 9:\n[¬s]""6.04[¬e]""']",6.04,,"['Page 9:\n[¬s]""29.45[¬e]""']",29.45,,"['Page 9:\n[¬s]""6.21[¬e]""']",6.21,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 9:\n[¬s]""21.09[¬e]""']",21.09,,"['Page 9:\n[¬s]""7.54[¬e]""']",7.54,,"['Page 9:\n[¬s]""26.40[¬e]""']",26.40,,"['Page 9:\n[¬s]""8.04[¬e]""']",8.04,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 5:\n[¬s]""Approximately 6 weeks later, children were tested again\nwith the same measures. Pra[¬e]""', 'Page 9:\n[¬s]""Delayed[¬e]""']",NA,
67322385,Fischer (1990),1990,['EY_Early numeracy approaches'],NA,['Yes'],NA,Number concepts test,,"['Page 3:\n[¬s]""Forty-two s""\n""two students in each of the afternoon classes (3 males, 1 fe-\nmale) were eliminated[¬e]""']",40,,"['Page 8:\n[¬s]""9.52[¬e]""']",9.52,,"['Page 8:\n[¬s]""3.23[¬e]""']",3.23,,"['Page 8:\n[¬s]""14.73[¬e]""']",14.73,,"['Page 8:\n[¬s]""(2.74[¬e]""']",2.74,,NA,NA,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""two students in each of the afternoon classes (3 males, 1 fe- male) were eliminated""\n""Forty-four[¬e]""']",42,,"['Page 8:\n[¬s]""10.83[¬e]""']",10.83,,"['Page 8:\n[¬s]""(3.40[¬e]""']",3.4,,"['Page 8:\n[¬s]""13.69[¬e]""']",13.69,,"['Page 8:\n[¬s]""3.02[¬e]""']",3.02,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
67961487,Hassinger-Das (2015) 1_1,2015,['EY_Early numeracy approaches'],NA,['Yes'],"['Page 24:\n[¬s]""Table 3""\n""WJ-III Calculation[¬e]""']",NA,,"['Page 7:\n[¬s]""Throughout the course of the study attrition was low (n = 8) and distributed across the\ngroups. This included only two children from the SNC intervention, two children from the\nnumber sense intervention, and four children from the control group. In most of these cases,\nchildren moved out of the district or were chronically absent. Accordingly, the final study\nsample consisted of 124 children.[¬e]""']",42,,"['Page 24:\n[¬s]""0.33[¬e]""']",0.33,,"['Page 24:\n[¬s]""0.90[¬e]""']",0.90,,"['Page 24:\n[¬s]""3.05[¬e]""']",3.05,,"['Page 24:\n[¬s]""2.50[¬e]""']",2.50,,NA,NA,,NA,NA,,NA,NA,,"['Page 7:\n[¬s]""Throughout the course of the study attrition was low (n = 8) and distributed across the\ngroups. This included only two children from the SNC intervention, two children from the\nnumber sense intervention, and four children from the control group. In most of these cases,\nchildren moved out of the district or were chronically absent. Accordingly, the final study\nsample consisted of 124 children.[¬e]""']",40,,"['Page 25:\n[¬s]""0.42[¬e]""']",0.42,,"['Page 25:\n[¬s]""0.71[¬e]""']",0.71,,"['Page 25:\n[¬s]""3.10[¬e]""']",3.10,,"['Page 25:\n[¬s]""1.98[¬e]""']",1.98,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
74578010,Hassinger-Das (2015) 1_2,2015,['EY_Early numeracy approaches'],NA,['Yes'],NA,NA,,NA,41,,NA,31.05,,NA,22.50,,NA,46.18,,NA,23.04,,NA,NA,,NA,NA,,NA,NA,,NA,41,,NA,31.35,,NA,21.45,,NA,42.53,,NA,20.77,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 12:\n[¬s]""At delayed posttest, there also was a\nsignificant group effect (F(2, 119) = 6.763, p = .002) with the SNC group performing\nsignificantly higher than both the number sense (g = .61, p < .01) and control groups (g = .\n62, p < .05).[¬e]""']",NA,
67322387,Hong (1996),1996,['EY_Early numeracy approaches'],NA,['Yes'],"['Page 11:\n[¬s]""Table 3[¬e]""', 'Page 5:\n[¬s]""The Learning Readiness Test (LRT) (KEDI, 1989) for kindergarteners was\nused as a pretest to establish the comparability of the two groups. This test\nwas individually administered by two research assistants in a quiet area near\nthe classrooms on March 31. The Early Mathematics Achievement Test\n(EMAT) revised by Lee (1995a), the most frequently administered standard-\nized test for mathematics achievement, was used as a posttest to assess mathe-\nmatical achievement on June 2.[¬e]""']","NB different assessments used for pre-test and post-test, ",,"['Page 5:\n[¬s]""(ni = 29)[¬e]""']",29,,"['Page 11:\n[¬s]""30.03[¬e]""']",30.03,,"['Page 11:\n[¬s]""7.97[¬e]""']",7.97,,"['Page 11:\n[¬s]""31.68[¬e]""']",31.68,,"['Page 11:\n[¬s]""6.55[¬e]""']",6.55,,NA,NA,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""(nz= 28)[¬e]""']",28,,"['Page 11:\n[¬s]""26.96[¬e]""']",26.96,,"['Page 11:\n[¬s]""7.81[¬e]""']",7.81,,"['Page 11:\n[¬s]""31.00[¬e]""']",31,,"['Page 11:\n[¬s]""6.91[¬e]""']",6.91,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
67322419,Jordan (2012),2012,['EY_Early numeracy approaches'],NA,['Yes'],NA,Table 4 Raw Unadj Scores - Means and Standard Deviations by Group and Time (Raw Scores) - WJ Total,,"['Page 23:\n[¬s]""Number Sense""\n""42[¬e]""']",42,,"['Page 29:\n[¬s]""9.64[¬e]""']",9.64,,"['Page 29:\n[¬s]""3.30[¬e]""']",3.30,,"['Page 29:\n[¬s]""16.67[¬e]""']",16.67,,"['Page 29:\n[¬s]""5.19[¬e]""']",5.19,,NA,NA,,NA,NA,,NA,NA,,"['Page 23:\n[¬s]""Control""\n""44[¬e]""']",44,,"['Page 29:\n[¬s]""10.50[¬e]""']",10.5,,"['Page 29:\n[¬s]""4.01[¬e]""']",4.01,,"['Page 29:\n[¬s]""13.50[¬e]""']",13.50,,"['Page 29:\n[¬s]""3.41[¬e]""']",3.41,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
67322388,Kaul (1991),1991,['EY_Early numeracy approaches'],NA,['Yes'],NA,Number Concept - Combined means and SD spreadsheet across 7 skills (Table 5),,"['Page 7:\n[¬s]""Experimental\nGroup\n20[¬e]""']",20,,NA,NA,,NA,NA,,"['Page 18:\n[¬s]""9.35""\n""7.9""\n""8.5""\n""9.0""\n""5.5""\n""8.9""\n""7.6[¬e]""']",8.107,,"['Page 18:\n[¬s]""1.2""\n""1.63""\n""1.71""\n""1.34""\n""4.36""\n""3.3""\n""2.8[¬e]""']",2.467,,NA,NA,,NA,NA,,NA,NA,,"['Page 7:\n[¬s]""Control 1\n20[¬e]""']",20,,NA,NA,,NA,NA,,"['Page 18:\n[¬s]""6.3""\n""5""\n""4.75""\n""4.55""\n""4.35""\n""4.75""\n""5.5[¬e]""']",5.029,,"['Page 18:\n[¬s]""4.25""\n""3.24""\n""4.52""\n""3.59""\n""4.2""\n""3.13""\n""4.4[¬e]""']",3.321,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
67322420,Kidd (2008) 1_1,2008,['EY_Early numeracy approaches'],NA,['Yes'],NA,NA,,"['Page 23:\n[¬s]""26 children from the experimental group[¬e]""']",26,,NA,NA,,NA,NA,,"['Page 24:\n[¬s]""20.25[¬e]""']",20.25,,"['Page 24:\n[¬s]""3.75[¬e]""']",3.75,,NA,NA,,NA,NA,,NA,NA,,"['Page 23:\n[¬s]""nd 26 from each of the comparison groups[¬e]""']",26,,NA,NA,,NA,NA,,NA,NA,,"['Page 24:\n[¬s]""17.48[¬e]""']",17.48,,"['Page 24:\n[¬s]""3.91[¬e]""']",3.91,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74578012,Kidd (2008) 1_2,2008,['EY_Early numeracy approaches'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
67322421,Klein (2008),2008,['EY_Early numeracy approaches'],NA,['Yes'],NA,NA,,NA,139,,"['Page 16:\n[¬s]""0.35[¬e]""']",0.35,,NA,0.15,,NA,0.55,,NA,0.13,,NA,NA,,NA,NA,,NA,NA,,NA,139,,NA,0.34,,NA,0.13,,NA,0.47,,NA,0.14,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
67961490,Kyttälä (2015),2015,['EY_Early numeracy approaches'],NA,['Yes'],NA,NA,,"['Page 5:\n[¬s]""9.22[¬e]""']",23,,"['Page 5:\n[¬s]""9.22[¬e]""']",9.22,,NA,2.98,,"['Page 5:\n[¬s]""10.17[¬e]""']",10.17,,NA,2.93,,NA,NA,,NA,NA,,NA,NA,,NA,17,,NA,7.18,,NA,3.45,,NA,8.29,,NA,3.37,,NA,NA,,NA,NA,,NA,NA,,NA,21,,"['Page 5:\n[¬s]""8.62[¬e]""']",8.62,,NA,3.07,,NA,11.19,,NA,2.32,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
